,compare,snr,task,data type
20527,mriqc,2.7855664267728484,mriqc,snr
20528,mriqc,2.7952814853703383,mriqc,snr
20529,mriqc,2.9286208222970456,mriqc,snr
20530,mriqc,2.908345836233429,mriqc,snr
20531,mriqc,2.7290049205176623,mriqc,snr
20532,mriqc,3.039921267114888,mriqc,snr
20533,mriqc,2.6346906753175054,mriqc,snr
20534,mriqc,3.1202450720523216,mriqc,snr
20535,mriqc,4.284499440675601,mriqc,snr
20536,mriqc,2.365816840948577,mriqc,snr
20537,mriqc,2.8609363928172153,mriqc,snr
20538,mriqc,2.4213462727135115,mriqc,snr
20539,mriqc,2.502310872855785,mriqc,snr
20540,mriqc,2.793616523485069,mriqc,snr
20541,mriqc,1.8433680581337009,mriqc,snr
20542,mriqc,3.051273323015368,mriqc,snr
20543,mriqc,2.563064007232929,mriqc,snr
20544,mriqc,3.271330289299714,mriqc,snr
20545,mriqc,3.383169572681372,mriqc,snr
20546,mriqc,2.9029676163422367,mriqc,snr
20547,mriqc,3.314948565691477,mriqc,snr
20548,mriqc,4.906978438625156,mriqc,snr
20549,mriqc,2.100918942452519,mriqc,snr
20550,mriqc,1.7880599960382386,mriqc,snr
20551,mriqc,2.7767594019866557,mriqc,snr
20552,mriqc,3.4595776989363567,mriqc,snr
20553,mriqc,4.839023151797364,mriqc,snr
20554,mriqc,3.382029250991105,mriqc,snr
20555,mriqc,3.0814421786300548,mriqc,snr
20556,mriqc,4.535227964021691,mriqc,snr
20557,mriqc,3.311667143050231,mriqc,snr
20558,mriqc,2.3296115295854354,mriqc,snr
20559,mriqc,2.4832472313163474,mriqc,snr
20560,mriqc,2.6502500068771377,mriqc,snr
20561,mriqc,2.3902693186202884,mriqc,snr
20562,mriqc,4.459379681442956,mriqc,snr
20563,mriqc,3.4968097623193324,mriqc,snr
20564,mriqc,2.6241557651932266,mriqc,snr
20565,mriqc,4.678622963871818,mriqc,snr
20566,mriqc,2.367682333594483,mriqc,snr
20567,mriqc,2.629424891612633,mriqc,snr
20568,mriqc,2.117806432676556,mriqc,snr
20569,mriqc,2.733605958367445,mriqc,snr
20570,mriqc,2.313044933458011,mriqc,snr
20571,mriqc,2.78826868267141,mriqc,snr
20572,mriqc,2.4823807889009024,mriqc,snr
20573,mriqc,1.858220370965537,mriqc,snr
20574,mriqc,3.217619588202042,mriqc,snr
20575,mriqc,2.947653220023846,mriqc,snr
20576,mriqc,2.9536033545507614,mriqc,snr
20577,mriqc,3.046446554077103,mriqc,snr
20578,mriqc,2.3879871815886937,mriqc,snr
20579,mriqc,2.394521650336845,mriqc,snr
20580,mriqc,3.373819015945699,mriqc,snr
20581,mriqc,2.9886841189055087,mriqc,snr
20582,mriqc,3.3443750759716058,mriqc,snr
20583,mriqc,2.8362617873382057,mriqc,snr
20584,mriqc,3.0683794497940875,mriqc,snr
20585,mriqc,1.984218552825932,mriqc,snr
20586,mriqc,2.458702699770567,mriqc,snr
20587,mriqc,2.635420809879818,mriqc,snr
20588,mriqc,3.306227279847872,mriqc,snr
20589,mriqc,3.5933054289388644,mriqc,snr
20590,mriqc,2.7193170459404676,mriqc,snr
20591,mriqc,3.191629753346045,mriqc,snr
20592,mriqc,2.378664734151109,mriqc,snr
20593,mriqc,2.210847453072773,mriqc,snr
20594,mriqc,3.062481191697,mriqc,snr
20595,mriqc,2.3034523155442437,mriqc,snr
20596,mriqc,3.9290487310703086,mriqc,snr
20597,mriqc,2.198897860227172,mriqc,snr
20598,mriqc,4.596060265488199,mriqc,snr
20599,mriqc,2.729273194963893,mriqc,snr
20600,mriqc,3.502456927639987,mriqc,snr
20601,mriqc,2.6572206822604083,mriqc,snr
20602,mriqc,3.070925210998684,mriqc,snr
20603,mriqc,2.6719645738580144,mriqc,snr
20604,mriqc,3.12444499981139,mriqc,snr
20605,mriqc,4.2038014562536405,mriqc,snr
20606,mriqc,2.8440273619271648,mriqc,snr
20607,mriqc,3.242002535966623,mriqc,snr
20608,mriqc,3.0725053469670125,mriqc,snr
20609,mriqc,2.085474604368685,mriqc,snr
20610,mriqc,2.786427755107901,mriqc,snr
20611,mriqc,3.177738944459686,mriqc,snr
20612,mriqc,2.2919785122827623,mriqc,snr
20613,mriqc,2.300556491483459,mriqc,snr
20614,mriqc,2.486669161085131,mriqc,snr
20615,mriqc,2.689941487925571,mriqc,snr
20616,mriqc,4.020852998967874,mriqc,snr
20617,mriqc,3.239649995308445,mriqc,snr
20618,mriqc,2.969874948880145,mriqc,snr
20619,mriqc,4.418094153834704,mriqc,snr
20620,mriqc,2.5521381026936147,mriqc,snr
20621,mriqc,2.894452971435575,mriqc,snr
20622,mriqc,3.4658293505047975,mriqc,snr
20623,mriqc,3.333185493623281,mriqc,snr
20624,mriqc,3.282475199024655,mriqc,snr
20625,mriqc,2.279458723841225,mriqc,snr
20626,mriqc,2.8288050306440105,mriqc,snr
20627,mriqc,2.4251982528239004,mriqc,snr
20628,mriqc,3.1154006945862425,mriqc,snr
20629,mriqc,3.1147749117859087,mriqc,snr
20630,mriqc,2.6134358467004346,mriqc,snr
20631,mriqc,2.815952152310711,mriqc,snr
20632,mriqc,3.233312812355002,mriqc,snr
20633,mriqc,2.605612857069852,mriqc,snr
20634,mriqc,2.1519511550756243,mriqc,snr
20635,mriqc,2.581215345780062,mriqc,snr
20636,mriqc,2.737534052943594,mriqc,snr
20637,mriqc,2.5094413494494394,mriqc,snr
20638,mriqc,3.4399859737178557,mriqc,snr
20639,mriqc,3.1101411778263186,mriqc,snr
20640,mriqc,2.298475405334208,mriqc,snr
20641,mriqc,2.3465236110936916,mriqc,snr
20642,mriqc,2.656702030847288,mriqc,snr
20643,mriqc,2.2338376456266023,mriqc,snr
20644,mriqc,3.313843056471617,mriqc,snr
20645,mriqc,2.520976125570353,mriqc,snr
20646,mriqc,2.751109682140656,mriqc,snr
20647,mriqc,2.4452512983650694,mriqc,snr
20648,mriqc,2.8796558441287052,mriqc,snr
20649,mriqc,2.0988448372277695,mriqc,snr
20650,mriqc,2.1633925089951185,mriqc,snr
20651,mriqc,2.9463348467896666,mriqc,snr
20652,mriqc,4.570732579283803,mriqc,snr
20653,mriqc,2.7715322738300987,mriqc,snr
20654,mriqc,2.224347786118691,mriqc,snr
20655,mriqc,3.379595116883674,mriqc,snr
20656,mriqc,2.829457903904398,mriqc,snr
20657,mriqc,3.241854079335448,mriqc,snr
20658,mriqc,2.806832211546772,mriqc,snr
20659,mriqc,3.5847793699679418,mriqc,snr
20660,mriqc,2.9522253187718146,mriqc,snr
20661,mriqc,2.622607408744386,mriqc,snr
20662,mriqc,2.094509502132509,mriqc,snr
20663,mriqc,2.0914862837846613,mriqc,snr
20664,mriqc,3.111939166984808,mriqc,snr
20665,mriqc,2.6537208458867982,mriqc,snr
20666,mriqc,3.016391051761796,mriqc,snr
20667,mriqc,2.436683175377681,mriqc,snr
20668,mriqc,2.6122751806689823,mriqc,snr
20669,mriqc,2.9350073642433245,mriqc,snr
20670,mriqc,1.9383074564466665,mriqc,snr
20671,mriqc,2.231711174286294,mriqc,snr
20672,mriqc,2.453490157128538,mriqc,snr
20673,mriqc,4.37925855268088,mriqc,snr
20674,mriqc,4.9175438210084605,mriqc,snr
20675,mriqc,3.052177792836235,mriqc,snr
20676,mriqc,4.2329261668188,mriqc,snr
20677,mriqc,3.0488775581436487,mriqc,snr
20678,mriqc,2.4056954037564107,mriqc,snr
20679,mriqc,2.348918961787148,mriqc,snr
20680,mriqc,3.544867681673444,mriqc,snr
20681,mriqc,2.6993228750709553,mriqc,snr
20682,mriqc,4.785787912628073,mriqc,snr
20683,mriqc,5.19462742122422,mriqc,snr
20684,mriqc,2.7669876410270695,mriqc,snr
20685,mriqc,2.9087418419209965,mriqc,snr
20686,mriqc,3.013699876563221,mriqc,snr
20687,mriqc,2.258800315663537,mriqc,snr
20688,mriqc,2.771319933718129,mriqc,snr
20689,mriqc,2.9032590664975095,mriqc,snr
20690,mriqc,2.7186138153130406,mriqc,snr
20691,mriqc,2.6000807564976967,mriqc,snr
20692,mriqc,2.40129952891973,mriqc,snr
20693,mriqc,2.3037499327857756,mriqc,snr
20694,mriqc,2.4967501300599113,mriqc,snr
20695,mriqc,3.1844550162251655,mriqc,snr
20696,mriqc,2.5680754553370835,mriqc,snr
20697,mriqc,3.2042339594199434,mriqc,snr
20698,mriqc,2.81925000954017,mriqc,snr
20699,mriqc,2.00102976995992,mriqc,snr
20700,mriqc,2.6012547984009204,mriqc,snr
20701,mriqc,2.1768911335093226,mriqc,snr
20702,mriqc,5.007937610810649,mriqc,snr
20703,mriqc,2.619957705775602,mriqc,snr
20704,mriqc,2.401427303221833,mriqc,snr
20705,mriqc,2.26811891667499,mriqc,snr
20706,mriqc,4.392626690281781,mriqc,snr
20707,mriqc,2.366446255935649,mriqc,snr
20708,mriqc,2.105327364236972,mriqc,snr
20709,mriqc,4.019323815430123,mriqc,snr
20710,mriqc,3.136867627423638,mriqc,snr
20711,mriqc,4.73077445309573,mriqc,snr
20712,mriqc,2.2715994598845786,mriqc,snr
20713,mriqc,2.8737140970022694,mriqc,snr
20714,mriqc,2.634863397763313,mriqc,snr
20715,mriqc,4.38550912370748,mriqc,snr
20716,mriqc,2.9874918280397305,mriqc,snr
20717,mriqc,4.651556064723131,mriqc,snr
20718,mriqc,2.8764576194522755,mriqc,snr
20719,mriqc,4.39838619967824,mriqc,snr
20720,mriqc,2.326951739629748,mriqc,snr
20721,mriqc,2.07981279468434,mriqc,snr
20722,mriqc,3.100671331251222,mriqc,snr
20723,mriqc,2.392797668846494,mriqc,snr
20724,mriqc,3.5237597234014757,mriqc,snr
20725,mriqc,2.1666800559209944,mriqc,snr
20726,mriqc,2.5179051155575443,mriqc,snr
20727,mriqc,2.7875661828622125,mriqc,snr
20728,mriqc,3.2063830295401203,mriqc,snr
20729,mriqc,2.5072666413983256,mriqc,snr
20730,mriqc,2.465845119080748,mriqc,snr
20731,mriqc,2.335813003593976,mriqc,snr
20732,mriqc,4.6059781077933994,mriqc,snr
20733,mriqc,2.56023685027848,mriqc,snr
20734,mriqc,3.3191093290858773,mriqc,snr
20735,mriqc,4.540908116320605,mriqc,snr
20736,mriqc,2.938899976974523,mriqc,snr
20737,mriqc,2.9446439276796483,mriqc,snr
20738,mriqc,4.303204915008051,mriqc,snr
20739,mriqc,2.0536622047950868,mriqc,snr
20740,mriqc,2.4231634204936574,mriqc,snr
20741,mriqc,2.7719848965404124,mriqc,snr
20742,mriqc,4.043022510718787,mriqc,snr
20743,mriqc,2.4512591822395096,mriqc,snr
20744,mriqc,2.826832483028667,mriqc,snr
20745,mriqc,3.427949126545672,mriqc,snr
20746,mriqc,2.4817324453389413,mriqc,snr
20747,mriqc,2.3306998738122156,mriqc,snr
20748,mriqc,2.064777755908413,mriqc,snr
20749,mriqc,2.6039340066194905,mriqc,snr
20750,mriqc,1.8848414910977045,mriqc,snr
20751,mriqc,4.53241383752379,mriqc,snr
20752,mriqc,4.576905367999232,mriqc,snr
20753,mriqc,1.908468237581727,mriqc,snr
20754,mriqc,2.730707341164577,mriqc,snr
20755,mriqc,2.481055364592422,mriqc,snr
20756,mriqc,2.594280644020178,mriqc,snr
20757,mriqc,3.1044573917195706,mriqc,snr
20758,mriqc,4.251869269517435,mriqc,snr
20759,mriqc,4.191872474922118,mriqc,snr
20760,mriqc,2.8206175471017394,mriqc,snr
20761,mriqc,1.855209496794837,mriqc,snr
20762,mriqc,2.195105646963125,mriqc,snr
20763,mriqc,1.9781664225868203,mriqc,snr
20764,mriqc,5.246786516622303,mriqc,snr
20765,mriqc,2.442966734579306,mriqc,snr
20766,mriqc,4.863623796328798,mriqc,snr
20767,mriqc,3.439819099618032,mriqc,snr
20768,mriqc,2.223001798837253,mriqc,snr
20769,mriqc,3.957193289062869,mriqc,snr
20770,mriqc,3.1236604587097285,mriqc,snr
20771,mriqc,4.688421204566437,mriqc,snr
20772,mriqc,3.2255381804526952,mriqc,snr
20773,mriqc,4.470239302664494,mriqc,snr
20774,mriqc,2.613219739349286,mriqc,snr
20775,mriqc,4.686935230418913,mriqc,snr
20776,mriqc,1.966522623476959,mriqc,snr
20777,mriqc,5.062194041746277,mriqc,snr
20778,mriqc,2.2452081175225556,mriqc,snr
20779,mriqc,1.663638136938456,mriqc,snr
20780,mriqc,2.7649341973009753,mriqc,snr
20781,mriqc,2.9900812892600475,mriqc,snr
20782,mriqc,2.902527651470983,mriqc,snr
20783,mriqc,2.63554052549842,mriqc,snr
20784,mriqc,1.981750925372354,mriqc,snr
20785,mriqc,2.3953339355536265,mriqc,snr
20786,mriqc,3.0199516414360725,mriqc,snr
20787,mriqc,2.730722360007402,mriqc,snr
20788,mriqc,2.632304312305372,mriqc,snr
20789,mriqc,3.625165880812785,mriqc,snr
20790,mriqc,2.6033523044355515,mriqc,snr
20791,mriqc,2.3144221797801525,mriqc,snr
20792,mriqc,2.826562409945141,mriqc,snr
20793,mriqc,1.835720807180102,mriqc,snr
20794,mriqc,2.2291022540655843,mriqc,snr
20795,mriqc,4.662418453084976,mriqc,snr
20796,mriqc,2.779856631875544,mriqc,snr
20797,mriqc,2.72088851876212,mriqc,snr
20798,mriqc,2.141783382187899,mriqc,snr
20799,mriqc,2.6283513367442266,mriqc,snr
20800,mriqc,4.382262364918943,mriqc,snr
20801,mriqc,4.3333952261936215,mriqc,snr
20802,mriqc,2.514691767395666,mriqc,snr
20803,mriqc,4.472179900146937,mriqc,snr
20804,mriqc,4.432073274474549,mriqc,snr
20805,mriqc,4.513914584799621,mriqc,snr
20806,mriqc,4.2886974081542215,mriqc,snr
20807,mriqc,4.478265431957327,mriqc,snr
20808,mriqc,3.465929253272757,mriqc,snr
20809,mriqc,4.527513920915273,mriqc,snr
20810,mriqc,3.150775940897209,mriqc,snr
20811,mriqc,3.8062143500760808,mriqc,snr
20812,mriqc,4.251629986189773,mriqc,snr
20813,mriqc,4.358711101532339,mriqc,snr
20814,mriqc,4.5988084754490375,mriqc,snr
20815,mriqc,2.2730136244643195,mriqc,snr
20816,mriqc,2.819495167848252,mriqc,snr
20817,mriqc,2.73105188612744,mriqc,snr
20818,mriqc,2.6492146027377528,mriqc,snr
20819,mriqc,4.179018104755991,mriqc,snr
20820,mriqc,4.777041966916565,mriqc,snr
20821,mriqc,2.1640092052280924,mriqc,snr
20822,mriqc,2.438482422710514,mriqc,snr
20823,mriqc,3.049690314662079,mriqc,snr
20824,mriqc,2.971775654331117,mriqc,snr
20825,mriqc,2.40598013771853,mriqc,snr
20826,mriqc,4.479108913936108,mriqc,snr
20827,mriqc,3.296248608393611,mriqc,snr
20828,mriqc,3.464321233295341,mriqc,snr
20829,mriqc,4.7077927272013795,mriqc,snr
20830,mriqc,2.9247490581894926,mriqc,snr
20831,mriqc,3.443516746930075,mriqc,snr
20832,mriqc,2.629976961099451,mriqc,snr
20833,mriqc,2.7063182408179283,mriqc,snr
20834,mriqc,2.4161849886089675,mriqc,snr
20835,mriqc,2.502753687918976,mriqc,snr
20836,mriqc,4.640691418785409,mriqc,snr
20837,mriqc,2.196153166255297,mriqc,snr
20838,mriqc,4.08036160158871,mriqc,snr
20839,mriqc,2.700447063596272,mriqc,snr
20840,mriqc,4.6851180241346775,mriqc,snr
20841,mriqc,2.329756948123968,mriqc,snr
20842,mriqc,2.3348349831281396,mriqc,snr
20843,mriqc,3.2175344206170915,mriqc,snr
20844,mriqc,2.94076014206265,mriqc,snr
20845,mriqc,2.1967825036890005,mriqc,snr
20846,mriqc,3.0662519985972176,mriqc,snr
20847,mriqc,4.74714456044,mriqc,snr
20848,mriqc,4.910188552019713,mriqc,snr
20849,mriqc,4.826920013420221,mriqc,snr
20850,mriqc,4.248835711882846,mriqc,snr
20851,mriqc,4.36798081214437,mriqc,snr
20852,mriqc,4.8011263362560666,mriqc,snr
20853,mriqc,5.2504181016531755,mriqc,snr
20854,mriqc,2.9370497964643723,mriqc,snr
20855,mriqc,2.6604374587579342,mriqc,snr
20856,mriqc,4.156315710063718,mriqc,snr
20857,mriqc,4.734392866828308,mriqc,snr
20858,mriqc,4.082121081124948,mriqc,snr
20859,mriqc,4.907778545972546,mriqc,snr
20860,mriqc,4.432657563556892,mriqc,snr
20861,mriqc,2.9080446905579147,mriqc,snr
20862,mriqc,4.289222512688465,mriqc,snr
20863,mriqc,4.43488112282061,mriqc,snr
20864,mriqc,2.286853430340519,mriqc,snr
20865,mriqc,1.703548393919697,mriqc,snr
20866,mriqc,2.236572204708734,mriqc,snr
20867,mriqc,2.1878486299762128,mriqc,snr
20868,mriqc,1.6156608370603511,mriqc,snr
20869,mriqc,4.226930965921189,mriqc,snr
20870,mriqc,2.126485253964067,mriqc,snr
20871,mriqc,4.035603338800471,mriqc,snr
20872,mriqc,2.7485073579337067,mriqc,snr
20873,mriqc,4.543603051115173,mriqc,snr
20874,mriqc,1.7747143134926493,mriqc,snr
20875,mriqc,4.48342918850763,mriqc,snr
20876,mriqc,3.1372972329292725,mriqc,snr
20877,mriqc,4.332980177563682,mriqc,snr
20878,mriqc,2.777278667357001,mriqc,snr
20879,mriqc,2.2139431549682995,mriqc,snr
20880,mriqc,4.089086066355996,mriqc,snr
20881,mriqc,3.326180210141322,mriqc,snr
20882,mriqc,2.8691191200142434,mriqc,snr
20883,mriqc,2.854742404218052,mriqc,snr
20884,mriqc,3.1285491732233734,mriqc,snr
20885,mriqc,2.224701032200499,mriqc,snr
20886,mriqc,2.254852004564928,mriqc,snr
20887,mriqc,4.15634340672565,mriqc,snr
20888,mriqc,3.1761318349333076,mriqc,snr
20889,mriqc,2.1094891268745317,mriqc,snr
20890,mriqc,2.9655344424423333,mriqc,snr
20891,mriqc,2.0571238011086006,mriqc,snr
20892,mriqc,4.1799548723993984,mriqc,snr
20893,mriqc,4.649563320378406,mriqc,snr
20894,mriqc,2.849425235203932,mriqc,snr
20895,mriqc,2.90510826288616,mriqc,snr
20896,mriqc,2.9335816547653844,mriqc,snr
20897,mriqc,2.0483716575764492,mriqc,snr
20898,mriqc,2.649987753931314,mriqc,snr
20899,mriqc,2.350886125468415,mriqc,snr
20900,mriqc,2.192946044350943,mriqc,snr
20901,mriqc,2.0194759155980844,mriqc,snr
20902,mriqc,3.469417808542262,mriqc,snr
20903,mriqc,2.4085781137763864,mriqc,snr
20904,mriqc,4.119953682859483,mriqc,snr
20905,mriqc,2.368872395341867,mriqc,snr
20906,mriqc,4.608238000427628,mriqc,snr
20907,mriqc,4.810297125054003,mriqc,snr
20908,mriqc,4.541289093589415,mriqc,snr
20909,mriqc,4.492224654457898,mriqc,snr
20910,mriqc,4.563880184191905,mriqc,snr
20911,mriqc,2.9924202741155645,mriqc,snr
20912,mriqc,4.793558130510472,mriqc,snr
20913,mriqc,2.8461349672159746,mriqc,snr
20914,mriqc,2.720100407935308,mriqc,snr
20915,mriqc,3.74368385504116,mriqc,snr
20916,mriqc,3.769194086392819,mriqc,snr
20917,mriqc,3.4507439209477377,mriqc,snr
20918,mriqc,4.58798633919673,mriqc,snr
20919,mriqc,1.678180518183264,mriqc,snr
20920,mriqc,2.9403834082667832,mriqc,snr
20921,mriqc,2.3048496536998737,mriqc,snr
20922,mriqc,1.902341888311558,mriqc,snr
20923,mriqc,2.212590991438055,mriqc,snr
20924,mriqc,4.414437648385898,mriqc,snr
20925,mriqc,2.80724829113946,mriqc,snr
20926,mriqc,4.64247389521918,mriqc,snr
20927,mriqc,4.192940283723267,mriqc,snr
20928,mriqc,3.3233501276878226,mriqc,snr
20929,mriqc,2.704631308388857,mriqc,snr
20930,mriqc,1.6979581084260638,mriqc,snr
20931,mriqc,4.5290047608484265,mriqc,snr
20932,mriqc,4.939282103291085,mriqc,snr
20933,mriqc,4.5876692772090015,mriqc,snr
20934,mriqc,2.8353365439125433,mriqc,snr
20935,mriqc,4.336714554995851,mriqc,snr
20936,mriqc,4.592801394937039,mriqc,snr
20937,mriqc,2.62543259020627,mriqc,snr
20938,mriqc,4.294678471076289,mriqc,snr
20939,mriqc,4.207066373236779,mriqc,snr
20940,mriqc,4.079980363093826,mriqc,snr
20941,mriqc,2.7808836930662015,mriqc,snr
20942,mriqc,2.658470520168615,mriqc,snr
20943,mriqc,1.8195991296054337,mriqc,snr
20944,mriqc,2.112681904928355,mriqc,snr
20945,mriqc,2.468712523727824,mriqc,snr
20946,mriqc,5.068128675610558,mriqc,snr
20947,mriqc,4.765974525898943,mriqc,snr
20948,mriqc,2.0656905985893337,mriqc,snr
20949,mriqc,2.4920480240320737,mriqc,snr
20950,mriqc,2.5320051773485828,mriqc,snr
20951,mriqc,4.490982037599052,mriqc,snr
20952,mriqc,3.2574331357139754,mriqc,snr
20953,mriqc,4.668202272248981,mriqc,snr
20954,mriqc,4.0943867221964405,mriqc,snr
20955,mriqc,2.1503387834005947,mriqc,snr
20956,mriqc,4.2850739139965475,mriqc,snr
20957,mriqc,3.8836913988091646,mriqc,snr
20958,mriqc,2.798055878429224,mriqc,snr
20959,mriqc,2.9350970490110413,mriqc,snr
20960,mriqc,4.595579969255269,mriqc,snr
20961,mriqc,2.36921620177308,mriqc,snr
20962,mriqc,2.317022327519225,mriqc,snr
20963,mriqc,4.386165576330208,mriqc,snr
20964,mriqc,2.9226828434394125,mriqc,snr
20965,mriqc,3.062301589615149,mriqc,snr
20966,mriqc,2.126682617650199,mriqc,snr
20967,mriqc,4.473819989029592,mriqc,snr
20968,mriqc,2.415948448555014,mriqc,snr
20969,mriqc,4.477195392718012,mriqc,snr
20970,mriqc,2.1010348516360433,mriqc,snr
20971,mriqc,4.807918296969986,mriqc,snr
20972,mriqc,2.8264741056159894,mriqc,snr
20973,mriqc,3.2577349735996957,mriqc,snr
20974,mriqc,4.500045643667558,mriqc,snr
20975,mriqc,4.447839962096945,mriqc,snr
20976,mriqc,4.339316260837212,mriqc,snr
20977,mriqc,4.369759378610705,mriqc,snr
20978,mriqc,2.1212493340584433,mriqc,snr
20979,mriqc,2.509759591852988,mriqc,snr
20980,mriqc,4.260250787419902,mriqc,snr
20981,mriqc,2.709273042443974,mriqc,snr
20982,mriqc,4.63901964548077,mriqc,snr
20983,mriqc,1.7628634441109827,mriqc,snr
20984,mriqc,4.141934062827066,mriqc,snr
20985,mriqc,2.8048045872148055,mriqc,snr
20986,mriqc,2.1452417396040206,mriqc,snr
20987,mriqc,2.4558270037939893,mriqc,snr
20988,mriqc,2.2100045364131495,mriqc,snr
20989,mriqc,4.247040065662809,mriqc,snr
20990,mriqc,2.9596726974290775,mriqc,snr
20991,mriqc,4.5908555322091456,mriqc,snr
20992,mriqc,2.450601497097843,mriqc,snr
20993,mriqc,4.341626772483682,mriqc,snr
20994,mriqc,1.8682589356273187,mriqc,snr
20995,mriqc,3.1181669357112134,mriqc,snr
20996,mriqc,2.379155257286194,mriqc,snr
20997,mriqc,4.578135088283049,mriqc,snr
20998,mriqc,3.057465399550819,mriqc,snr
20999,mriqc,2.18202438544932,mriqc,snr
21000,mriqc,4.557897478651438,mriqc,snr
21001,mriqc,4.821787164339315,mriqc,snr
21002,mriqc,2.1726455266371087,mriqc,snr
21003,mriqc,2.568595523054743,mriqc,snr
21004,mriqc,2.410074607379213,mriqc,snr
21005,mriqc,2.523270521839924,mriqc,snr
21006,mriqc,2.653796478067277,mriqc,snr
21007,mriqc,2.6337910244715736,mriqc,snr
21008,mriqc,2.5634272848184576,mriqc,snr
21009,mriqc,2.6825887222828824,mriqc,snr
21010,mriqc,4.570395091337703,mriqc,snr
21011,mriqc,4.0823083947978205,mriqc,snr
21012,mriqc,4.488363230345393,mriqc,snr
21013,mriqc,2.2452467779910332,mriqc,snr
21014,mriqc,2.775416912343908,mriqc,snr
21015,mriqc,2.9589479644984737,mriqc,snr
21016,mriqc,1.9198346536237905,mriqc,snr
21017,mriqc,2.5837895966183,mriqc,snr
21018,mriqc,2.492133037759204,mriqc,snr
21019,mriqc,3.022439574320085,mriqc,snr
21020,mriqc,2.295163172484072,mriqc,snr
21021,mriqc,2.491079026505197,mriqc,snr
21022,mriqc,4.134885265180267,mriqc,snr
21023,mriqc,2.1562944127503423,mriqc,snr
21024,mriqc,3.1031420483711396,mriqc,snr
21025,mriqc,2.359995569547906,mriqc,snr
21026,mriqc,2.3272544025888497,mriqc,snr
21027,mriqc,2.3277439621972817,mriqc,snr
21028,mriqc,4.613963253473666,mriqc,snr
21029,mriqc,2.2769227101659797,mriqc,snr
21030,mriqc,4.292473593170607,mriqc,snr
21031,mriqc,1.9958377054488987,mriqc,snr
21032,mriqc,2.9469924604243354,mriqc,snr
21033,mriqc,2.518278674051818,mriqc,snr
21034,mriqc,4.424250989812323,mriqc,snr
21035,mriqc,4.1687137876597875,mriqc,snr
21036,mriqc,3.255936662195818,mriqc,snr
21037,mriqc,3.057722601463614,mriqc,snr
21038,mriqc,2.306938110139168,mriqc,snr
21039,mriqc,1.9866813943132524,mriqc,snr
21040,mriqc,4.326248696380953,mriqc,snr
21041,mriqc,4.759040201632631,mriqc,snr
21042,mriqc,2.197952887520389,mriqc,snr
21043,mriqc,4.340339131644869,mriqc,snr
21044,mriqc,2.8238916574014454,mriqc,snr
21045,mriqc,2.3796222719010207,mriqc,snr
21046,mriqc,4.777807538241471,mriqc,snr
21047,mriqc,4.563511472855413,mriqc,snr
21048,mriqc,2.6288443709215437,mriqc,snr
21049,mriqc,2.2655973728071706,mriqc,snr
21050,mriqc,2.1441102927290627,mriqc,snr
21051,mriqc,2.8245110658382653,mriqc,snr
21052,mriqc,2.5791202038207444,mriqc,snr
21053,mriqc,2.34697545670802,mriqc,snr
21054,mriqc,3.4788350571688476,mriqc,snr
21055,mriqc,2.3329726253997967,mriqc,snr
21056,mriqc,3.513111637858622,mriqc,snr
21057,mriqc,2.222327149833541,mriqc,snr
21058,mriqc,4.619670112946641,mriqc,snr
21059,mriqc,2.3092142074605992,mriqc,snr
21060,mriqc,4.428741288130802,mriqc,snr
21061,mriqc,2.392728294368358,mriqc,snr
21062,mriqc,3.046126197161862,mriqc,snr
21063,mriqc,3.424971445609131,mriqc,snr
21064,mriqc,1.9966441617139468,mriqc,snr
21065,mriqc,2.935831418476472,mriqc,snr
21066,mriqc,2.441677708330259,mriqc,snr
21067,mriqc,4.382388154355861,mriqc,snr
21068,mriqc,3.2083867475151484,mriqc,snr
21069,mriqc,2.522437636539508,mriqc,snr
21070,mriqc,2.4820290611186695,mriqc,snr
21071,mriqc,1.981099892178217,mriqc,snr
21072,mriqc,2.526760869515881,mriqc,snr
21073,mriqc,4.562355949995568,mriqc,snr
21074,mriqc,4.69189009281039,mriqc,snr
21075,mriqc,2.0193060747619533,mriqc,snr
21076,mriqc,2.471784085126317,mriqc,snr
21077,mriqc,3.0713763700586245,mriqc,snr
21078,mriqc,2.3585176664189484,mriqc,snr
21079,mriqc,2.745877079550449,mriqc,snr
21080,mriqc,2.189815038386915,mriqc,snr
21081,mriqc,4.87358532027735,mriqc,snr
21082,mriqc,2.462179975857788,mriqc,snr
21083,mriqc,3.1745089091251897,mriqc,snr
21084,mriqc,2.9992908153083975,mriqc,snr
21085,mriqc,2.9161130397819908,mriqc,snr
21086,mriqc,2.4639572049881617,mriqc,snr
21087,mriqc,1.8701040187787104,mriqc,snr
21088,mriqc,4.388550171285949,mriqc,snr
21089,mriqc,4.3203687007724705,mriqc,snr
21090,mriqc,4.0733436924379145,mriqc,snr
21091,mriqc,2.2786470846888407,mriqc,snr
21092,mriqc,4.793864304501578,mriqc,snr
21093,mriqc,4.310216846060179,mriqc,snr
21094,mriqc,3.1535878897521656,mriqc,snr
21095,mriqc,2.2667035534615994,mriqc,snr
21096,mriqc,2.990347581446426,mriqc,snr
21097,mriqc,2.688741074039289,mriqc,snr
21098,mriqc,2.354627530244061,mriqc,snr
21099,mriqc,2.416454148207283,mriqc,snr
