,compare,tsnr,task,data type
4576,mriqc,67.12062072753906,mriqc,tsnr
4577,mriqc,59.168479919433594,mriqc,tsnr
4578,mriqc,41.24863815307617,mriqc,tsnr
4579,mriqc,54.6480712890625,mriqc,tsnr
4580,mriqc,23.34496307373047,mriqc,tsnr
4581,mriqc,51.25062942504883,mriqc,tsnr
4582,mriqc,48.78314208984375,mriqc,tsnr
4583,mriqc,53.65113830566406,mriqc,tsnr
4584,mriqc,53.610591888427734,mriqc,tsnr
4585,mriqc,54.88592529296875,mriqc,tsnr
4586,mriqc,50.219966888427734,mriqc,tsnr
4587,mriqc,44.60793685913086,mriqc,tsnr
4588,mriqc,55.90916442871094,mriqc,tsnr
4589,mriqc,53.428001403808594,mriqc,tsnr
4590,mriqc,55.393836975097656,mriqc,tsnr
4591,mriqc,27.266366958618164,mriqc,tsnr
4592,mriqc,41.98875427246094,mriqc,tsnr
4593,mriqc,44.61882400512695,mriqc,tsnr
4594,mriqc,50.31128692626953,mriqc,tsnr
4595,mriqc,42.403072357177734,mriqc,tsnr
4596,mriqc,56.807525634765625,mriqc,tsnr
4597,mriqc,51.816200256347656,mriqc,tsnr
4598,mriqc,42.46098709106445,mriqc,tsnr
4599,mriqc,54.76805114746094,mriqc,tsnr
4600,mriqc,51.684600830078125,mriqc,tsnr
4601,mriqc,66.8026123046875,mriqc,tsnr
4602,mriqc,39.05134582519531,mriqc,tsnr
4603,mriqc,52.61835479736328,mriqc,tsnr
4604,mriqc,33.631683349609375,mriqc,tsnr
4605,mriqc,57.406593322753906,mriqc,tsnr
4606,mriqc,48.61337661743164,mriqc,tsnr
4607,mriqc,56.701866149902344,mriqc,tsnr
4608,mriqc,61.22037124633789,mriqc,tsnr
4609,mriqc,64.73987579345703,mriqc,tsnr
4610,mriqc,50.03385162353515,mriqc,tsnr
4611,mriqc,52.25130462646485,mriqc,tsnr
4612,mriqc,58.068939208984375,mriqc,tsnr
4613,mriqc,49.471981048583984,mriqc,tsnr
4614,mriqc,57.65313720703125,mriqc,tsnr
4615,mriqc,45.97608184814453,mriqc,tsnr
4616,mriqc,62.96692657470703,mriqc,tsnr
4617,mriqc,57.150413513183594,mriqc,tsnr
4618,mriqc,59.033546447753906,mriqc,tsnr
4619,mriqc,56.53984069824219,mriqc,tsnr
4620,mriqc,57.633453369140625,mriqc,tsnr
4621,mriqc,52.4046745300293,mriqc,tsnr
4622,mriqc,66.05318450927734,mriqc,tsnr
4623,mriqc,45.14335632324219,mriqc,tsnr
4624,mriqc,47.88607406616211,mriqc,tsnr
4625,mriqc,50.57200622558594,mriqc,tsnr
4626,mriqc,56.58500671386719,mriqc,tsnr
4627,mriqc,58.64917755126953,mriqc,tsnr
4628,mriqc,53.37953186035156,mriqc,tsnr
4629,mriqc,59.59865951538086,mriqc,tsnr
4630,mriqc,61.87798309326172,mriqc,tsnr
4631,mriqc,42.948455810546875,mriqc,tsnr
4632,mriqc,46.27988815307617,mriqc,tsnr
4633,mriqc,49.97774124145508,mriqc,tsnr
4634,mriqc,50.580963134765625,mriqc,tsnr
4635,mriqc,59.32543182373047,mriqc,tsnr
4636,mriqc,69.43601989746094,mriqc,tsnr
4637,mriqc,45.380523681640625,mriqc,tsnr
4638,mriqc,57.59522247314453,mriqc,tsnr
4639,mriqc,45.74265670776367,mriqc,tsnr
4640,mriqc,55.00701904296875,mriqc,tsnr
4641,mriqc,63.733211517333984,mriqc,tsnr
4642,mriqc,61.54765319824219,mriqc,tsnr
4643,mriqc,46.27529525756836,mriqc,tsnr
4644,mriqc,66.65232849121094,mriqc,tsnr
4645,mriqc,52.99964904785156,mriqc,tsnr
4646,mriqc,56.88092041015625,mriqc,tsnr
4647,mriqc,60.20289611816406,mriqc,tsnr
4648,mriqc,52.80659484863281,mriqc,tsnr
4649,mriqc,56.486968994140625,mriqc,tsnr
4650,mriqc,62.22539520263672,mriqc,tsnr
4651,mriqc,39.56429290771485,mriqc,tsnr
4652,mriqc,49.65137481689453,mriqc,tsnr
4653,mriqc,58.04475402832031,mriqc,tsnr
4654,mriqc,68.13674926757812,mriqc,tsnr
4655,mriqc,40.66923141479492,mriqc,tsnr
4656,mriqc,60.67718505859375,mriqc,tsnr
4657,mriqc,55.955039978027344,mriqc,tsnr
4658,mriqc,55.520599365234375,mriqc,tsnr
4659,mriqc,58.12640380859375,mriqc,tsnr
4660,mriqc,46.16358947753906,mriqc,tsnr
4661,mriqc,57.770477294921875,mriqc,tsnr
4662,mriqc,57.402198791503906,mriqc,tsnr
4663,mriqc,48.26362228393555,mriqc,tsnr
4664,mriqc,39.473663330078125,mriqc,tsnr
4665,mriqc,68.82614135742188,mriqc,tsnr
4666,mriqc,50.74266052246094,mriqc,tsnr
4667,mriqc,54.44047927856445,mriqc,tsnr
4668,mriqc,60.736324310302734,mriqc,tsnr
4669,mriqc,54.46817398071289,mriqc,tsnr
4670,mriqc,58.26628112792969,mriqc,tsnr
4671,mriqc,69.22837829589844,mriqc,tsnr
4672,mriqc,51.93971633911133,mriqc,tsnr
4673,mriqc,36.258941650390625,mriqc,tsnr
4674,mriqc,56.97966766357422,mriqc,tsnr
4675,mriqc,55.28635787963867,mriqc,tsnr
4676,mriqc,47.00529861450195,mriqc,tsnr
4677,mriqc,58.58243179321289,mriqc,tsnr
4678,mriqc,55.954322814941406,mriqc,tsnr
4679,mriqc,67.14247131347656,mriqc,tsnr
4680,mriqc,64.03972625732422,mriqc,tsnr
4681,mriqc,59.07169342041016,mriqc,tsnr
4682,mriqc,38.49185562133789,mriqc,tsnr
4683,mriqc,68.7979507446289,mriqc,tsnr
4684,mriqc,60.18700408935547,mriqc,tsnr
4685,mriqc,58.93366241455078,mriqc,tsnr
4686,mriqc,59.27608108520508,mriqc,tsnr
4687,mriqc,30.134790420532227,mriqc,tsnr
4688,mriqc,64.1800537109375,mriqc,tsnr
4689,mriqc,70.535400390625,mriqc,tsnr
4690,mriqc,48.78694534301758,mriqc,tsnr
4691,mriqc,69.10765838623047,mriqc,tsnr
4692,mriqc,69.57746887207031,mriqc,tsnr
4693,mriqc,71.3112564086914,mriqc,tsnr
4694,mriqc,55.007808685302734,mriqc,tsnr
4695,mriqc,43.026973724365234,mriqc,tsnr
4696,mriqc,57.09353256225586,mriqc,tsnr
4697,mriqc,59.112449645996094,mriqc,tsnr
4698,mriqc,65.6745376586914,mriqc,tsnr
4699,mriqc,32.46567153930664,mriqc,tsnr
4700,mriqc,60.18328094482422,mriqc,tsnr
4701,mriqc,55.87738037109375,mriqc,tsnr
4702,mriqc,67.78953552246094,mriqc,tsnr
4703,mriqc,54.47174835205078,mriqc,tsnr
4704,mriqc,54.92840576171875,mriqc,tsnr
4705,mriqc,64.28964233398438,mriqc,tsnr
4706,mriqc,56.32417297363281,mriqc,tsnr
4707,mriqc,69.47618103027344,mriqc,tsnr
4708,mriqc,56.20100021362305,mriqc,tsnr
4709,mriqc,51.25062942504883,mriqc,tsnr
4710,mriqc,57.044158935546875,mriqc,tsnr
4711,mriqc,61.762168884277344,mriqc,tsnr
4712,mriqc,67.12062072753906,mriqc,tsnr
4713,mriqc,58.53887939453125,mriqc,tsnr
4714,mriqc,64.85578155517578,mriqc,tsnr
4715,mriqc,59.12393951416016,mriqc,tsnr
4716,mriqc,54.081180572509766,mriqc,tsnr
4717,mriqc,42.403072357177734,mriqc,tsnr
4718,mriqc,55.393836975097656,mriqc,tsnr
4719,mriqc,44.61882400512695,mriqc,tsnr
4720,mriqc,33.3602409362793,mriqc,tsnr
4721,mriqc,56.04850769042969,mriqc,tsnr
4722,mriqc,39.05134582519531,mriqc,tsnr
4723,mriqc,50.03385162353515,mriqc,tsnr
4724,mriqc,55.31045150756836,mriqc,tsnr
4725,mriqc,52.00650405883789,mriqc,tsnr
4726,mriqc,50.82073593139648,mriqc,tsnr
4727,mriqc,60.81056594848633,mriqc,tsnr
4728,mriqc,53.9239616394043,mriqc,tsnr
4729,mriqc,66.33070373535156,mriqc,tsnr
4730,mriqc,46.473602294921875,mriqc,tsnr
4731,mriqc,66.54815673828125,mriqc,tsnr
4732,mriqc,58.0438346862793,mriqc,tsnr
4733,mriqc,51.04426193237305,mriqc,tsnr
4734,mriqc,66.02867889404297,mriqc,tsnr
4735,mriqc,42.926963806152344,mriqc,tsnr
4736,mriqc,60.4610481262207,mriqc,tsnr
4737,mriqc,41.24863815307617,mriqc,tsnr
4738,mriqc,53.65113830566406,mriqc,tsnr
4739,mriqc,44.60793685913086,mriqc,tsnr
4740,mriqc,56.807525634765625,mriqc,tsnr
4741,mriqc,60.50876998901367,mriqc,tsnr
4742,mriqc,36.757667541503906,mriqc,tsnr
4743,mriqc,57.03374481201172,mriqc,tsnr
4744,mriqc,61.22037124633789,mriqc,tsnr
4745,mriqc,42.46098709106445,mriqc,tsnr
4746,mriqc,60.052005767822266,mriqc,tsnr
4747,mriqc,48.61337661743164,mriqc,tsnr
4748,mriqc,47.87591171264648,mriqc,tsnr
4749,mriqc,56.20200729370117,mriqc,tsnr
4750,mriqc,58.8586311340332,mriqc,tsnr
4751,mriqc,55.88685989379883,mriqc,tsnr
4752,mriqc,52.61835479736328,mriqc,tsnr
4753,mriqc,56.63038635253906,mriqc,tsnr
4754,mriqc,41.98875427246094,mriqc,tsnr
4755,mriqc,51.684600830078125,mriqc,tsnr
4756,mriqc,33.631683349609375,mriqc,tsnr
4757,mriqc,54.76805114746094,mriqc,tsnr
4758,mriqc,56.701866149902344,mriqc,tsnr
4759,mriqc,58.945953369140625,mriqc,tsnr
4760,mriqc,44.60455703735352,mriqc,tsnr
4761,mriqc,53.428001403808594,mriqc,tsnr
4762,mriqc,54.98162841796875,mriqc,tsnr
4763,mriqc,57.406593322753906,mriqc,tsnr
4764,mriqc,45.97608184814453,mriqc,tsnr
4765,mriqc,57.150413513183594,mriqc,tsnr
4766,mriqc,62.96692657470703,mriqc,tsnr
4767,mriqc,52.25130462646485,mriqc,tsnr
4768,mriqc,46.27783966064453,mriqc,tsnr
4769,mriqc,64.73987579345703,mriqc,tsnr
4770,mriqc,49.471981048583984,mriqc,tsnr
4771,mriqc,57.65313720703125,mriqc,tsnr
4772,mriqc,50.28533935546875,mriqc,tsnr
4773,mriqc,59.033546447753906,mriqc,tsnr
4774,mriqc,59.168479919433594,mriqc,tsnr
4775,mriqc,64.65638732910156,mriqc,tsnr
4776,mriqc,60.897552490234375,mriqc,tsnr
4777,mriqc,53.610591888427734,mriqc,tsnr
4778,mriqc,66.51641845703125,mriqc,tsnr
4779,mriqc,66.8026123046875,mriqc,tsnr
4780,mriqc,59.07169342041016,mriqc,tsnr
4781,mriqc,59.27608108520508,mriqc,tsnr
4782,mriqc,60.81056594848633,mriqc,tsnr
4783,mriqc,60.052005767822266,mriqc,tsnr
4784,mriqc,56.20200729370117,mriqc,tsnr
4785,mriqc,54.44047927856445,mriqc,tsnr
4786,mriqc,68.82614135742188,mriqc,tsnr
4787,mriqc,64.03972625732422,mriqc,tsnr
4788,mriqc,38.71007537841797,mriqc,tsnr
4789,mriqc,60.736324310302734,mriqc,tsnr
4790,mriqc,58.26628112792969,mriqc,tsnr
4791,mriqc,54.46817398071289,mriqc,tsnr
4792,mriqc,69.22837829589844,mriqc,tsnr
4793,mriqc,50.74266052246094,mriqc,tsnr
4794,mriqc,64.1800537109375,mriqc,tsnr
4795,mriqc,68.7979507446289,mriqc,tsnr
4796,mriqc,67.14247131347656,mriqc,tsnr
4797,mriqc,51.93971633911133,mriqc,tsnr
4798,mriqc,70.535400390625,mriqc,tsnr
4799,mriqc,55.954322814941406,mriqc,tsnr
4800,mriqc,25.95021629333496,mriqc,tsnr
4801,mriqc,30.134790420532227,mriqc,tsnr
4802,mriqc,58.93366241455078,mriqc,tsnr
4803,mriqc,47.00529861450195,mriqc,tsnr
4804,mriqc,69.57746887207031,mriqc,tsnr
4805,mriqc,55.28635787963867,mriqc,tsnr
4806,mriqc,38.49185562133789,mriqc,tsnr
4807,mriqc,58.58243179321289,mriqc,tsnr
4808,mriqc,60.18700408935547,mriqc,tsnr
4809,mriqc,36.258941650390625,mriqc,tsnr
4810,mriqc,69.10765838623047,mriqc,tsnr
4811,mriqc,48.78694534301758,mriqc,tsnr
4812,mriqc,54.47174835205078,mriqc,tsnr
4813,mriqc,67.78953552246094,mriqc,tsnr
4814,mriqc,61.762168884277344,mriqc,tsnr
4815,mriqc,71.3112564086914,mriqc,tsnr
4816,mriqc,55.007808685302734,mriqc,tsnr
4817,mriqc,43.026973724365234,mriqc,tsnr
4818,mriqc,58.53887939453125,mriqc,tsnr
4819,mriqc,64.85578155517578,mriqc,tsnr
4820,mriqc,54.081180572509766,mriqc,tsnr
4821,mriqc,57.09353256225586,mriqc,tsnr
4822,mriqc,33.3602409362793,mriqc,tsnr
4823,mriqc,36.757667541503906,mriqc,tsnr
4824,mriqc,60.50876998901367,mriqc,tsnr
4825,mriqc,65.6745376586914,mriqc,tsnr
4826,mriqc,55.31045150756836,mriqc,tsnr
4827,mriqc,50.82073593139648,mriqc,tsnr
4828,mriqc,53.9239616394043,mriqc,tsnr
4829,mriqc,66.54815673828125,mriqc,tsnr
4830,mriqc,69.47618103027344,mriqc,tsnr
4831,mriqc,56.20100021362305,mriqc,tsnr
4832,mriqc,57.03374481201172,mriqc,tsnr
4833,mriqc,24.97261619567871,mriqc,tsnr
4834,mriqc,66.02867889404297,mriqc,tsnr
4835,mriqc,51.25062942504883,mriqc,tsnr
4836,mriqc,67.12062072753906,mriqc,tsnr
4837,mriqc,47.87591171264648,mriqc,tsnr
4838,mriqc,59.12393951416016,mriqc,tsnr
4839,mriqc,56.63038635253906,mriqc,tsnr
4840,mriqc,23.34496307373047,mriqc,tsnr
4841,mriqc,56.807525634765625,mriqc,tsnr
4842,mriqc,59.168479919433594,mriqc,tsnr
4843,mriqc,41.24863815307617,mriqc,tsnr
4844,mriqc,58.8586311340332,mriqc,tsnr
4845,mriqc,53.65113830566406,mriqc,tsnr
4846,mriqc,64.65638732910156,mriqc,tsnr
4847,mriqc,42.403072357177734,mriqc,tsnr
4848,mriqc,55.88685989379883,mriqc,tsnr
4849,mriqc,55.393836975097656,mriqc,tsnr
4850,mriqc,44.60793685913086,mriqc,tsnr
4851,mriqc,60.897552490234375,mriqc,tsnr
4852,mriqc,44.61882400512695,mriqc,tsnr
4853,mriqc,53.610591888427734,mriqc,tsnr
4854,mriqc,44.60455703735352,mriqc,tsnr
4855,mriqc,27.266366958618164,mriqc,tsnr
4856,mriqc,61.22037124633789,mriqc,tsnr
4857,mriqc,53.428001403808594,mriqc,tsnr
4858,mriqc,58.945953369140625,mriqc,tsnr
4859,mriqc,50.03385162353515,mriqc,tsnr
4860,mriqc,52.61835479736328,mriqc,tsnr
4861,mriqc,41.98875427246094,mriqc,tsnr
4862,mriqc,56.04850769042969,mriqc,tsnr
4863,mriqc,48.61337661743164,mriqc,tsnr
4864,mriqc,42.46098709106445,mriqc,tsnr
4865,mriqc,66.51641845703125,mriqc,tsnr
4866,mriqc,66.8026123046875,mriqc,tsnr
4867,mriqc,39.05134582519531,mriqc,tsnr
4868,mriqc,64.73987579345703,mriqc,tsnr
4869,mriqc,54.98162841796875,mriqc,tsnr
4870,mriqc,33.631683349609375,mriqc,tsnr
4871,mriqc,52.25130462646485,mriqc,tsnr
4872,mriqc,57.150413513183594,mriqc,tsnr
4873,mriqc,45.97608184814453,mriqc,tsnr
4874,mriqc,54.92840576171875,mriqc,tsnr
4875,mriqc,56.97966766357422,mriqc,tsnr
4876,mriqc,52.00650405883789,mriqc,tsnr
4877,mriqc,51.684600830078125,mriqc,tsnr
4878,mriqc,64.28964233398438,mriqc,tsnr
4879,mriqc,59.112449645996094,mriqc,tsnr
4880,mriqc,60.18328094482422,mriqc,tsnr
4881,mriqc,49.471981048583984,mriqc,tsnr
4882,mriqc,56.32417297363281,mriqc,tsnr
4883,mriqc,62.749542236328125,mriqc,tsnr
4884,mriqc,55.87738037109375,mriqc,tsnr
4885,mriqc,32.46567153930664,mriqc,tsnr
4886,mriqc,57.044158935546875,mriqc,tsnr
4887,mriqc,62.74335861206055,mriqc,tsnr
4888,mriqc,66.33070373535156,mriqc,tsnr
4889,mriqc,51.04426193237305,mriqc,tsnr
4890,mriqc,58.0438346862793,mriqc,tsnr
4891,mriqc,46.473602294921875,mriqc,tsnr
4892,mriqc,60.4610481262207,mriqc,tsnr
4893,mriqc,42.926963806152344,mriqc,tsnr
4894,mriqc,44.961326599121094,mriqc,tsnr
4895,mriqc,54.76805114746094,mriqc,tsnr
4896,mriqc,56.701866149902344,mriqc,tsnr
4897,mriqc,57.406593322753906,mriqc,tsnr
4898,mriqc,59.033546447753906,mriqc,tsnr
4899,mriqc,46.27783966064453,mriqc,tsnr
4900,mriqc,62.96692657470703,mriqc,tsnr
4901,mriqc,57.65313720703125,mriqc,tsnr
4902,mriqc,40.79685974121094,mriqc,tsnr
4903,mriqc,50.28533935546875,mriqc,tsnr
4904,mriqc,61.06109619140625,mriqc,tsnr
4905,mriqc,64.2297134399414,mriqc,tsnr
4906,mriqc,58.778709411621094,mriqc,tsnr
4907,mriqc,39.55241394042969,mriqc,tsnr
4908,mriqc,62.01570510864258,mriqc,tsnr
4909,mriqc,55.9307861328125,mriqc,tsnr
4910,mriqc,61.326751708984375,mriqc,tsnr
4911,mriqc,49.76538848876953,mriqc,tsnr
4912,mriqc,36.83235168457031,mriqc,tsnr
4913,mriqc,58.24544143676758,mriqc,tsnr
4914,mriqc,46.1120719909668,mriqc,tsnr
4915,mriqc,48.47364044189453,mriqc,tsnr
4916,mriqc,43.60126495361328,mriqc,tsnr
4917,mriqc,43.79210662841797,mriqc,tsnr
4918,mriqc,30.19466209411621,mriqc,tsnr
4919,mriqc,35.546749114990234,mriqc,tsnr
4920,mriqc,60.084678649902344,mriqc,tsnr
4921,mriqc,48.42118835449219,mriqc,tsnr
4922,mriqc,56.18619155883789,mriqc,tsnr
4923,mriqc,47.03897476196289,mriqc,tsnr
4924,mriqc,56.91680908203125,mriqc,tsnr
4925,mriqc,43.70277404785156,mriqc,tsnr
4926,mriqc,56.196014404296875,mriqc,tsnr
4927,mriqc,43.83937072753906,mriqc,tsnr
4928,mriqc,46.86077117919922,mriqc,tsnr
4929,mriqc,63.09641647338867,mriqc,tsnr
4930,mriqc,59.623802185058594,mriqc,tsnr
4931,mriqc,53.48865509033203,mriqc,tsnr
4932,mriqc,50.2183723449707,mriqc,tsnr
4933,mriqc,30.159080505371097,mriqc,tsnr
4934,mriqc,44.75641632080078,mriqc,tsnr
4935,mriqc,54.13917922973633,mriqc,tsnr
4936,mriqc,49.613399505615234,mriqc,tsnr
4937,mriqc,33.292030334472656,mriqc,tsnr
4938,mriqc,37.8581657409668,mriqc,tsnr
4939,mriqc,60.31993103027344,mriqc,tsnr
4940,mriqc,48.73445892333984,mriqc,tsnr
4941,mriqc,44.78291320800781,mriqc,tsnr
4942,mriqc,34.60110855102539,mriqc,tsnr
4943,mriqc,50.22334671020508,mriqc,tsnr
4944,mriqc,46.49393844604492,mriqc,tsnr
4945,mriqc,59.81060791015625,mriqc,tsnr
4946,mriqc,75.07447814941406,mriqc,tsnr
4947,mriqc,49.72265625,mriqc,tsnr
4948,mriqc,51.64167404174805,mriqc,tsnr
4949,mriqc,47.445350646972656,mriqc,tsnr
4950,mriqc,72.27352905273438,mriqc,tsnr
4951,mriqc,41.05583572387695,mriqc,tsnr
4952,mriqc,65.55487060546875,mriqc,tsnr
4953,mriqc,53.75288772583008,mriqc,tsnr
4954,mriqc,51.58235168457031,mriqc,tsnr
4955,mriqc,35.43778610229492,mriqc,tsnr
4956,mriqc,53.38059616088867,mriqc,tsnr
4957,mriqc,32.60131072998047,mriqc,tsnr
4958,mriqc,41.002777099609375,mriqc,tsnr
4959,mriqc,45.22246170043945,mriqc,tsnr
4960,mriqc,54.43888854980469,mriqc,tsnr
4961,mriqc,71.29813385009766,mriqc,tsnr
4962,mriqc,39.03865814208984,mriqc,tsnr
4963,mriqc,48.715206146240234,mriqc,tsnr
4964,mriqc,32.55746078491211,mriqc,tsnr
4965,mriqc,48.94281005859375,mriqc,tsnr
4966,mriqc,61.787872314453125,mriqc,tsnr
4967,mriqc,46.26009368896485,mriqc,tsnr
4968,mriqc,48.95502471923828,mriqc,tsnr
4969,mriqc,46.563011169433594,mriqc,tsnr
4970,mriqc,54.79170608520508,mriqc,tsnr
4971,mriqc,42.3955078125,mriqc,tsnr
4972,mriqc,45.21932601928711,mriqc,tsnr
4973,mriqc,59.05406951904297,mriqc,tsnr
4974,mriqc,58.31902694702149,mriqc,tsnr
4975,mriqc,62.575904846191406,mriqc,tsnr
4976,mriqc,59.3726806640625,mriqc,tsnr
4977,mriqc,40.05405807495117,mriqc,tsnr
4978,mriqc,62.38948440551758,mriqc,tsnr
4979,mriqc,47.90318298339844,mriqc,tsnr
4980,mriqc,51.09796905517578,mriqc,tsnr
4981,mriqc,55.04998397827149,mriqc,tsnr
4982,mriqc,63.04467010498047,mriqc,tsnr
4983,mriqc,60.01579284667969,mriqc,tsnr
4984,mriqc,54.644256591796875,mriqc,tsnr
4985,mriqc,52.71733856201172,mriqc,tsnr
4986,mriqc,67.42967224121094,mriqc,tsnr
4987,mriqc,35.29461669921875,mriqc,tsnr
4988,mriqc,62.57853317260742,mriqc,tsnr
4989,mriqc,52.51334762573242,mriqc,tsnr
4990,mriqc,54.22728729248047,mriqc,tsnr
4991,mriqc,46.53750228881836,mriqc,tsnr
4992,mriqc,35.215538024902344,mriqc,tsnr
4993,mriqc,51.35762405395508,mriqc,tsnr
4994,mriqc,35.48392868041992,mriqc,tsnr
4995,mriqc,75.34477233886719,mriqc,tsnr
4996,mriqc,47.18248748779297,mriqc,tsnr
4997,mriqc,46.32362365722656,mriqc,tsnr
4998,mriqc,48.27802276611328,mriqc,tsnr
4999,mriqc,43.084251403808594,mriqc,tsnr
5000,mriqc,38.629486083984375,mriqc,tsnr
5001,mriqc,36.14705276489258,mriqc,tsnr
5002,mriqc,55.4018440246582,mriqc,tsnr
5003,mriqc,50.47532653808594,mriqc,tsnr
5004,mriqc,58.50872802734375,mriqc,tsnr
5005,mriqc,34.31504821777344,mriqc,tsnr
5006,mriqc,58.1584587097168,mriqc,tsnr
5007,mriqc,70.46878814697266,mriqc,tsnr
5008,mriqc,57.062007904052734,mriqc,tsnr
5009,mriqc,40.28074645996094,mriqc,tsnr
5010,mriqc,40.251197814941406,mriqc,tsnr
5011,mriqc,48.61228942871094,mriqc,tsnr
5012,mriqc,39.734832763671875,mriqc,tsnr
5013,mriqc,58.88784408569336,mriqc,tsnr
5014,mriqc,65.34432983398438,mriqc,tsnr
5015,mriqc,70.5245590209961,mriqc,tsnr
5016,mriqc,41.81316375732422,mriqc,tsnr
5017,mriqc,53.6844367980957,mriqc,tsnr
5018,mriqc,52.19392395019531,mriqc,tsnr
5019,mriqc,50.19903564453125,mriqc,tsnr
5020,mriqc,38.479740142822266,mriqc,tsnr
5021,mriqc,59.322872161865234,mriqc,tsnr
5022,mriqc,56.288211822509766,mriqc,tsnr
5023,mriqc,57.475372314453125,mriqc,tsnr
5024,mriqc,32.085025787353516,mriqc,tsnr
5025,mriqc,53.697139739990234,mriqc,tsnr
5026,mriqc,26.32977867126465,mriqc,tsnr
5027,mriqc,48.931793212890625,mriqc,tsnr
5028,mriqc,64.7349853515625,mriqc,tsnr
5029,mriqc,70.78775787353516,mriqc,tsnr
5030,mriqc,47.367652893066406,mriqc,tsnr
5031,mriqc,56.500465393066406,mriqc,tsnr
5032,mriqc,40.149757385253906,mriqc,tsnr
5033,mriqc,59.14569091796875,mriqc,tsnr
5034,mriqc,50.23861312866211,mriqc,tsnr
5035,mriqc,53.128196716308594,mriqc,tsnr
5036,mriqc,53.68976593017578,mriqc,tsnr
5037,mriqc,45.01515579223633,mriqc,tsnr
5038,mriqc,46.24554443359375,mriqc,tsnr
5039,mriqc,31.53409194946289,mriqc,tsnr
5040,mriqc,48.473915100097656,mriqc,tsnr
5041,mriqc,31.92874336242676,mriqc,tsnr
5042,mriqc,52.1672477722168,mriqc,tsnr
5043,mriqc,51.33829498291016,mriqc,tsnr
5044,mriqc,49.18258285522461,mriqc,tsnr
5045,mriqc,59.79728698730469,mriqc,tsnr
5046,mriqc,39.62928009033203,mriqc,tsnr
5047,mriqc,51.46831130981445,mriqc,tsnr
5048,mriqc,43.39513397216797,mriqc,tsnr
5049,mriqc,70.95223236083984,mriqc,tsnr
5050,mriqc,58.40254211425781,mriqc,tsnr
5051,mriqc,39.55414581298828,mriqc,tsnr
5052,mriqc,44.63489532470703,mriqc,tsnr
5053,mriqc,25.94780921936035,mriqc,tsnr
5054,mriqc,49.86431884765625,mriqc,tsnr
5055,mriqc,70.53828430175781,mriqc,tsnr
5056,mriqc,45.71474075317383,mriqc,tsnr
5057,mriqc,55.22860336303711,mriqc,tsnr
5058,mriqc,30.9752140045166,mriqc,tsnr
5059,mriqc,53.076934814453125,mriqc,tsnr
5060,mriqc,61.86035919189453,mriqc,tsnr
5061,mriqc,59.97490692138672,mriqc,tsnr
5062,mriqc,45.68996810913086,mriqc,tsnr
5063,mriqc,50.14347076416016,mriqc,tsnr
5064,mriqc,46.28657913208008,mriqc,tsnr
5065,mriqc,50.50000762939453,mriqc,tsnr
5066,mriqc,35.74628448486328,mriqc,tsnr
5067,mriqc,42.83941650390625,mriqc,tsnr
5068,mriqc,33.73253631591797,mriqc,tsnr
5069,mriqc,65.25381469726562,mriqc,tsnr
5070,mriqc,46.61112976074219,mriqc,tsnr
5071,mriqc,39.12578201293945,mriqc,tsnr
5072,mriqc,54.22798538208008,mriqc,tsnr
5073,mriqc,49.65770721435547,mriqc,tsnr
5074,mriqc,50.539276123046875,mriqc,tsnr
5075,mriqc,58.89110565185547,mriqc,tsnr
5076,mriqc,56.061317443847656,mriqc,tsnr
5077,mriqc,38.322265625,mriqc,tsnr
5078,mriqc,50.62654876708984,mriqc,tsnr
5079,mriqc,33.941650390625,mriqc,tsnr
5080,mriqc,57.84557342529297,mriqc,tsnr
5081,mriqc,73.21047973632812,mriqc,tsnr
5082,mriqc,65.12079620361328,mriqc,tsnr
5083,mriqc,53.70182800292969,mriqc,tsnr
5084,mriqc,55.86001968383789,mriqc,tsnr
5085,mriqc,36.57493209838867,mriqc,tsnr
5086,mriqc,60.76322937011719,mriqc,tsnr
5087,mriqc,50.71105194091797,mriqc,tsnr
5088,mriqc,72.55801391601562,mriqc,tsnr
5089,mriqc,75.45954895019531,mriqc,tsnr
5090,mriqc,76.69496154785156,mriqc,tsnr
5091,mriqc,79.21271514892578,mriqc,tsnr
5092,mriqc,77.79122924804688,mriqc,tsnr
5093,mriqc,82.92262268066406,mriqc,tsnr
5094,mriqc,73.39706420898438,mriqc,tsnr
5095,mriqc,56.93710708618164,mriqc,tsnr
5096,mriqc,65.96554565429688,mriqc,tsnr
5097,mriqc,73.00244140625,mriqc,tsnr
5098,mriqc,78.654052734375,mriqc,tsnr
5099,mriqc,72.67176055908203,mriqc,tsnr
5100,mriqc,70.11647033691406,mriqc,tsnr
5101,mriqc,61.01298522949219,mriqc,tsnr
5102,mriqc,69.35958099365234,mriqc,tsnr
5103,mriqc,75.78669738769531,mriqc,tsnr
5104,mriqc,78.14668273925781,mriqc,tsnr
5105,mriqc,59.73553466796875,mriqc,tsnr
5106,mriqc,69.11255645751953,mriqc,tsnr
5107,mriqc,77.1833267211914,mriqc,tsnr
5108,mriqc,84.38569641113281,mriqc,tsnr
5109,mriqc,83.78639221191406,mriqc,tsnr
5110,mriqc,77.01094818115234,mriqc,tsnr
5111,mriqc,67.37882232666016,mriqc,tsnr
5112,mriqc,80.64563751220703,mriqc,tsnr
5113,mriqc,51.40496444702149,mriqc,tsnr
