,group,variable,value
0,NTHC,fd_mean,0.0854927119548588
1,NTHC,fd_mean,0.1656038129580247
2,NTHC,fd_mean,0.0752030636434642
3,NTHC,fd_mean,0.1008841511103715
4,NTHC,fd_mean,0.1268746509302468
5,NTHC,fd_mean,0.0849274328607476
6,NTHC,fd_mean,0.1392626301972261
7,NTHC,fd_mean,0.0969226961971497
8,NTHC,fd_mean,0.0606500700593046
9,NTHC,fd_mean,0.0899071800011295
10,NTHC,fd_mean,0.0644195854813165
11,NTHC,fd_mean,0.0707997800394381
12,NTHC,fd_mean,0.0657519826760446
13,NTHC,fd_mean,0.0838640460904687
14,NTHC,fd_mean,0.084824351627933
15,NTHC,fd_mean,0.0791953303197243
16,NTHC,fd_mean,0.0688324187016807
17,NTHC,fd_mean,0.0606500700593046
18,NTHC,fd_mean,0.0899071800011295
19,NTHC,fd_mean,0.0644195854813165
20,NTHC,fd_mean,0.0707997800394381
21,NTHC,fd_mean,0.0657519826760446
22,NTHC,fd_mean,0.0838640460904687
23,NTHC,fd_mean,0.084824351627933
24,NTHC,fd_mean,0.0791953303197243
25,NTHC,fd_mean,0.0688324187016807
26,NTHC,fd_mean,0.0894578398241948
27,NTHC,fd_mean,0.0898026939498183
28,NTHC,fd_mean,0.1240138910345604
29,NTHC,fd_mean,0.0765113784894842
30,NTHC,fd_mean,0.1457143229634366
31,NTHC,fd_mean,0.1032503205948571
32,NTHC,fd_mean,0.1033406588871749
33,NTHC,fd_mean,0.0611842325503321
34,NTHC,fd_mean,0.0803687053957217
35,NTHC,fd_mean,0.0748646480448421
36,NTHC,fd_mean,0.0814390905781884
37,NTHC,fd_mean,0.0813046667265396
38,NTHC,fd_mean,0.0894769766583482
39,NTHC,fd_mean,0.0751654104261374
40,NTHC,fd_mean,0.0682270499985853
41,NTHC,fd_mean,0.0649095181981019
42,NTHC,fd_mean,0.1583185709310891
43,NTHC,fd_mean,0.1009448171252294
44,NTHC,fd_mean,0.1057118795566827
45,NTHC,fd_mean,0.1441482707471732
46,NTHC,fd_mean,0.1454376556242759
47,NTHC,fd_mean,0.1467212192600312
48,NTHC,fd_mean,0.1599679913637502
49,NTHC,fd_mean,0.0919696929754698
50,NTHC,fd_mean,0.1664352971998912
51,NTHC,fd_mean,0.0698423686069908
52,NTHC,fd_mean,0.1059211591045252
53,NTHC,fd_mean,0.1073857075299112
54,NTHC,fd_mean,0.1257992976842258
55,NTHC,fd_mean,0.1844576886696708
56,NTHC,fd_mean,0.0929249492472689
57,NTHC,fd_mean,0.1270601078603022
58,NTHC,fd_mean,0.0628386528248881
59,NTHC,fd_mean,0.0676210032860326
60,NTHC,fd_mean,0.0545848811123131
61,NTHC,fd_mean,0.0864948473208633
62,NTHC,fd_mean,0.084296270160627
63,NTHC,fd_mean,0.1087584773463668
64,NTHC,fd_mean,0.1011124326281492
65,NTHC,fd_mean,0.1182410675440012
66,NTHC,fd_mean,0.105005621711373
67,NTHC,fd_mean,0.1447795502136276
68,NTHC,fd_mean,0.1170884271034099
69,NTHC,fd_mean,0.1147898568633993
70,NTHC,fd_mean,0.1303376696369688
71,NTHC,fd_mean,0.1598055088735808
72,NTHC,fd_mean,0.1795206817371402
73,NTHC,fd_mean,0.1269647788427993
74,NTHC,fd_mean,0.087568602173098
75,NTHC,fd_mean,0.1304815282728173
76,NTHC,fd_mean,0.8612301250630827
77,NTHC,fd_mean,0.1138043422505977
78,NTHC,fd_mean,0.2413610768023638
79,NTHC,fd_mean,0.1751872449470006
80,NTHC,fd_mean,0.0803941427908732
81,NTHC,fd_mean,0.0804619960378407
82,NTHC,fd_mean,0.081584860581187
83,NTHC,fd_mean,0.0786993793578911
84,NTHC,fd_mean,0.0797446927315132
85,NTHC,fd_mean,0.0586662685641924
86,NTHC,fd_mean,0.0435395938287826
87,NTHC,fd_mean,0.0753615014573216
88,NTHC,fd_mean,0.0549544335520208
89,NTHC,fd_mean,0.075388877912507
90,NTHC,fd_mean,0.0756630608144155
91,NTHC,fd_mean,0.055297560769514
92,NTHC,fd_mean,0.0637685642038115
93,NTHC,fd_mean,0.0531457922863984
94,NTHC,fd_mean,0.0692939364091335
95,NTHC,fd_mean,0.0688329400242947
96,NTHC,fd_mean,0.056902870503214
97,NTHC,fd_mean,0.1169859488325491
98,NTHC,fd_mean,0.0964848208468032
99,NTHC,fd_mean,0.0859830858458835
100,NTHC,fd_mean,0.0580998708401244
101,NTHC,fd_mean,0.1835888611204199
102,NTHC,fd_mean,0.0962193435130652
103,NTHC,fd_mean,0.0647462768723324
104,NTHC,fd_mean,0.0709157468739643
105,NTHC,fd_mean,0.0525876760445681
106,NTHC,fd_mean,0.092490020829981
107,NTHC,fd_mean,0.0566960350277387
108,NTHC,fd_mean,0.0593339168458339
109,NTHC,fd_mean,0.08246483807844
110,NTHC,fd_mean,0.0619959672362151
111,NTHC,fd_mean,0.0544162882557462
112,NTHC,fd_mean,0.0557631580193428
113,NTHC,fd_mean,0.1133616251380983
114,NTHC,fd_mean,0.0811099010095798
115,NTHC,fd_mean,0.0749447345067048
116,NTHC,fd_mean,0.082663325116751
117,NTHC,fd_mean,0.1126605936916664
118,NTHC,fd_mean,0.1450428610881639
119,NTHC,fd_mean,0.0900956104917535
120,NTHC,fd_mean,0.528684287953202
121,NTHC,fd_mean,0.0971462431745756
122,NTHC,fd_mean,0.0943806764599232
123,NTHC,fd_mean,0.0652821896878576
124,NTHC,fd_mean,0.1217069171242803
125,NTHC,fd_mean,0.2040665483713563
126,NTHC,fd_mean,0.130948687686355
127,NTHC,fd_mean,0.1060672885773369
128,NTHC,fd_mean,0.1184844477129807
129,NTHC,fd_mean,0.2210463603302026
130,NTHC,fd_mean,0.0632604007617333
131,NTHC,fd_mean,0.0755431779033581
132,NTHC,fd_mean,0.1700493236816272
133,NTHC,fd_mean,0.0625980773894764
134,NTHC,fd_mean,0.1482024531088409
135,NTHC,fd_mean,0.0646214043367256
136,NTHC,fd_mean,0.169769539915792
137,NTHC,fd_mean,0.0574263369184953
138,NTHC,fd_mean,0.050683384875845
139,NTHC,fd_mean,0.0502465677424209
140,NTHC,fd_mean,0.1141764000864473
141,NTHC,fd_mean,0.0529012648357459
142,NTHC,fd_mean,0.0757446118129498
143,NTHC,fd_mean,0.0870714452942508
144,NTHC,fd_mean,0.0372227546597014
145,NTHC,fd_mean,0.0400273457645976
146,NTHC,fd_mean,0.0981998656272709
147,NTHC,fd_mean,0.0686673083732348
148,NTHC,fd_mean,0.1191354682457924
149,NTHC,fd_mean,0.1088890245294735
150,NTHC,fd_mean,0.1305990016647917
151,NTHC,fd_mean,0.1036095556159673
152,NTHC,fd_mean,0.1672717234663827
153,NTHC,fd_mean,0.0924259605207236
154,NTHC,fd_mean,0.140130681945129
155,NTHC,fd_mean,0.0970932535472902
156,NTHC,fd_mean,0.2319824183758801
157,NTHC,fd_mean,0.1322771668439993
158,NTHC,fd_mean,0.0600513784781259
159,NTHC,fd_mean,0.1261678616656706
160,NTHC,fd_mean,0.0791998289730292
161,NTHC,fd_mean,0.0400754510814494
162,NTHC,fd_mean,0.0719037853448304
163,NTHC,fd_mean,0.0680988632103468
164,NTHC,fd_mean,0.0943603903170959
165,NTHC,fd_mean,0.083981028786909
166,NTHC,fd_mean,0.0873921164001978
167,NTHC,fd_mean,0.0954605208616312
168,NTHC,fd_mean,0.1007529425851976
169,NTHC,fd_mean,0.069238546991105
170,NTHC,fd_mean,0.1045890675055178
171,NTHC,fd_mean,0.053268572490784
172,NTHC,fd_mean,0.1313062418263116
173,NTHC,fd_mean,0.0944886197988515
174,NTHC,fd_mean,0.0916398903538076
175,NTHC,fd_mean,0.0861496591218738
176,NTHC,fd_mean,0.0922496924202627
177,NTHC,fd_mean,0.0742886524667393
178,NTHC,fd_mean,0.0670079895694566
179,NTHC,fd_mean,0.0904795710131288
180,NTHC,fd_mean,0.0743404957615993
181,NTHC,fd_mean,0.0600905810254336
182,NTHC,fd_mean,0.0664244472326396
183,NTHC,fd_mean,0.0754194445473142
184,NTHC,fd_mean,0.1213885945873626
185,NTHC,fd_mean,0.0574637651960349
186,NTHC,fd_mean,0.0722145462703859
187,NTHC,fd_mean,0.081673589329076
188,NTHC,fd_mean,0.0578676863110776
189,NTHC,fd_mean,0.109876477467081
190,NTHC,fd_mean,0.1629219252376829
191,NTHC,fd_mean,0.1278004820221008
192,NTHC,fd_mean,0.1661272620493379
193,NTHC,fd_mean,0.1805294854387384
194,NTHC,fd_mean,0.1296529586008708
195,NTHC,fd_mean,0.1104922760824264
196,NTHC,fd_mean,0.1427819550205938
197,NTHC,fd_mean,0.1024070906766139
198,NTHC,fd_mean,0.129928664569854
199,NTHC,fd_mean,0.2099771407736247
200,NTHC,fd_mean,0.1073546147729559
201,NTHC,fd_mean,0.0529935266210694
202,NTHC,fd_mean,0.0833703129099596
203,NTHC,fd_mean,0.1247695778039845
204,NTHC,fd_mean,0.0666344718439161
205,NTHC,fd_mean,0.081098210503952
206,NTHC,fd_mean,0.1006950936656954
207,NTHC,fd_mean,0.0613981084760739
208,NTHC,fd_mean,0.3194853199739531
209,NTHC,fd_mean,0.1001367732890556
210,NTHC,fd_mean,0.0599065850209561
211,NTHC,fd_mean,0.0479794556751611
212,NTHC,fd_mean,0.568703580968177
213,NTHC,fd_mean,0.2493101768892326
214,NTHC,fd_mean,0.2264446633979482
215,NTHC,fd_mean,0.6556821320597528
216,NTHC,fd_mean,0.2824891101234134
217,NTHC,fd_mean,0.3402687291095845
218,NTHC,fd_mean,0.2216877240368354
219,NTHC,fd_mean,0.3700352684235471
220,NTHC,fd_mean,0.4728302861506174
221,NTHC,fd_mean,0.2969293479764019
222,NTHC,fd_mean,0.8599625035869832
223,NTHC,fd_mean,0.161460140128822
224,NTHC,fd_mean,0.0988637544756869
225,NTHC,fd_mean,0.144887794135412
226,NTHC,fd_mean,0.0682226435022308
227,NTHC,fd_mean,0.0981179471244377
228,NTHC,fd_mean,0.0729164722239387
229,NTHC,fd_mean,0.1013330706195144
