,compare,fber,task,data type
27009,mriqc,447.94915771484375,mriqc,fber
27010,mriqc,370.8816528320313,mriqc,fber
27011,mriqc,449.55853271484375,mriqc,fber
27012,mriqc,357.7479553222656,mriqc,fber
27013,mriqc,593.03076171875,mriqc,fber
27014,mriqc,581.7815551757812,mriqc,fber
27015,mriqc,584.4942626953125,mriqc,fber
27016,mriqc,364.975341796875,mriqc,fber
27017,mriqc,582.1194458007812,mriqc,fber
27018,mriqc,585.1961669921875,mriqc,fber
27019,mriqc,371.9188537597656,mriqc,fber
27020,mriqc,590.2276611328125,mriqc,fber
27021,mriqc,330.7187194824219,mriqc,fber
27022,mriqc,542.3924560546875,mriqc,fber
27023,mriqc,338.30352783203125,mriqc,fber
27024,mriqc,550.5890502929688,mriqc,fber
27025,mriqc,554.0006713867188,mriqc,fber
27026,mriqc,320.7694396972656,mriqc,fber
27027,mriqc,551.2117919921875,mriqc,fber
27028,mriqc,564.1376953125,mriqc,fber
27029,mriqc,387.552001953125,mriqc,fber
27030,mriqc,582.1861572265625,mriqc,fber
27031,mriqc,514.9368896484375,mriqc,fber
27032,mriqc,391.44732666015625,mriqc,fber
27033,mriqc,517.921875,mriqc,fber
27034,mriqc,394.7856750488281,mriqc,fber
27035,mriqc,535.640625,mriqc,fber
27036,mriqc,402.569091796875,mriqc,fber
27037,mriqc,532.4390258789062,mriqc,fber
27038,mriqc,622.5576171875,mriqc,fber
27039,mriqc,625.120361328125,mriqc,fber
27040,mriqc,4482.8212890625,mriqc,fber
27041,mriqc,584.3814697265625,mriqc,fber
27042,mriqc,576.7568359375,mriqc,fber
27043,mriqc,596.1069946289062,mriqc,fber
27044,mriqc,389.5644226074219,mriqc,fber
27045,mriqc,602.0606079101562,mriqc,fber
27046,mriqc,406.6842651367187,mriqc,fber
27047,mriqc,597.30419921875,mriqc,fber
27048,mriqc,670.7159423828125,mriqc,fber
27049,mriqc,407.51214599609375,mriqc,fber
27050,mriqc,564.2045288085938,mriqc,fber
27051,mriqc,669.9099731445312,mriqc,fber
27052,mriqc,383.2846984863281,mriqc,fber
27053,mriqc,577.4650268554688,mriqc,fber
27054,mriqc,382.2884826660156,mriqc,fber
27055,mriqc,640.9192504882812,mriqc,fber
27056,mriqc,582.7603149414062,mriqc,fber
27057,mriqc,636.4716186523438,mriqc,fber
27058,mriqc,384.82904052734375,mriqc,fber
27059,mriqc,624.7523803710938,mriqc,fber
27060,mriqc,582.7612915039062,mriqc,fber
27061,mriqc,578.7817993164062,mriqc,fber
27062,mriqc,601.70703125,mriqc,fber
27063,mriqc,583.4205932617188,mriqc,fber
27064,mriqc,588.46826171875,mriqc,fber
27065,mriqc,440.5879211425781,mriqc,fber
27066,mriqc,621.633544921875,mriqc,fber
27067,mriqc,442.3419189453125,mriqc,fber
27068,mriqc,499.3432922363281,mriqc,fber
27069,mriqc,577.7354736328125,mriqc,fber
27070,mriqc,576.8591918945312,mriqc,fber
27071,mriqc,497.9236755371094,mriqc,fber
27072,mriqc,501.348388671875,mriqc,fber
27073,mriqc,518.1660766601562,mriqc,fber
27074,mriqc,572.9488525390625,mriqc,fber
27075,mriqc,504.4760437011719,mriqc,fber
27076,mriqc,479.0096130371094,mriqc,fber
27077,mriqc,593.1090087890625,mriqc,fber
27078,mriqc,523.9764404296875,mriqc,fber
27079,mriqc,484.4185485839844,mriqc,fber
27080,mriqc,527.7802124023438,mriqc,fber
27081,mriqc,580.9097900390625,mriqc,fber
27082,mriqc,576.1708374023438,mriqc,fber
27083,mriqc,429.6444091796875,mriqc,fber
27084,mriqc,501.2846374511719,mriqc,fber
27085,mriqc,464.5837707519531,mriqc,fber
27086,mriqc,446.6513977050781,mriqc,fber
27087,mriqc,457.37109375,mriqc,fber
27088,mriqc,511.8700256347656,mriqc,fber
27089,mriqc,483.6484375,mriqc,fber
27090,mriqc,467.4771728515625,mriqc,fber
27091,mriqc,522.1358032226562,mriqc,fber
27092,mriqc,519.3976440429688,mriqc,fber
27093,mriqc,455.8872375488281,mriqc,fber
27094,mriqc,455.5387268066406,mriqc,fber
27095,mriqc,490.52593994140625,mriqc,fber
27096,mriqc,460.8125305175781,mriqc,fber
27097,mriqc,496.11376953125,mriqc,fber
27098,mriqc,455.20843505859375,mriqc,fber
27099,mriqc,492.6987609863281,mriqc,fber
27100,mriqc,434.5990295410156,mriqc,fber
27101,mriqc,451.43017578125,mriqc,fber
27102,mriqc,858.4725341796875,mriqc,fber
27103,mriqc,436.2874450683594,mriqc,fber
27104,mriqc,906.2176513671876,mriqc,fber
27105,mriqc,903.5960693359376,mriqc,fber
27106,mriqc,2531.519287109375,mriqc,fber
27107,mriqc,2963.720458984375,mriqc,fber
27108,mriqc,632.295654296875,mriqc,fber
27109,mriqc,3030.236328125,mriqc,fber
27110,mriqc,629.2905883789062,mriqc,fber
27111,mriqc,625.468994140625,mriqc,fber
27112,mriqc,799.4937744140625,mriqc,fber
27113,mriqc,597.5494995117188,mriqc,fber
27114,mriqc,846.99755859375,mriqc,fber
27115,mriqc,600.1318359375,mriqc,fber
27116,mriqc,840.1797485351562,mriqc,fber
27117,mriqc,606.5162353515625,mriqc,fber
27118,mriqc,592.4221801757812,mriqc,fber
27119,mriqc,766.870361328125,mriqc,fber
27120,mriqc,598.1803588867188,mriqc,fber
27121,mriqc,766.2806396484375,mriqc,fber
27122,mriqc,559.3479614257812,mriqc,fber
27123,mriqc,3269.98095703125,mriqc,fber
27124,mriqc,554.6758422851562,mriqc,fber
27125,mriqc,2858.717529296875,mriqc,fber
27126,mriqc,3654.60595703125,mriqc,fber
27127,mriqc,2919.97021484375,mriqc,fber
27128,mriqc,3201.222412109375,mriqc,fber
27129,mriqc,2966.059814453125,mriqc,fber
27130,mriqc,3140.608642578125,mriqc,fber
27131,mriqc,2126.873046875,mriqc,fber
27132,mriqc,3917.015869140625,mriqc,fber
27133,mriqc,4125.3857421875,mriqc,fber
27134,mriqc,3367.845703125,mriqc,fber
27135,mriqc,3398.5830078125,mriqc,fber
27136,mriqc,2991.440185546875,mriqc,fber
27137,mriqc,3604.43115234375,mriqc,fber
27138,mriqc,604.1044921875,mriqc,fber
27139,mriqc,3132.136962890625,mriqc,fber
27140,mriqc,627.5741577148438,mriqc,fber
27141,mriqc,636.3599853515625,mriqc,fber
27142,mriqc,559.879150390625,mriqc,fber
27143,mriqc,635.5463256835938,mriqc,fber
27144,mriqc,535.1229248046875,mriqc,fber
27145,mriqc,582.7506713867188,mriqc,fber
27146,mriqc,548.215087890625,mriqc,fber
27147,mriqc,591.02392578125,mriqc,fber
27148,mriqc,550.6144409179688,mriqc,fber
27149,mriqc,592.8837280273438,mriqc,fber
27150,mriqc,576.2908325195312,mriqc,fber
27151,mriqc,414.823974609375,mriqc,fber
27152,mriqc,581.6155395507812,mriqc,fber
27153,mriqc,583.8240356445312,mriqc,fber
27154,mriqc,545.8348388671875,mriqc,fber
27155,mriqc,2713.3251953125,mriqc,fber
27156,mriqc,3655.676513671875,mriqc,fber
27157,mriqc,2523.690673828125,mriqc,fber
27158,mriqc,3600.80908203125,mriqc,fber
27159,mriqc,411.3479309082031,mriqc,fber
27160,mriqc,417.9241027832031,mriqc,fber
27161,mriqc,374.5247497558594,mriqc,fber
27162,mriqc,2577.364013671875,mriqc,fber
27163,mriqc,2873.886962890625,mriqc,fber
27164,mriqc,1110.55224609375,mriqc,fber
27165,mriqc,2931.693359375,mriqc,fber
27166,mriqc,565.8836669921875,mriqc,fber
27167,mriqc,2500.435546875,mriqc,fber
27168,mriqc,2948.26025390625,mriqc,fber
27169,mriqc,382.5238037109375,mriqc,fber
27170,mriqc,390.7525939941406,mriqc,fber
27171,mriqc,566.4159545898438,mriqc,fber
27172,mriqc,3099.55859375,mriqc,fber
27173,mriqc,3514.990966796875,mriqc,fber
27174,mriqc,3871.9189453125,mriqc,fber
27175,mriqc,496.98388671875,mriqc,fber
27176,mriqc,464.62548828125,mriqc,fber
27177,mriqc,1965.9625244140625,mriqc,fber
27178,mriqc,474.8866271972656,mriqc,fber
27179,mriqc,497.6933898925781,mriqc,fber
27180,mriqc,2257.93994140625,mriqc,fber
27181,mriqc,2667.050537109375,mriqc,fber
27182,mriqc,4209.12548828125,mriqc,fber
27183,mriqc,2590.50927734375,mriqc,fber
27184,mriqc,464.67340087890625,mriqc,fber
27185,mriqc,487.50250244140625,mriqc,fber
27186,mriqc,4361.92724609375,mriqc,fber
27187,mriqc,2031.066650390625,mriqc,fber
27188,mriqc,509.2858581542969,mriqc,fber
27189,mriqc,3182.8212890625,mriqc,fber
27190,mriqc,3374.946533203125,mriqc,fber
27191,mriqc,2582.960693359375,mriqc,fber
27192,mriqc,2924.0771484375,mriqc,fber
27193,mriqc,519.7476196289062,mriqc,fber
27194,mriqc,4791.38818359375,mriqc,fber
27195,mriqc,1984.3763427734375,mriqc,fber
27196,mriqc,520.7515258789062,mriqc,fber
27197,mriqc,4612.04345703125,mriqc,fber
27198,mriqc,2825.947021484375,mriqc,fber
27199,mriqc,3377.209228515625,mriqc,fber
27200,mriqc,2467.536376953125,mriqc,fber
27201,mriqc,2611.57373046875,mriqc,fber
27202,mriqc,2656.12646484375,mriqc,fber
27203,mriqc,2651.962890625,mriqc,fber
27204,mriqc,3528.048095703125,mriqc,fber
27205,mriqc,2970.152099609375,mriqc,fber
27206,mriqc,2358.9111328125,mriqc,fber
27207,mriqc,1257.6793212890625,mriqc,fber
27208,mriqc,4422.1455078125,mriqc,fber
27209,mriqc,2162.738037109375,mriqc,fber
27210,mriqc,2881.340576171875,mriqc,fber
27211,mriqc,2461.822509765625,mriqc,fber
27212,mriqc,5120.5673828125,mriqc,fber
27213,mriqc,1248.654296875,mriqc,fber
27214,mriqc,3246.541748046875,mriqc,fber
27215,mriqc,3426.161865234375,mriqc,fber
27216,mriqc,4639.060546875,mriqc,fber
27217,mriqc,2994.974609375,mriqc,fber
27218,mriqc,2867.270751953125,mriqc,fber
27219,mriqc,2262.322509765625,mriqc,fber
27220,mriqc,2960.1875,mriqc,fber
27221,mriqc,2596.902099609375,mriqc,fber
27222,mriqc,2849.9365234375,mriqc,fber
27223,mriqc,2403.45947265625,mriqc,fber
27224,mriqc,1406.5751953125,mriqc,fber
27225,mriqc,3059.073486328125,mriqc,fber
27226,mriqc,2806.039794921875,mriqc,fber
27227,mriqc,3198.5625,mriqc,fber
27228,mriqc,2953.122802734375,mriqc,fber
27229,mriqc,1821.451171875,mriqc,fber
27230,mriqc,418.5464782714844,mriqc,fber
27231,mriqc,3627.27880859375,mriqc,fber
27232,mriqc,2553.655029296875,mriqc,fber
27233,mriqc,3409.4296875,mriqc,fber
27234,mriqc,1160.645263671875,mriqc,fber
27235,mriqc,3143.96923828125,mriqc,fber
27236,mriqc,2216.435791015625,mriqc,fber
27237,mriqc,421.2341918945313,mriqc,fber
27238,mriqc,2883.923828125,mriqc,fber
27239,mriqc,1628.4622802734375,mriqc,fber
27240,mriqc,430.2058410644531,mriqc,fber
27241,mriqc,2647.173583984375,mriqc,fber
27242,mriqc,4930.958984375,mriqc,fber
27243,mriqc,432.81585693359375,mriqc,fber
27244,mriqc,455.0205993652344,mriqc,fber
27245,mriqc,3544.131591796875,mriqc,fber
27246,mriqc,456.2902526855469,mriqc,fber
27247,mriqc,4182.4599609375,mriqc,fber
27248,mriqc,2783.625244140625,mriqc,fber
27249,mriqc,470.4293518066406,mriqc,fber
27250,mriqc,477.42572021484375,mriqc,fber
27251,mriqc,468.8323669433594,mriqc,fber
27252,mriqc,2167.244384765625,mriqc,fber
27253,mriqc,475.8280944824219,mriqc,fber
27254,mriqc,473.8907775878906,mriqc,fber
27255,mriqc,475.2295227050781,mriqc,fber
27256,mriqc,524.8864135742188,mriqc,fber
27257,mriqc,3083.86669921875,mriqc,fber
27258,mriqc,3375.534912109375,mriqc,fber
27259,mriqc,4117.8994140625,mriqc,fber
27260,mriqc,488.8038940429687,mriqc,fber
27261,mriqc,3899.701416015625,mriqc,fber
27262,mriqc,2867.654052734375,mriqc,fber
27263,mriqc,2994.713623046875,mriqc,fber
27264,mriqc,476.636962890625,mriqc,fber
27265,mriqc,3407.7900390625,mriqc,fber
27266,mriqc,3512.8984375,mriqc,fber
27267,mriqc,509.1082153320313,mriqc,fber
27268,mriqc,0.0,mriqc,fber
27269,mriqc,0.0,mriqc,fber
27270,mriqc,0.0,mriqc,fber
27271,mriqc,0.0,mriqc,fber
27272,mriqc,0.0,mriqc,fber
27273,mriqc,0.0,mriqc,fber
27274,mriqc,0.0,mriqc,fber
27275,mriqc,0.0,mriqc,fber
27276,mriqc,0.0,mriqc,fber
27277,mriqc,0.0,mriqc,fber
27278,mriqc,0.0,mriqc,fber
27279,mriqc,546.9436645507812,mriqc,fber
27280,mriqc,554.4295043945312,mriqc,fber
27281,mriqc,0.0,mriqc,fber
27282,mriqc,0.0,mriqc,fber
27283,mriqc,0.0,mriqc,fber
27284,mriqc,514.3677368164062,mriqc,fber
27285,mriqc,0.0,mriqc,fber
27286,mriqc,519.8123779296875,mriqc,fber
27287,mriqc,2527.485595703125,mriqc,fber
27288,mriqc,1767.801513671875,mriqc,fber
27289,mriqc,525.2369995117188,mriqc,fber
27290,mriqc,0.0,mriqc,fber
27291,mriqc,493.4739074707031,mriqc,fber
27292,mriqc,0.0,mriqc,fber
27293,mriqc,0.0,mriqc,fber
27294,mriqc,0.0,mriqc,fber
27295,mriqc,593.3123168945312,mriqc,fber
27296,mriqc,495.04632568359375,mriqc,fber
27297,mriqc,2835.5048828125,mriqc,fber
27298,mriqc,0.0,mriqc,fber
27299,mriqc,494.779296875,mriqc,fber
27300,mriqc,0.0,mriqc,fber
27301,mriqc,2712.630126953125,mriqc,fber
27302,mriqc,713.9529418945312,mriqc,fber
27303,mriqc,2958.385498046875,mriqc,fber
27304,mriqc,698.4675903320312,mriqc,fber
27305,mriqc,1713.070068359375,mriqc,fber
27306,mriqc,482.191650390625,mriqc,fber
27307,mriqc,704.0966796875,mriqc,fber
27308,mriqc,591.5635375976562,mriqc,fber
27309,mriqc,703.490478515625,mriqc,fber
27310,mriqc,2826.309326171875,mriqc,fber
27311,mriqc,701.2532348632812,mriqc,fber
27312,mriqc,715.0735473632812,mriqc,fber
27313,mriqc,716.8330688476562,mriqc,fber
27314,mriqc,3053.662109375,mriqc,fber
27315,mriqc,336.9523620605469,mriqc,fber
27316,mriqc,3226.114990234375,mriqc,fber
27317,mriqc,719.8470458984375,mriqc,fber
27318,mriqc,702.4367065429688,mriqc,fber
27319,mriqc,773.0171508789062,mriqc,fber
27320,mriqc,2927.08984375,mriqc,fber
27321,mriqc,2959.209716796875,mriqc,fber
27322,mriqc,3408.56005859375,mriqc,fber
27323,mriqc,3542.6572265625,mriqc,fber
27324,mriqc,3346.902099609375,mriqc,fber
27325,mriqc,846.9465942382812,mriqc,fber
27326,mriqc,1767.8839111328125,mriqc,fber
27327,mriqc,717.3470458984375,mriqc,fber
27328,mriqc,3406.069091796875,mriqc,fber
27329,mriqc,2983.64794921875,mriqc,fber
27330,mriqc,4117.8994140625,mriqc,fber
27331,mriqc,251.1549835205078,mriqc,fber
27332,mriqc,780.6597290039062,mriqc,fber
27333,mriqc,267.5361022949219,mriqc,fber
27334,mriqc,2008.6417236328125,mriqc,fber
27335,mriqc,788.7328491210938,mriqc,fber
27336,mriqc,261.41796875,mriqc,fber
27337,mriqc,367.4998168945313,mriqc,fber
27338,mriqc,758.9905395507812,mriqc,fber
27339,mriqc,373.0598449707031,mriqc,fber
27340,mriqc,745.1768188476562,mriqc,fber
27341,mriqc,348.9805603027344,mriqc,fber
27342,mriqc,358.6386413574219,mriqc,fber
27343,mriqc,754.9387817382812,mriqc,fber
27344,mriqc,374.74652099609375,mriqc,fber
27345,mriqc,370.5455932617187,mriqc,fber
27346,mriqc,1544.155029296875,mriqc,fber
27347,mriqc,288.92041015625,mriqc,fber
27348,mriqc,305.5268249511719,mriqc,fber
27349,mriqc,329.31695556640625,mriqc,fber
27350,mriqc,361.89056396484375,mriqc,fber
27351,mriqc,804.5262451171875,mriqc,fber
27352,mriqc,367.1856994628906,mriqc,fber
27353,mriqc,2412.193115234375,mriqc,fber
27354,mriqc,1249.6944580078125,mriqc,fber
27355,mriqc,1935.5340576171875,mriqc,fber
27356,mriqc,1281.34912109375,mriqc,fber
27357,mriqc,1680.5882568359375,mriqc,fber
27358,mriqc,1128.5081787109375,mriqc,fber
27359,mriqc,1575.8818359375,mriqc,fber
27360,mriqc,1792.041259765625,mriqc,fber
27361,mriqc,1064.0107421875,mriqc,fber
27362,mriqc,1811.100341796875,mriqc,fber
27363,mriqc,1582.3392333984375,mriqc,fber
27364,mriqc,1746.6009521484375,mriqc,fber
27365,mriqc,1578.0421142578125,mriqc,fber
27366,mriqc,758.1903076171875,mriqc,fber
27367,mriqc,916.950927734375,mriqc,fber
27368,mriqc,363.8331909179687,mriqc,fber
27369,mriqc,1946.558837890625,mriqc,fber
27370,mriqc,442.0249938964844,mriqc,fber
27371,mriqc,1464.6907958984375,mriqc,fber
27372,mriqc,435.5758666992187,mriqc,fber
27373,mriqc,448.1230773925781,mriqc,fber
27374,mriqc,1777.2196044921875,mriqc,fber
27375,mriqc,941.2796630859376,mriqc,fber
27376,mriqc,368.7598876953125,mriqc,fber
27377,mriqc,383.6571044921875,mriqc,fber
27378,mriqc,389.64697265625,mriqc,fber
27379,mriqc,399.3325500488281,mriqc,fber
27380,mriqc,1150.068603515625,mriqc,fber
27381,mriqc,915.1075439453124,mriqc,fber
27382,mriqc,948.02734375,mriqc,fber
27383,mriqc,1229.186767578125,mriqc,fber
27384,mriqc,1153.19140625,mriqc,fber
27385,mriqc,1670.4244384765625,mriqc,fber
27386,mriqc,2011.6953125,mriqc,fber
27387,mriqc,1464.5042724609375,mriqc,fber
27388,mriqc,1557.294677734375,mriqc,fber
27389,mriqc,1150.1353759765625,mriqc,fber
27390,mriqc,1274.0853271484375,mriqc,fber
27391,mriqc,395.8273620605469,mriqc,fber
27392,mriqc,379.9443054199219,mriqc,fber
27393,mriqc,400.5640563964844,mriqc,fber
27394,mriqc,401.74371337890625,mriqc,fber
27395,mriqc,4859.64111328125,mriqc,fber
27396,mriqc,364.1500244140625,mriqc,fber
27397,mriqc,372.980224609375,mriqc,fber
27398,mriqc,378.0380859375,mriqc,fber
27399,mriqc,2197.85693359375,mriqc,fber
27400,mriqc,376.079833984375,mriqc,fber
27401,mriqc,1826.564208984375,mriqc,fber
27402,mriqc,2081.53515625,mriqc,fber
27403,mriqc,1116.2303466796875,mriqc,fber
27404,mriqc,1219.1700439453125,mriqc,fber
27405,mriqc,1154.5235595703125,mriqc,fber
27406,mriqc,1548.8382568359375,mriqc,fber
27407,mriqc,1089.604736328125,mriqc,fber
27408,mriqc,1655.517822265625,mriqc,fber
27409,mriqc,1214.9190673828125,mriqc,fber
27410,mriqc,2002.703125,mriqc,fber
27411,mriqc,1531.5404052734375,mriqc,fber
27412,mriqc,1714.46728515625,mriqc,fber
27413,mriqc,1212.74169921875,mriqc,fber
27414,mriqc,1405.8402099609375,mriqc,fber
27415,mriqc,438.7383728027344,mriqc,fber
27416,mriqc,443.7605590820313,mriqc,fber
27417,mriqc,2189.89892578125,mriqc,fber
27418,mriqc,423.1019287109375,mriqc,fber
27419,mriqc,530.5758666992188,mriqc,fber
27420,mriqc,1050.435302734375,mriqc,fber
27421,mriqc,1592.109130859375,mriqc,fber
27422,mriqc,529.9452514648438,mriqc,fber
27423,mriqc,1267.1829833984375,mriqc,fber
27424,mriqc,1950.2550048828125,mriqc,fber
27425,mriqc,1510.27978515625,mriqc,fber
27426,mriqc,536.323974609375,mriqc,fber
27427,mriqc,1467.218505859375,mriqc,fber
27428,mriqc,477.5795593261719,mriqc,fber
27429,mriqc,1391.541015625,mriqc,fber
27430,mriqc,485.5111389160156,mriqc,fber
27431,mriqc,1409.35498046875,mriqc,fber
27432,mriqc,2047.2801513671875,mriqc,fber
27433,mriqc,1769.670654296875,mriqc,fber
27434,mriqc,1617.864501953125,mriqc,fber
27435,mriqc,2277.0654296875,mriqc,fber
27436,mriqc,1778.343505859375,mriqc,fber
27437,mriqc,1405.1611328125,mriqc,fber
27438,mriqc,1102.5792236328125,mriqc,fber
27439,mriqc,1922.88427734375,mriqc,fber
27440,mriqc,1568.538330078125,mriqc,fber
27441,mriqc,691.7666015625,mriqc,fber
27442,mriqc,1267.62548828125,mriqc,fber
27443,mriqc,1060.0294189453125,mriqc,fber
27444,mriqc,1262.0738525390625,mriqc,fber
27445,mriqc,1594.46630859375,mriqc,fber
27446,mriqc,856.4573974609375,mriqc,fber
27447,mriqc,1675.1793212890625,mriqc,fber
27448,mriqc,905.5906982421876,mriqc,fber
27449,mriqc,1380.9381103515625,mriqc,fber
27450,mriqc,485.2934265136719,mriqc,fber
27451,mriqc,1419.67041015625,mriqc,fber
27452,mriqc,851.0056762695312,mriqc,fber
27453,mriqc,491.7684326171875,mriqc,fber
27454,mriqc,870.3673706054688,mriqc,fber
27455,mriqc,708.201171875,mriqc,fber
27456,mriqc,1388.9224853515625,mriqc,fber
27457,mriqc,795.962646484375,mriqc,fber
27458,mriqc,448.1589660644531,mriqc,fber
27459,mriqc,1289.8782958984375,mriqc,fber
27460,mriqc,2480.732666015625,mriqc,fber
27461,mriqc,1032.5970458984375,mriqc,fber
27462,mriqc,1001.8521118164062,mriqc,fber
27463,mriqc,458.9855346679687,mriqc,fber
27464,mriqc,663.3341064453125,mriqc,fber
27465,mriqc,663.7196655273438,mriqc,fber
27466,mriqc,458.5791931152344,mriqc,fber
27467,mriqc,1369.92822265625,mriqc,fber
27468,mriqc,462.4021606445313,mriqc,fber
27469,mriqc,788.0397338867188,mriqc,fber
27470,mriqc,479.1585693359375,mriqc,fber
27471,mriqc,1274.5552978515625,mriqc,fber
27472,mriqc,644.5333251953125,mriqc,fber
27473,mriqc,508.2129821777344,mriqc,fber
27474,mriqc,1537.128173828125,mriqc,fber
27475,mriqc,1318.459228515625,mriqc,fber
27476,mriqc,805.207763671875,mriqc,fber
27477,mriqc,824.9707641601562,mriqc,fber
27478,mriqc,937.9821166992188,mriqc,fber
27479,mriqc,1270.260986328125,mriqc,fber
27480,mriqc,1330.8538818359375,mriqc,fber
27481,mriqc,880.4987182617188,mriqc,fber
27482,mriqc,997.3226318359376,mriqc,fber
27483,mriqc,750.0782470703125,mriqc,fber
27484,mriqc,1631.261474609375,mriqc,fber
27485,mriqc,513.5419311523438,mriqc,fber
27486,mriqc,539.7825317382812,mriqc,fber
27487,mriqc,1359.84375,mriqc,fber
27488,mriqc,418.7314147949219,mriqc,fber
27489,mriqc,832.9638061523438,mriqc,fber
27490,mriqc,979.05908203125,mriqc,fber
27491,mriqc,420.3059692382813,mriqc,fber
27492,mriqc,984.71533203125,mriqc,fber
27493,mriqc,427.3118286132813,mriqc,fber
27494,mriqc,1150.85791015625,mriqc,fber
27495,mriqc,1561.4427490234375,mriqc,fber
27496,mriqc,437.2053833007813,mriqc,fber
27497,mriqc,1000.216552734375,mriqc,fber
27498,mriqc,670.4132690429688,mriqc,fber
27499,mriqc,731.4439086914062,mriqc,fber
27500,mriqc,869.9808349609375,mriqc,fber
27501,mriqc,444.5413818359375,mriqc,fber
27502,mriqc,413.5957336425781,mriqc,fber
27503,mriqc,831.7296142578125,mriqc,fber
27504,mriqc,1251.4478759765625,mriqc,fber
27505,mriqc,1164.857666015625,mriqc,fber
27506,mriqc,1448.9564208984375,mriqc,fber
27507,mriqc,919.254150390625,mriqc,fber
27508,mriqc,727.78369140625,mriqc,fber
27509,mriqc,952.3517456054688,mriqc,fber
27510,mriqc,1025.44482421875,mriqc,fber
27511,mriqc,1486.5072021484375,mriqc,fber
27512,mriqc,1249.976318359375,mriqc,fber
27513,mriqc,620.8622436523438,mriqc,fber
27514,mriqc,1006.850830078125,mriqc,fber
27515,mriqc,1489.3460693359375,mriqc,fber
27516,mriqc,1158.80517578125,mriqc,fber
27517,mriqc,1217.6158447265625,mriqc,fber
27518,mriqc,897.7750854492188,mriqc,fber
27519,mriqc,547.6347045898438,mriqc,fber
27520,mriqc,1123.12646484375,mriqc,fber
27521,mriqc,1062.72021484375,mriqc,fber
27522,mriqc,1112.8992919921875,mriqc,fber
27523,mriqc,912.876708984375,mriqc,fber
27524,mriqc,1326.3548583984375,mriqc,fber
27525,mriqc,734.3250122070312,mriqc,fber
27526,mriqc,1309.233154296875,mriqc,fber
27527,mriqc,1416.482421875,mriqc,fber
27528,mriqc,605.0272827148438,mriqc,fber
27529,mriqc,970.9130249023438,mriqc,fber
27530,mriqc,1130.2459716796875,mriqc,fber
27531,mriqc,1247.949462890625,mriqc,fber
27532,mriqc,769.4351196289062,mriqc,fber
27533,mriqc,652.4407958984375,mriqc,fber
27534,mriqc,429.3357543945313,mriqc,fber
27535,mriqc,795.7144775390625,mriqc,fber
27536,mriqc,1130.0595703125,mriqc,fber
27537,mriqc,924.2447509765624,mriqc,fber
27538,mriqc,436.7155456542969,mriqc,fber
27539,mriqc,429.9615478515625,mriqc,fber
27540,mriqc,642.1181030273438,mriqc,fber
27541,mriqc,426.8924865722656,mriqc,fber
27542,mriqc,825.2599487304688,mriqc,fber
27543,mriqc,1200.1251220703125,mriqc,fber
27544,mriqc,433.2575988769531,mriqc,fber
27545,mriqc,1061.339599609375,mriqc,fber
27546,mriqc,437.2721252441406,mriqc,fber
27547,mriqc,1489.79052734375,mriqc,fber
27548,mriqc,1008.2865600585938,mriqc,fber
27549,mriqc,440.0309753417969,mriqc,fber
27550,mriqc,911.328125,mriqc,fber
27551,mriqc,439.4830017089844,mriqc,fber
27552,mriqc,1543.315673828125,mriqc,fber
27553,mriqc,873.669921875,mriqc,fber
27554,mriqc,762.1378784179688,mriqc,fber
27555,mriqc,1094.54150390625,mriqc,fber
27556,mriqc,1181.98974609375,mriqc,fber
27557,mriqc,1223.7108154296875,mriqc,fber
27558,mriqc,1047.9659423828125,mriqc,fber
27559,mriqc,892.1259765625,mriqc,fber
27560,mriqc,731.7586669921875,mriqc,fber
27561,mriqc,1005.6763305664062,mriqc,fber
27562,mriqc,1280.199951171875,mriqc,fber
27563,mriqc,738.425537109375,mriqc,fber
27564,mriqc,1486.659912109375,mriqc,fber
27565,mriqc,465.8124694824219,mriqc,fber
27566,mriqc,819.340576171875,mriqc,fber
27567,mriqc,753.0731201171875,mriqc,fber
27568,mriqc,791.7445068359375,mriqc,fber
27569,mriqc,703.0357666015625,mriqc,fber
27570,mriqc,499.9570617675781,mriqc,fber
27571,mriqc,1086.869140625,mriqc,fber
27572,mriqc,900.0357055664062,mriqc,fber
27573,mriqc,754.0350341796875,mriqc,fber
27574,mriqc,557.5825805664062,mriqc,fber
27575,mriqc,1258.4688720703125,mriqc,fber
27576,mriqc,809.6929321289062,mriqc,fber
27577,mriqc,635.14697265625,mriqc,fber
27578,mriqc,734.47265625,mriqc,fber
27579,mriqc,477.0066223144531,mriqc,fber
27580,mriqc,1976.9366455078125,mriqc,fber
27581,mriqc,460.9015502929687,mriqc,fber
27582,mriqc,1742.1351318359375,mriqc,fber
27583,mriqc,571.5791015625,mriqc,fber
27584,mriqc,464.47796630859375,mriqc,fber
27585,mriqc,473.8210144042969,mriqc,fber
27586,mriqc,422.9853210449219,mriqc,fber
27587,mriqc,428.3680114746094,mriqc,fber
27588,mriqc,421.71826171875,mriqc,fber
27589,mriqc,506.0945739746094,mriqc,fber
27590,mriqc,925.5975952148438,mriqc,fber
27591,mriqc,1301.3070068359375,mriqc,fber
27592,mriqc,673.782470703125,mriqc,fber
27593,mriqc,1198.9864501953125,mriqc,fber
27594,mriqc,959.8989868164062,mriqc,fber
27595,mriqc,949.4411010742188,mriqc,fber
27596,mriqc,1043.203125,mriqc,fber
