,compare,gsr_x,task,data type
5005,mriqc,-0.0018577949376776,mriqc,gsr_x
5006,mriqc,-0.0116123612970113,mriqc,gsr_x
5007,mriqc,0.000401949888328,mriqc,gsr_x
5008,mriqc,-0.0033320758957415,mriqc,gsr_x
5009,mriqc,-0.0045890803448855,mriqc,gsr_x
5010,mriqc,-0.0076447897590696,mriqc,gsr_x
5011,mriqc,-0.008058613166213,mriqc,gsr_x
5012,mriqc,-0.0113373165950179,mriqc,gsr_x
5013,mriqc,-0.0197536554187536,mriqc,gsr_x
5014,mriqc,-0.0161908492445945,mriqc,gsr_x
5015,mriqc,0.0061799194663763,mriqc,gsr_x
5016,mriqc,-0.0098402677103877,mriqc,gsr_x
5017,mriqc,-0.0162908714264631,mriqc,gsr_x
5018,mriqc,-0.0143182491883635,mriqc,gsr_x
5019,mriqc,-0.0153854237869381,mriqc,gsr_x
5020,mriqc,0.010343880392611,mriqc,gsr_x
5021,mriqc,-0.0080769304186105,mriqc,gsr_x
5022,mriqc,-0.0175117459148168,mriqc,gsr_x
5023,mriqc,-0.017956830561161,mriqc,gsr_x
5024,mriqc,-0.0097274538129568,mriqc,gsr_x
5025,mriqc,-0.0087347673252224,mriqc,gsr_x
5026,mriqc,-0.0141884526237845,mriqc,gsr_x
5027,mriqc,-0.0102934846654534,mriqc,gsr_x
5028,mriqc,-0.0104047544300556,mriqc,gsr_x
5029,mriqc,0.0044524795375764,mriqc,gsr_x
5030,mriqc,-0.0118741793558001,mriqc,gsr_x
5031,mriqc,-0.0074032172560691,mriqc,gsr_x
5032,mriqc,0.0143117811530828,mriqc,gsr_x
5033,mriqc,-0.0141051905229687,mriqc,gsr_x
5034,mriqc,0.0046264352276921,mriqc,gsr_x
5035,mriqc,0.0030239115003496,mriqc,gsr_x
5036,mriqc,-0.0019214488565921,mriqc,gsr_x
5037,mriqc,0.0021798959933221,mriqc,gsr_x
5038,mriqc,-0.0122445970773696,mriqc,gsr_x
5039,mriqc,-0.0137136010453104,mriqc,gsr_x
5040,mriqc,0.0013170550810173,mriqc,gsr_x
5041,mriqc,-0.0053680855780839,mriqc,gsr_x
5042,mriqc,-0.0140936449170112,mriqc,gsr_x
5043,mriqc,-0.0070929168723523,mriqc,gsr_x
5044,mriqc,-0.0028631878085434,mriqc,gsr_x
5045,mriqc,-0.0116449547931551,mriqc,gsr_x
5046,mriqc,-0.0015804038848727,mriqc,gsr_x
5047,mriqc,-0.0097226742655038,mriqc,gsr_x
5048,mriqc,-0.0023680557496845,mriqc,gsr_x
5049,mriqc,-0.0119190402328968,mriqc,gsr_x
5050,mriqc,-0.0118058826774358,mriqc,gsr_x
5051,mriqc,-0.0087158186361193,mriqc,gsr_x
5052,mriqc,-0.0207575596868991,mriqc,gsr_x
5053,mriqc,0.0013040980556979,mriqc,gsr_x
5054,mriqc,-0.0044175032526254,mriqc,gsr_x
5055,mriqc,-0.0315581746399402,mriqc,gsr_x
5056,mriqc,-0.0065127238631248,mriqc,gsr_x
5057,mriqc,-0.0083831120282411,mriqc,gsr_x
5058,mriqc,-0.01405496802181,mriqc,gsr_x
5059,mriqc,-0.0136246401816606,mriqc,gsr_x
5060,mriqc,-0.0061407345347106,mriqc,gsr_x
5061,mriqc,-0.0123199578374624,mriqc,gsr_x
5062,mriqc,-0.0049675987102091,mriqc,gsr_x
5063,mriqc,0.0016242854762822,mriqc,gsr_x
5064,mriqc,-0.0058802147395908,mriqc,gsr_x
5065,mriqc,0.0103596774861216,mriqc,gsr_x
5066,mriqc,-0.0107200359925627,mriqc,gsr_x
5067,mriqc,-0.01345847081393,mriqc,gsr_x
5068,mriqc,-0.0090674748644232,mriqc,gsr_x
5069,mriqc,-0.0173551384359598,mriqc,gsr_x
5070,mriqc,-0.0180968400090932,mriqc,gsr_x
5071,mriqc,-0.0077589908614754,mriqc,gsr_x
5072,mriqc,-0.0178409907966852,mriqc,gsr_x
5073,mriqc,-0.0130964051932096,mriqc,gsr_x
5074,mriqc,-0.0206339787691831,mriqc,gsr_x
5075,mriqc,-0.0012568105012178,mriqc,gsr_x
5076,mriqc,-0.012405919842422,mriqc,gsr_x
5077,mriqc,-0.0130859278142452,mriqc,gsr_x
5078,mriqc,-0.0130003346130251,mriqc,gsr_x
5079,mriqc,-0.0062019964680075,mriqc,gsr_x
5080,mriqc,-0.0128300758078694,mriqc,gsr_x
5081,mriqc,-0.0096342088654637,mriqc,gsr_x
5082,mriqc,-0.0174726042896509,mriqc,gsr_x
5083,mriqc,-0.013601635582745,mriqc,gsr_x
5084,mriqc,-0.0067557352595031,mriqc,gsr_x
5085,mriqc,-0.0013429021928459,mriqc,gsr_x
5086,mriqc,-0.0103031601756811,mriqc,gsr_x
5087,mriqc,-0.0020813916344195,mriqc,gsr_x
5088,mriqc,-0.0119916703552007,mriqc,gsr_x
5089,mriqc,0.001285319798626,mriqc,gsr_x
5090,mriqc,-0.0048071588389575,mriqc,gsr_x
5091,mriqc,-0.0084284711629152,mriqc,gsr_x
5092,mriqc,-0.0062034130096435,mriqc,gsr_x
5093,mriqc,-0.0001595850771991,mriqc,gsr_x
5094,mriqc,-0.0059818639419972,mriqc,gsr_x
5095,mriqc,-0.0078605497255921,mriqc,gsr_x
5096,mriqc,-0.0051104384474456,mriqc,gsr_x
5097,mriqc,-0.0072408788837492,mriqc,gsr_x
5098,mriqc,-0.0062189777381718,mriqc,gsr_x
5099,mriqc,-0.0002017819351749,mriqc,gsr_x
5100,mriqc,0.0023781296331435,mriqc,gsr_x
5101,mriqc,-0.0016420282190665,mriqc,gsr_x
5102,mriqc,-0.0076154749840497,mriqc,gsr_x
5103,mriqc,-0.0061445403844118,mriqc,gsr_x
5104,mriqc,0.0001139660162152,mriqc,gsr_x
5105,mriqc,-0.0065220654942095,mriqc,gsr_x
5106,mriqc,-0.0063040028326213,mriqc,gsr_x
5107,mriqc,-0.0062144780531525,mriqc,gsr_x
5108,mriqc,-0.0122338905930519,mriqc,gsr_x
5109,mriqc,-0.0123432073742151,mriqc,gsr_x
5110,mriqc,-0.0042924089357256,mriqc,gsr_x
5111,mriqc,-0.0060459086671471,mriqc,gsr_x
5112,mriqc,-0.0088870301842689,mriqc,gsr_x
5113,mriqc,-0.0081833116710186,mriqc,gsr_x
5114,mriqc,-0.0086980415508151,mriqc,gsr_x
5115,mriqc,-0.009421263821423,mriqc,gsr_x
5116,mriqc,-0.0069383601658046,mriqc,gsr_x
5117,mriqc,-0.0025337792467325,mriqc,gsr_x
5118,mriqc,-0.0076701771467924,mriqc,gsr_x
5119,mriqc,-0.0018961367895826,mriqc,gsr_x
5120,mriqc,0.0003423925372771,mriqc,gsr_x
5121,mriqc,-0.0025365443434566,mriqc,gsr_x
5122,mriqc,-0.0067850151099264,mriqc,gsr_x
5123,mriqc,-0.0085561675950884,mriqc,gsr_x
5124,mriqc,-0.0031490062829107,mriqc,gsr_x
5125,mriqc,-0.0019294266821816,mriqc,gsr_x
5126,mriqc,-0.0115931890904903,mriqc,gsr_x
5127,mriqc,0.000645829597488,mriqc,gsr_x
5128,mriqc,-0.0011622892925515,mriqc,gsr_x
5129,mriqc,-0.0109094278886914,mriqc,gsr_x
5130,mriqc,-0.0071053942665457,mriqc,gsr_x
5131,mriqc,0.0009053327376022,mriqc,gsr_x
5132,mriqc,-0.0019453663844615,mriqc,gsr_x
5133,mriqc,-0.0043591754510998,mriqc,gsr_x
5134,mriqc,-0.0046160845085978,mriqc,gsr_x
5135,mriqc,-8.856844942783937e-05,mriqc,gsr_x
5136,mriqc,-0.0042781294323503,mriqc,gsr_x
5137,mriqc,-0.0010816087014973,mriqc,gsr_x
5138,mriqc,-0.0087071042507886,mriqc,gsr_x
5139,mriqc,-0.0090720234438776,mriqc,gsr_x
5140,mriqc,-0.0054474151693284,mriqc,gsr_x
5141,mriqc,-0.0052944431081414,mriqc,gsr_x
5142,mriqc,-0.0079114306718111,mriqc,gsr_x
5143,mriqc,-0.005301437806338,mriqc,gsr_x
5144,mriqc,-0.0045956019312143,mriqc,gsr_x
5145,mriqc,-0.0017551013734191,mriqc,gsr_x
5146,mriqc,-0.0017922832630574,mriqc,gsr_x
5147,mriqc,-0.0057261013425886,mriqc,gsr_x
5148,mriqc,-0.0016163508407771,mriqc,gsr_x
5149,mriqc,-0.0039869556203484,mriqc,gsr_x
5150,mriqc,0.0020582387223839,mriqc,gsr_x
5151,mriqc,-0.0059450948610901,mriqc,gsr_x
5152,mriqc,0.0024510647635906,mriqc,gsr_x
5153,mriqc,0.0037419404834508,mriqc,gsr_x
5154,mriqc,-0.0031667798757553,mriqc,gsr_x
5155,mriqc,-0.008295189589262,mriqc,gsr_x
5156,mriqc,0.0020533336792141,mriqc,gsr_x
5157,mriqc,-0.0032633948139846,mriqc,gsr_x
5158,mriqc,-0.0036612930707633,mriqc,gsr_x
5159,mriqc,0.0003654310130514,mriqc,gsr_x
5160,mriqc,-0.0059348721988499,mriqc,gsr_x
5161,mriqc,-0.0073536317795515,mriqc,gsr_x
5162,mriqc,-8.629998774267733e-05,mriqc,gsr_x
5163,mriqc,-0.0084580760449171,mriqc,gsr_x
5164,mriqc,-0.0031470831017941,mriqc,gsr_x
5165,mriqc,-0.0003865202888846,mriqc,gsr_x
5166,mriqc,0.0073890117928385,mriqc,gsr_x
5167,mriqc,0.0021512359380722,mriqc,gsr_x
5168,mriqc,-0.0013944648671895,mriqc,gsr_x
5169,mriqc,-0.0018802117556333,mriqc,gsr_x
5170,mriqc,-0.0039520813152194,mriqc,gsr_x
5171,mriqc,0.0078907581046223,mriqc,gsr_x
5172,mriqc,-0.0088577140122652,mriqc,gsr_x
5173,mriqc,-0.0016904463991522,mriqc,gsr_x
5174,mriqc,-0.0035672998055815,mriqc,gsr_x
5175,mriqc,-0.0019383629551157,mriqc,gsr_x
5176,mriqc,-0.0010757348500192,mriqc,gsr_x
5177,mriqc,-0.0023825843818485,mriqc,gsr_x
5178,mriqc,-0.0011602161685004,mriqc,gsr_x
5179,mriqc,-0.0086348997429013,mriqc,gsr_x
5180,mriqc,-0.0083909705281257,mriqc,gsr_x
5181,mriqc,0.0004704855091404,mriqc,gsr_x
5182,mriqc,-0.0081161428242921,mriqc,gsr_x
5183,mriqc,-0.0072010904550552,mriqc,gsr_x
5184,mriqc,-0.0081081883981823,mriqc,gsr_x
5185,mriqc,0.0001448712282581,mriqc,gsr_x
5186,mriqc,-0.0004744894395116,mriqc,gsr_x
5187,mriqc,-0.0022206399589776,mriqc,gsr_x
5188,mriqc,-0.0073956465348601,mriqc,gsr_x
5189,mriqc,-0.0077088172547519,mriqc,gsr_x
5190,mriqc,-0.0063192383386194,mriqc,gsr_x
5191,mriqc,-0.005102343391627,mriqc,gsr_x
5192,mriqc,-0.0084337834268808,mriqc,gsr_x
5193,mriqc,-0.0058415117673575,mriqc,gsr_x
5194,mriqc,-0.0042669023387134,mriqc,gsr_x
5195,mriqc,-0.0074054580181837,mriqc,gsr_x
5196,mriqc,-0.0079328054562211,mriqc,gsr_x
5197,mriqc,-0.0087863868102431,mriqc,gsr_x
5198,mriqc,-0.0077448794618248,mriqc,gsr_x
5199,mriqc,-0.0088944742456078,mriqc,gsr_x
5200,mriqc,-0.0085545750334858,mriqc,gsr_x
5201,mriqc,-0.0075785624794662,mriqc,gsr_x
5202,mriqc,-0.0060678711161017,mriqc,gsr_x
5203,mriqc,-0.007548133842647,mriqc,gsr_x
5204,mriqc,-0.0056424597278237,mriqc,gsr_x
5205,mriqc,-0.0059322169981896,mriqc,gsr_x
5206,mriqc,-0.0030326328705996,mriqc,gsr_x
5207,mriqc,-0.0050123138353228,mriqc,gsr_x
5208,mriqc,-0.0079764146357774,mriqc,gsr_x
5209,mriqc,-0.0047955606132745,mriqc,gsr_x
5210,mriqc,-0.0071063479408621,mriqc,gsr_x
5211,mriqc,-0.0011378130875527,mriqc,gsr_x
5212,mriqc,-0.0111537687480449,mriqc,gsr_x
5213,mriqc,-0.0109107214957475,mriqc,gsr_x
5214,mriqc,-0.0037805864121764,mriqc,gsr_x
5215,mriqc,-0.0004368263180367,mriqc,gsr_x
5216,mriqc,-0.0010154753690585,mriqc,gsr_x
5217,mriqc,-0.0022402564063668,mriqc,gsr_x
5218,mriqc,-0.0068331244401633,mriqc,gsr_x
5219,mriqc,-0.0076126023195683,mriqc,gsr_x
5220,mriqc,0.0082911066710948,mriqc,gsr_x
5221,mriqc,-0.004437533672899,mriqc,gsr_x
5222,mriqc,-0.0030476471874862,mriqc,gsr_x
5223,mriqc,-0.0106959296390414,mriqc,gsr_x
5224,mriqc,-0.001995229627937,mriqc,gsr_x
5225,mriqc,-0.0055236341431736,mriqc,gsr_x
5226,mriqc,0.0078528439626097,mriqc,gsr_x
5227,mriqc,-0.0036980314180254,mriqc,gsr_x
5228,mriqc,-0.0028640627861022,mriqc,gsr_x
5229,mriqc,-0.0098779471591115,mriqc,gsr_x
5230,mriqc,-0.0018170811235904,mriqc,gsr_x
5231,mriqc,0.0043224245309829,mriqc,gsr_x
5232,mriqc,-0.0025128964334726,mriqc,gsr_x
5233,mriqc,0.00439964979887,mriqc,gsr_x
5234,mriqc,-0.0017267535440623,mriqc,gsr_x
5235,mriqc,-0.0030278132762759,mriqc,gsr_x
5236,mriqc,-0.0059444494545459,mriqc,gsr_x
5237,mriqc,0.005326634272933,mriqc,gsr_x
5238,mriqc,-0.0093937329947948,mriqc,gsr_x
5239,mriqc,-0.0011689215898513,mriqc,gsr_x
5240,mriqc,-0.0065109133720397,mriqc,gsr_x
5241,mriqc,-0.011025633662939,mriqc,gsr_x
5242,mriqc,-0.0044796024449169,mriqc,gsr_x
5243,mriqc,-0.0017551248893141,mriqc,gsr_x
5244,mriqc,-0.0077543598599731,mriqc,gsr_x
5245,mriqc,-0.0022400917951017,mriqc,gsr_x
5246,mriqc,-0.0070430841296911,mriqc,gsr_x
5247,mriqc,-0.0019335570978,mriqc,gsr_x
5248,mriqc,-0.0064029083587229,mriqc,gsr_x
5249,mriqc,-0.0011229321826249,mriqc,gsr_x
5250,mriqc,0.0057718134485185,mriqc,gsr_x
5251,mriqc,-0.0072438609786331,mriqc,gsr_x
5252,mriqc,-0.0043158414773643,mriqc,gsr_x
5253,mriqc,-4.988574801245704e-05,mriqc,gsr_x
5254,mriqc,-0.0015089141670614,mriqc,gsr_x
5255,mriqc,-0.0066528297029435,mriqc,gsr_x
5256,mriqc,-0.0013754185056313,mriqc,gsr_x
5257,mriqc,-0.0045990468934178,mriqc,gsr_x
5258,mriqc,-0.0006633726297877,mriqc,gsr_x
5259,mriqc,0.0022899929899722,mriqc,gsr_x
5260,mriqc,0.0036550597287714,mriqc,gsr_x
5261,mriqc,-0.0003748323360923,mriqc,gsr_x
5262,mriqc,-0.0008388241403736,mriqc,gsr_x
5263,mriqc,-0.0035640373826026,mriqc,gsr_x
5264,mriqc,-0.0030584877822548,mriqc,gsr_x
5265,mriqc,-0.0044137858785688,mriqc,gsr_x
5266,mriqc,-0.002392326015979,mriqc,gsr_x
5267,mriqc,-0.0002014623605646,mriqc,gsr_x
5268,mriqc,-0.0030280931387096,mriqc,gsr_x
5269,mriqc,-0.0072220978327095,mriqc,gsr_x
5270,mriqc,-0.0035752509720623,mriqc,gsr_x
5271,mriqc,-0.0071398308500647,mriqc,gsr_x
5272,mriqc,-0.0002588563365861,mriqc,gsr_x
5273,mriqc,0.0028011954855173,mriqc,gsr_x
5274,mriqc,-0.0037320905830711,mriqc,gsr_x
5275,mriqc,-0.0057325684465467,mriqc,gsr_x
5276,mriqc,-0.0066305976361036,mriqc,gsr_x
5277,mriqc,-0.0023899676743894,mriqc,gsr_x
5278,mriqc,-0.0013288072077557,mriqc,gsr_x
5279,mriqc,0.0024198675528168,mriqc,gsr_x
5280,mriqc,-0.0034000328741967,mriqc,gsr_x
5281,mriqc,-0.0058647324331104,mriqc,gsr_x
5282,mriqc,-0.0002475125947967,mriqc,gsr_x
5283,mriqc,-0.002630905713886,mriqc,gsr_x
5284,mriqc,0.0001446204842068,mriqc,gsr_x
5285,mriqc,-0.0006036621634848,mriqc,gsr_x
5286,mriqc,-0.0064339479431509,mriqc,gsr_x
5287,mriqc,1.1344025551807135e-05,mriqc,gsr_x
5288,mriqc,-8.31384168122895e-05,mriqc,gsr_x
5289,mriqc,-0.0021390311885625,mriqc,gsr_x
5290,mriqc,-0.0054248026572167,mriqc,gsr_x
5291,mriqc,0.0009785838192328,mriqc,gsr_x
5292,mriqc,-0.002115260111168,mriqc,gsr_x
5293,mriqc,-0.0043027019128203,mriqc,gsr_x
5294,mriqc,-0.0015042650047689,mriqc,gsr_x
5295,mriqc,0.0001709579955786,mriqc,gsr_x
5296,mriqc,-2.0537543605314568e-05,mriqc,gsr_x
5297,mriqc,-0.0040359618142247,mriqc,gsr_x
5298,mriqc,-0.0002695851726457,mriqc,gsr_x
5299,mriqc,-8.664873166708276e-05,mriqc,gsr_x
5300,mriqc,-0.0029600863344967,mriqc,gsr_x
5301,mriqc,0.0010395558783784,mriqc,gsr_x
5302,mriqc,-0.0032841570209711,mriqc,gsr_x
5303,mriqc,0.000253841310041,mriqc,gsr_x
5304,mriqc,-0.0050354213453829,mriqc,gsr_x
5305,mriqc,-0.0068002347834408,mriqc,gsr_x
5306,mriqc,-0.0041315471753478,mriqc,gsr_x
5307,mriqc,-0.0006770067848265,mriqc,gsr_x
5308,mriqc,0.0002161677548428,mriqc,gsr_x
5309,mriqc,-0.0001708904310362,mriqc,gsr_x
5310,mriqc,0.0003800527192652,mriqc,gsr_x
5311,mriqc,0.0005159470019862,mriqc,gsr_x
5312,mriqc,0.0003190322022419,mriqc,gsr_x
5313,mriqc,-4.353944314061664e-05,mriqc,gsr_x
5314,mriqc,-0.0031832451932132,mriqc,gsr_x
5315,mriqc,0.0007508748094551,mriqc,gsr_x
5316,mriqc,0.0014699477469548,mriqc,gsr_x
5317,mriqc,-0.0023234074469655,mriqc,gsr_x
5318,mriqc,0.0011617973214015,mriqc,gsr_x
5319,mriqc,-0.0009822577703744,mriqc,gsr_x
5320,mriqc,0.0032053086906671,mriqc,gsr_x
5321,mriqc,0.0007241238490678,mriqc,gsr_x
5322,mriqc,0.0040869442746043,mriqc,gsr_x
5323,mriqc,-0.0069857216440141,mriqc,gsr_x
5324,mriqc,-0.0067460341379046,mriqc,gsr_x
5325,mriqc,-0.0060694050043821,mriqc,gsr_x
5326,mriqc,-0.0100131575018167,mriqc,gsr_x
5327,mriqc,-0.0036317931953817,mriqc,gsr_x
5328,mriqc,-0.0112551562488079,mriqc,gsr_x
5329,mriqc,0.0016997791826725,mriqc,gsr_x
5330,mriqc,-0.0087285116314888,mriqc,gsr_x
5331,mriqc,0.001825826591812,mriqc,gsr_x
5332,mriqc,-0.0037306807935237,mriqc,gsr_x
5333,mriqc,-0.0072155552916228,mriqc,gsr_x
5334,mriqc,-0.0063835834152996,mriqc,gsr_x
5335,mriqc,-0.0082072308287024,mriqc,gsr_x
5336,mriqc,-0.0141329122707247,mriqc,gsr_x
5337,mriqc,-0.0100221307948231,mriqc,gsr_x
5338,mriqc,-0.0004086717381142,mriqc,gsr_x
5339,mriqc,-0.0109261311590671,mriqc,gsr_x
5340,mriqc,-0.0065659736283123,mriqc,gsr_x
5341,mriqc,-0.0096215084195137,mriqc,gsr_x
5342,mriqc,-0.0064515508711338,mriqc,gsr_x
5343,mriqc,-0.006155130919069,mriqc,gsr_x
5344,mriqc,-0.0063760299235582,mriqc,gsr_x
5345,mriqc,-0.0010498856427147,mriqc,gsr_x
5346,mriqc,-0.0064509664662182,mriqc,gsr_x
5347,mriqc,-0.0038178369868546,mriqc,gsr_x
5348,mriqc,-0.0110538583248853,mriqc,gsr_x
5349,mriqc,-0.0079239010810852,mriqc,gsr_x
5350,mriqc,-0.0061954674310982,mriqc,gsr_x
5351,mriqc,-0.0129923280328512,mriqc,gsr_x
5352,mriqc,-0.0115816611796617,mriqc,gsr_x
5353,mriqc,-0.0095678325742483,mriqc,gsr_x
5354,mriqc,-0.0102371694520115,mriqc,gsr_x
5355,mriqc,-0.0038105386774986,mriqc,gsr_x
5356,mriqc,-0.0097652692347764,mriqc,gsr_x
5357,mriqc,-0.0034693146590143,mriqc,gsr_x
5358,mriqc,0.0118798175826668,mriqc,gsr_x
5359,mriqc,-0.0081265401095151,mriqc,gsr_x
5360,mriqc,-0.0109511986374855,mriqc,gsr_x
5361,mriqc,-0.0088122263550758,mriqc,gsr_x
5362,mriqc,-0.009574856609106,mriqc,gsr_x
5363,mriqc,0.0018955249106511,mriqc,gsr_x
5364,mriqc,0.0012207633117213,mriqc,gsr_x
5365,mriqc,0.000113272893941,mriqc,gsr_x
5366,mriqc,-0.0114101553335785,mriqc,gsr_x
5367,mriqc,-0.0066066682338714,mriqc,gsr_x
5368,mriqc,-0.0063676559366285,mriqc,gsr_x
5369,mriqc,-0.0042776702903211,mriqc,gsr_x
5370,mriqc,0.0020033330656588,mriqc,gsr_x
5371,mriqc,-0.0129945408552885,mriqc,gsr_x
5372,mriqc,-0.0083461375907063,mriqc,gsr_x
5373,mriqc,0.000141146563692,mriqc,gsr_x
5374,mriqc,-0.0066910707391798,mriqc,gsr_x
5375,mriqc,-0.0095234252512454,mriqc,gsr_x
5376,mriqc,-0.0064098546281456,mriqc,gsr_x
5377,mriqc,-0.0112731400877237,mriqc,gsr_x
5378,mriqc,0.0014794270973652,mriqc,gsr_x
5379,mriqc,0.0041496222838759,mriqc,gsr_x
5380,mriqc,-0.0087599642574787,mriqc,gsr_x
5381,mriqc,-0.0034331467468291,mriqc,gsr_x
5382,mriqc,-0.0003926669887732,mriqc,gsr_x
5383,mriqc,-0.0113461753353476,mriqc,gsr_x
5384,mriqc,-0.0101174442097544,mriqc,gsr_x
5385,mriqc,-0.0143029056489467,mriqc,gsr_x
5386,mriqc,-0.0108300549909472,mriqc,gsr_x
5387,mriqc,-0.0096611287444829,mriqc,gsr_x
5388,mriqc,-0.0034860176965594,mriqc,gsr_x
5389,mriqc,-0.0041666724719107,mriqc,gsr_x
5390,mriqc,-0.0108210165053606,mriqc,gsr_x
5391,mriqc,0.0015364539576694,mriqc,gsr_x
5392,mriqc,-0.0103389117866754,mriqc,gsr_x
5393,mriqc,-0.0143383489921689,mriqc,gsr_x
5394,mriqc,-0.0097972443327307,mriqc,gsr_x
5395,mriqc,-0.0041834679432213,mriqc,gsr_x
5396,mriqc,-0.0087448609992861,mriqc,gsr_x
5397,mriqc,-0.0009183531510643,mriqc,gsr_x
5398,mriqc,0.0031070313416421,mriqc,gsr_x
5399,mriqc,-0.0097528612241148,mriqc,gsr_x
5400,mriqc,-0.0085662547498941,mriqc,gsr_x
5401,mriqc,-0.0095711695030331,mriqc,gsr_x
5402,mriqc,-0.0106561742722988,mriqc,gsr_x
5403,mriqc,-0.0032670439686626,mriqc,gsr_x
5404,mriqc,-0.0101265823468565,mriqc,gsr_x
5405,mriqc,-0.009563404135406,mriqc,gsr_x
5406,mriqc,-0.0080058574676513,mriqc,gsr_x
5407,mriqc,-0.01557482406497,mriqc,gsr_x
5408,mriqc,0.0032245982438325,mriqc,gsr_x
5409,mriqc,-0.0102100614458322,mriqc,gsr_x
5410,mriqc,-0.0109789296984672,mriqc,gsr_x
5411,mriqc,-0.0039067948237061,mriqc,gsr_x
5412,mriqc,0.0013052020221948,mriqc,gsr_x
5413,mriqc,-0.000489070022013,mriqc,gsr_x
5414,mriqc,-0.00902696326375,mriqc,gsr_x
5415,mriqc,-0.0108909402042627,mriqc,gsr_x
5416,mriqc,-0.0037179384380578,mriqc,gsr_x
5417,mriqc,-0.0097398776561021,mriqc,gsr_x
5418,mriqc,-0.0067528653889894,mriqc,gsr_x
5419,mriqc,-0.0103847570717334,mriqc,gsr_x
5420,mriqc,-0.0113228112459182,mriqc,gsr_x
5421,mriqc,-0.0043538603931665,mriqc,gsr_x
5422,mriqc,-0.0136299077421426,mriqc,gsr_x
5423,mriqc,-0.0077366027981042,mriqc,gsr_x
5424,mriqc,0.0018135213758796,mriqc,gsr_x
5425,mriqc,0.0021378062665462,mriqc,gsr_x
5426,mriqc,-0.0002409490261925,mriqc,gsr_x
5427,mriqc,-0.0085503915324807,mriqc,gsr_x
5428,mriqc,0.0022408831864595,mriqc,gsr_x
5429,mriqc,-0.0098918136209249,mriqc,gsr_x
5430,mriqc,-0.0007569148438051,mriqc,gsr_x
5431,mriqc,-0.0107025364413857,mriqc,gsr_x
5432,mriqc,-0.0040297722443938,mriqc,gsr_x
5433,mriqc,-0.009724510833621,mriqc,gsr_x
5434,mriqc,-0.0097740534693002,mriqc,gsr_x
5435,mriqc,-0.002888205461204,mriqc,gsr_x
5436,mriqc,0.0020724460482597,mriqc,gsr_x
5437,mriqc,-0.0099302474409341,mriqc,gsr_x
5438,mriqc,-0.0083537949249148,mriqc,gsr_x
5439,mriqc,-0.0132149904966354,mriqc,gsr_x
5440,mriqc,-0.0031940981280058,mriqc,gsr_x
5441,mriqc,-0.0114105138927698,mriqc,gsr_x
5442,mriqc,0.0018526343628764,mriqc,gsr_x
5443,mriqc,-0.0099910795688629,mriqc,gsr_x
5444,mriqc,0.0023534875363111,mriqc,gsr_x
5445,mriqc,-0.0001922613446367,mriqc,gsr_x
5446,mriqc,-0.0046161310747265,mriqc,gsr_x
5447,mriqc,-0.00733975879848,mriqc,gsr_x
5448,mriqc,-0.0134481517598032,mriqc,gsr_x
5449,mriqc,-0.0098104123026132,mriqc,gsr_x
5450,mriqc,-0.0113319801166653,mriqc,gsr_x
5451,mriqc,-0.0077651911415159,mriqc,gsr_x
5452,mriqc,-0.011206935159862,mriqc,gsr_x
5453,mriqc,3.520254904287867e-05,mriqc,gsr_x
5454,mriqc,-0.010215999558568,mriqc,gsr_x
5455,mriqc,-0.0046695531345903,mriqc,gsr_x
5456,mriqc,-0.0037201617378741,mriqc,gsr_x
5457,mriqc,-0.0057832393795251,mriqc,gsr_x
5458,mriqc,-0.0070594092831015,mriqc,gsr_x
5459,mriqc,0.0040128240361809,mriqc,gsr_x
5460,mriqc,-0.0076753650791943,mriqc,gsr_x
5461,mriqc,-0.009460705332458,mriqc,gsr_x
5462,mriqc,-0.0111089358106255,mriqc,gsr_x
5463,mriqc,-0.003172940807417,mriqc,gsr_x
5464,mriqc,-0.003388303797692,mriqc,gsr_x
5465,mriqc,-0.0098076900467276,mriqc,gsr_x
5466,mriqc,-0.0089268153533339,mriqc,gsr_x
5467,mriqc,-0.0151446498930454,mriqc,gsr_x
5468,mriqc,-0.0040023308247327,mriqc,gsr_x
5469,mriqc,-0.002980479504913,mriqc,gsr_x
5470,mriqc,0.0023996629752218,mriqc,gsr_x
5471,mriqc,-0.0023455212358385,mriqc,gsr_x
5472,mriqc,-0.0047879698686301,mriqc,gsr_x
5473,mriqc,0.0012860059505328,mriqc,gsr_x
5474,mriqc,0.0083625549450516,mriqc,gsr_x
5475,mriqc,-0.001092538353987,mriqc,gsr_x
5476,mriqc,-0.0100851766765117,mriqc,gsr_x
5477,mriqc,-0.0107206813991069,mriqc,gsr_x
5478,mriqc,0.0010681680869311,mriqc,gsr_x
5479,mriqc,-0.0087052658200263,mriqc,gsr_x
5480,mriqc,0.0019859543535858,mriqc,gsr_x
5481,mriqc,-0.0017510403413325,mriqc,gsr_x
5482,mriqc,-0.009644791483879,mriqc,gsr_x
5483,mriqc,-0.0035407503601163,mriqc,gsr_x
5484,mriqc,-0.0109206559136509,mriqc,gsr_x
5485,mriqc,-0.0093637127429246,mriqc,gsr_x
5486,mriqc,0.006330931559205,mriqc,gsr_x
5487,mriqc,-0.0113802691921591,mriqc,gsr_x
5488,mriqc,-0.0085839293897151,mriqc,gsr_x
5489,mriqc,0.0023793489672243,mriqc,gsr_x
5490,mriqc,-0.0039340509101748,mriqc,gsr_x
