,compare,gsr_y,task,data type
24281,mriqc,0.060605876147747,mriqc,gsr_y
24282,mriqc,0.0366742573678493,mriqc,gsr_y
24283,mriqc,0.0233518257737159,mriqc,gsr_y
24284,mriqc,0.0219134371727705,mriqc,gsr_y
24285,mriqc,0.0782246440649032,mriqc,gsr_y
24286,mriqc,0.0288417786359787,mriqc,gsr_y
24287,mriqc,0.04125502333045,mriqc,gsr_y
24288,mriqc,0.0530107282102108,mriqc,gsr_y
24289,mriqc,0.032122254371643,mriqc,gsr_y
24290,mriqc,0.0466791726648807,mriqc,gsr_y
24291,mriqc,0.0370781123638153,mriqc,gsr_y
24292,mriqc,0.0240195225924253,mriqc,gsr_y
24293,mriqc,0.0316387005150318,mriqc,gsr_y
24294,mriqc,0.0163550451397895,mriqc,gsr_y
24295,mriqc,0.0564892850816249,mriqc,gsr_y
24296,mriqc,0.0552202500402927,mriqc,gsr_y
24297,mriqc,0.0256352052092552,mriqc,gsr_y
24298,mriqc,0.0285416636615991,mriqc,gsr_y
24299,mriqc,0.0410729795694351,mriqc,gsr_y
24300,mriqc,0.0131041714921593,mriqc,gsr_y
24301,mriqc,0.0476827211678028,mriqc,gsr_y
24302,mriqc,0.045063953846693,mriqc,gsr_y
24303,mriqc,0.055236954241991,mriqc,gsr_y
24304,mriqc,0.0410529598593711,mriqc,gsr_y
24305,mriqc,0.0307986289262771,mriqc,gsr_y
24306,mriqc,0.0376831330358982,mriqc,gsr_y
24307,mriqc,0.0565043538808822,mriqc,gsr_y
24308,mriqc,0.0495841242372989,mriqc,gsr_y
24309,mriqc,0.0482416562736034,mriqc,gsr_y
24310,mriqc,0.0687047690153122,mriqc,gsr_y
24311,mriqc,0.036736361682415,mriqc,gsr_y
24312,mriqc,0.0302987731993198,mriqc,gsr_y
24313,mriqc,0.0461086817085742,mriqc,gsr_y
24314,mriqc,0.0695201233029365,mriqc,gsr_y
24315,mriqc,0.0356670580804348,mriqc,gsr_y
24316,mriqc,0.0287724658846855,mriqc,gsr_y
24317,mriqc,0.0304809212684631,mriqc,gsr_y
24318,mriqc,0.0698615983128547,mriqc,gsr_y
24319,mriqc,0.0237899664789438,mriqc,gsr_y
24320,mriqc,0.0341087095439434,mriqc,gsr_y
24321,mriqc,0.0614547133445739,mriqc,gsr_y
24322,mriqc,0.0470323152840137,mriqc,gsr_y
24323,mriqc,0.0377848409116268,mriqc,gsr_y
24324,mriqc,0.0277257170528173,mriqc,gsr_y
24325,mriqc,0.0561852864921093,mriqc,gsr_y
24326,mriqc,0.0554219633340835,mriqc,gsr_y
24327,mriqc,0.0638577118515968,mriqc,gsr_y
24328,mriqc,0.0409615151584148,mriqc,gsr_y
24329,mriqc,0.0370517373085022,mriqc,gsr_y
24330,mriqc,0.0684225484728813,mriqc,gsr_y
24331,mriqc,0.0698728784918785,mriqc,gsr_y
24332,mriqc,0.0991867110133171,mriqc,gsr_y
24333,mriqc,0.0613600388169288,mriqc,gsr_y
24334,mriqc,0.0341689251363277,mriqc,gsr_y
24335,mriqc,0.0973780155181884,mriqc,gsr_y
24336,mriqc,0.0455116406083107,mriqc,gsr_y
24337,mriqc,0.0382894687354564,mriqc,gsr_y
24338,mriqc,0.0435064136981964,mriqc,gsr_y
24339,mriqc,0.0485569015145301,mriqc,gsr_y
24340,mriqc,0.0280852783471345,mriqc,gsr_y
24341,mriqc,0.0600196942687034,mriqc,gsr_y
24342,mriqc,0.023209823295474,mriqc,gsr_y
24343,mriqc,0.0143072651699185,mriqc,gsr_y
24344,mriqc,0.0477592460811138,mriqc,gsr_y
24345,mriqc,0.0277372095733881,mriqc,gsr_y
24346,mriqc,0.0549498461186885,mriqc,gsr_y
24347,mriqc,0.0250043384730815,mriqc,gsr_y
24348,mriqc,0.0263677332550287,mriqc,gsr_y
24349,mriqc,0.0590891018509864,mriqc,gsr_y
24350,mriqc,0.040337610989809,mriqc,gsr_y
24351,mriqc,0.0507027581334114,mriqc,gsr_y
24352,mriqc,0.0377754941582679,mriqc,gsr_y
24353,mriqc,0.0574132837355136,mriqc,gsr_y
24354,mriqc,0.0521398037672042,mriqc,gsr_y
24355,mriqc,0.0518463067710399,mriqc,gsr_y
24356,mriqc,0.060833778232336,mriqc,gsr_y
24357,mriqc,0.0600260980427265,mriqc,gsr_y
24358,mriqc,0.06147401034832,mriqc,gsr_y
24359,mriqc,0.0325554646551609,mriqc,gsr_y
24360,mriqc,0.0281538870185613,mriqc,gsr_y
24361,mriqc,0.0662678554654121,mriqc,gsr_y
24362,mriqc,0.0354198105633258,mriqc,gsr_y
24363,mriqc,0.0335108563303947,mriqc,gsr_y
24364,mriqc,0.0326757915318012,mriqc,gsr_y
24365,mriqc,0.0251135118305683,mriqc,gsr_y
24366,mriqc,0.0496764108538627,mriqc,gsr_y
24367,mriqc,0.0351375453174114,mriqc,gsr_y
24368,mriqc,0.0446955524384975,mriqc,gsr_y
24369,mriqc,0.0440958701074123,mriqc,gsr_y
24370,mriqc,0.0701694414019584,mriqc,gsr_y
24371,mriqc,0.0649888217449188,mriqc,gsr_y
24372,mriqc,0.0364685282111167,mriqc,gsr_y
24373,mriqc,0.0241456311196088,mriqc,gsr_y
24374,mriqc,0.0594450533390045,mriqc,gsr_y
24375,mriqc,0.046933364123106,mriqc,gsr_y
24376,mriqc,0.0312160793691873,mriqc,gsr_y
24377,mriqc,0.0483389496803283,mriqc,gsr_y
24378,mriqc,0.0474676974117755,mriqc,gsr_y
24379,mriqc,0.0666428953409195,mriqc,gsr_y
24380,mriqc,0.0535746403038501,mriqc,gsr_y
24381,mriqc,0.0344936475157737,mriqc,gsr_y
24382,mriqc,0.037180159240961,mriqc,gsr_y
24383,mriqc,0.0307801645249128,mriqc,gsr_y
24384,mriqc,0.068463809788227,mriqc,gsr_y
24385,mriqc,0.0411886759102344,mriqc,gsr_y
24386,mriqc,0.0324722565710544,mriqc,gsr_y
24387,mriqc,0.0413228757679462,mriqc,gsr_y
24388,mriqc,0.0460139624774456,mriqc,gsr_y
24389,mriqc,0.0486304648220539,mriqc,gsr_y
24390,mriqc,0.051329955458641,mriqc,gsr_y
24391,mriqc,0.0220210365951061,mriqc,gsr_y
24392,mriqc,0.0500852242112159,mriqc,gsr_y
24393,mriqc,0.0514937564730644,mriqc,gsr_y
24394,mriqc,0.0731723234057426,mriqc,gsr_y
24395,mriqc,0.0709775388240814,mriqc,gsr_y
24396,mriqc,0.0425401553511619,mriqc,gsr_y
24397,mriqc,0.0434969961643219,mriqc,gsr_y
24398,mriqc,0.0339328646659851,mriqc,gsr_y
24399,mriqc,0.0470090135931968,mriqc,gsr_y
24400,mriqc,0.0514918193221092,mriqc,gsr_y
24401,mriqc,0.0410362742841243,mriqc,gsr_y
24402,mriqc,0.0427801273763179,mriqc,gsr_y
24403,mriqc,0.0826372876763343,mriqc,gsr_y
24404,mriqc,0.050206284970045,mriqc,gsr_y
24405,mriqc,0.0572758018970489,mriqc,gsr_y
24406,mriqc,0.0498177632689476,mriqc,gsr_y
24407,mriqc,0.0531884171068668,mriqc,gsr_y
24408,mriqc,0.0125180855393409,mriqc,gsr_y
24409,mriqc,0.0478128269314765,mriqc,gsr_y
24410,mriqc,0.0556651502847671,mriqc,gsr_y
24411,mriqc,0.0525204762816429,mriqc,gsr_y
24412,mriqc,0.0261014532297849,mriqc,gsr_y
24413,mriqc,0.0215797629207372,mriqc,gsr_y
24414,mriqc,0.0228569228202104,mriqc,gsr_y
24415,mriqc,0.0616717971861362,mriqc,gsr_y
24416,mriqc,0.1038024872541427,mriqc,gsr_y
24417,mriqc,0.0503811240196228,mriqc,gsr_y
24418,mriqc,0.0614314898848533,mriqc,gsr_y
24419,mriqc,0.043264053761959,mriqc,gsr_y
24420,mriqc,0.0516447760164737,mriqc,gsr_y
24421,mriqc,0.0317033715546131,mriqc,gsr_y
24422,mriqc,0.0277720354497432,mriqc,gsr_y
24423,mriqc,0.055236205458641,mriqc,gsr_y
24424,mriqc,0.037562221288681,mriqc,gsr_y
24425,mriqc,0.071753516793251,mriqc,gsr_y
24426,mriqc,0.0398290380835533,mriqc,gsr_y
24427,mriqc,0.0461611747741699,mriqc,gsr_y
24428,mriqc,0.0227588526904582,mriqc,gsr_y
24429,mriqc,0.0278532691299915,mriqc,gsr_y
24430,mriqc,0.0397104136645793,mriqc,gsr_y
24431,mriqc,0.0480166189372539,mriqc,gsr_y
24432,mriqc,0.0721667259931564,mriqc,gsr_y
24433,mriqc,0.0241416320204734,mriqc,gsr_y
24434,mriqc,0.0195954721421003,mriqc,gsr_y
24435,mriqc,0.0237703192979097,mriqc,gsr_y
24436,mriqc,0.0271674823015928,mriqc,gsr_y
24437,mriqc,0.0355619639158248,mriqc,gsr_y
24438,mriqc,0.0371068902313709,mriqc,gsr_y
24439,mriqc,0.0267985239624977,mriqc,gsr_y
24440,mriqc,0.0284959096461534,mriqc,gsr_y
24441,mriqc,0.0404476672410965,mriqc,gsr_y
24442,mriqc,0.0478155948221683,mriqc,gsr_y
24443,mriqc,0.0171303767710924,mriqc,gsr_y
24444,mriqc,0.0295447707176208,mriqc,gsr_y
24445,mriqc,0.0684325844049453,mriqc,gsr_y
24446,mriqc,0.0593819096684455,mriqc,gsr_y
24447,mriqc,0.0574503205716609,mriqc,gsr_y
24448,mriqc,0.0729835480451583,mriqc,gsr_y
24449,mriqc,0.0675648599863052,mriqc,gsr_y
24450,mriqc,0.0358283258974552,mriqc,gsr_y
24451,mriqc,0.0228336136788129,mriqc,gsr_y
24452,mriqc,0.0272922050207853,mriqc,gsr_y
24453,mriqc,0.0294376444071531,mriqc,gsr_y
24454,mriqc,0.0380585752427578,mriqc,gsr_y
24455,mriqc,0.0298013500869274,mriqc,gsr_y
24456,mriqc,0.0271971989423036,mriqc,gsr_y
24457,mriqc,0.0480130165815353,mriqc,gsr_y
24458,mriqc,0.0414562337100505,mriqc,gsr_y
24459,mriqc,0.0418509095907211,mriqc,gsr_y
24460,mriqc,0.0726597309112548,mriqc,gsr_y
24461,mriqc,0.0625140964984893,mriqc,gsr_y
24462,mriqc,0.0312427338212728,mriqc,gsr_y
24463,mriqc,0.0729863941669464,mriqc,gsr_y
24464,mriqc,0.0149621907621622,mriqc,gsr_y
24465,mriqc,0.0410121157765388,mriqc,gsr_y
24466,mriqc,0.0422127172350883,mriqc,gsr_y
24467,mriqc,0.0464365966618061,mriqc,gsr_y
24468,mriqc,0.0178247429430484,mriqc,gsr_y
24469,mriqc,0.0600226856768131,mriqc,gsr_y
24470,mriqc,0.0819176360964775,mriqc,gsr_y
24471,mriqc,0.0463085696101188,mriqc,gsr_y
24472,mriqc,0.0376351848244667,mriqc,gsr_y
24473,mriqc,0.070623904466629,mriqc,gsr_y
24474,mriqc,0.0538719482719898,mriqc,gsr_y
24475,mriqc,0.0530028603971004,mriqc,gsr_y
24476,mriqc,0.0392630435526371,mriqc,gsr_y
24477,mriqc,0.0656577050685882,mriqc,gsr_y
24478,mriqc,0.0191379860043525,mriqc,gsr_y
24479,mriqc,0.0817385986447334,mriqc,gsr_y
24480,mriqc,0.050180833786726,mriqc,gsr_y
24481,mriqc,0.0175632461905479,mriqc,gsr_y
24482,mriqc,0.0906422734260559,mriqc,gsr_y
24483,mriqc,0.03530790284276,mriqc,gsr_y
24484,mriqc,0.0367914773523807,mriqc,gsr_y
24485,mriqc,0.0762722045183181,mriqc,gsr_y
24486,mriqc,0.0673655495047569,mriqc,gsr_y
24487,mriqc,0.0970938205718994,mriqc,gsr_y
24488,mriqc,0.0419270321726799,mriqc,gsr_y
24489,mriqc,0.0449645556509494,mriqc,gsr_y
24490,mriqc,0.0847088322043418,mriqc,gsr_y
24491,mriqc,0.0574257262051105,mriqc,gsr_y
24492,mriqc,0.0545299500226974,mriqc,gsr_y
24493,mriqc,0.0508445762097835,mriqc,gsr_y
24494,mriqc,0.0230975728482007,mriqc,gsr_y
24495,mriqc,0.0309846512973308,mriqc,gsr_y
24496,mriqc,0.0716047212481498,mriqc,gsr_y
24497,mriqc,0.0295640416443347,mriqc,gsr_y
24498,mriqc,0.022133357822895,mriqc,gsr_y
24499,mriqc,0.0363314598798751,mriqc,gsr_y
24500,mriqc,0.0593905411660671,mriqc,gsr_y
24501,mriqc,0.0364808402955532,mriqc,gsr_y
24502,mriqc,0.0288811866194009,mriqc,gsr_y
24503,mriqc,0.0432402975857257,mriqc,gsr_y
24504,mriqc,0.040461890399456,mriqc,gsr_y
24505,mriqc,0.0269425138831138,mriqc,gsr_y
24506,mriqc,0.0583172813057899,mriqc,gsr_y
24507,mriqc,0.0532289482653141,mriqc,gsr_y
24508,mriqc,0.026274224743247,mriqc,gsr_y
24509,mriqc,0.0229600630700588,mriqc,gsr_y
24510,mriqc,0.0668941587209701,mriqc,gsr_y
24511,mriqc,0.0464024357497692,mriqc,gsr_y
24512,mriqc,0.0789806023240089,mriqc,gsr_y
24513,mriqc,0.1001523733139038,mriqc,gsr_y
24514,mriqc,0.0420240089297294,mriqc,gsr_y
24515,mriqc,0.0273954309523105,mriqc,gsr_y
24516,mriqc,0.0658940523862838,mriqc,gsr_y
24517,mriqc,0.0988031774759292,mriqc,gsr_y
24518,mriqc,0.031630303710699,mriqc,gsr_y
24519,mriqc,0.0786046460270881,mriqc,gsr_y
24520,mriqc,0.0529901348054409,mriqc,gsr_y
24521,mriqc,0.0427241511642932,mriqc,gsr_y
24522,mriqc,0.0327520444989204,mriqc,gsr_y
24523,mriqc,0.0406480096280574,mriqc,gsr_y
24524,mriqc,0.0709120482206344,mriqc,gsr_y
24525,mriqc,0.0585325695574283,mriqc,gsr_y
24526,mriqc,0.0302941147238016,mriqc,gsr_y
24527,mriqc,0.0390801690518856,mriqc,gsr_y
24528,mriqc,0.0397264026105403,mriqc,gsr_y
24529,mriqc,0.0374765060842037,mriqc,gsr_y
24530,mriqc,0.1090936213731765,mriqc,gsr_y
24531,mriqc,0.0522794909775257,mriqc,gsr_y
24532,mriqc,0.0302633214741945,mriqc,gsr_y
24533,mriqc,0.0210678465664386,mriqc,gsr_y
24534,mriqc,0.0478356853127479,mriqc,gsr_y
24535,mriqc,0.0340394414961338,mriqc,gsr_y
24536,mriqc,0.0537412278354167,mriqc,gsr_y
24537,mriqc,0.0507498085498809,mriqc,gsr_y
24538,mriqc,0.0284238196909427,mriqc,gsr_y
24539,mriqc,0.0581914708018302,mriqc,gsr_y
24540,mriqc,0.04710179194808,mriqc,gsr_y
24541,mriqc,0.0677720829844474,mriqc,gsr_y
24542,mriqc,0.0254200752824544,mriqc,gsr_y
24543,mriqc,0.0208903551101684,mriqc,gsr_y
24544,mriqc,0.0232424233108758,mriqc,gsr_y
24545,mriqc,0.0286737401038408,mriqc,gsr_y
24546,mriqc,0.0658983662724495,mriqc,gsr_y
24547,mriqc,0.0363464020192623,mriqc,gsr_y
24548,mriqc,0.0247240550816059,mriqc,gsr_y
24549,mriqc,0.0327072441577911,mriqc,gsr_y
24550,mriqc,0.0436222031712532,mriqc,gsr_y
24551,mriqc,0.0741012245416641,mriqc,gsr_y
24552,mriqc,0.0381201170384883,mriqc,gsr_y
24553,mriqc,0.03826704621315,mriqc,gsr_y
24554,mriqc,0.0303071234375238,mriqc,gsr_y
24555,mriqc,0.0359656922519207,mriqc,gsr_y
24556,mriqc,0.0211814772337675,mriqc,gsr_y
24557,mriqc,0.0459900647401809,mriqc,gsr_y
24558,mriqc,0.0388341173529624,mriqc,gsr_y
24559,mriqc,0.0690648481249809,mriqc,gsr_y
24560,mriqc,0.0473836064338684,mriqc,gsr_y
24561,mriqc,0.0441797450184822,mriqc,gsr_y
24562,mriqc,0.0346460714936256,mriqc,gsr_y
24563,mriqc,0.0520028658211231,mriqc,gsr_y
24564,mriqc,0.0341822877526283,mriqc,gsr_y
24565,mriqc,0.0310440920293331,mriqc,gsr_y
24566,mriqc,0.0667524710297584,mriqc,gsr_y
24567,mriqc,0.0489396937191486,mriqc,gsr_y
24568,mriqc,0.0732004567980766,mriqc,gsr_y
24569,mriqc,0.0595847554504871,mriqc,gsr_y
24570,mriqc,0.0337404683232307,mriqc,gsr_y
24571,mriqc,0.0521532967686653,mriqc,gsr_y
24572,mriqc,0.0625950843095779,mriqc,gsr_y
24573,mriqc,0.0339334681630134,mriqc,gsr_y
24574,mriqc,0.0800588726997375,mriqc,gsr_y
24575,mriqc,0.0493003539741039,mriqc,gsr_y
24576,mriqc,0.0637014880776405,mriqc,gsr_y
24577,mriqc,0.1147346571087837,mriqc,gsr_y
24578,mriqc,0.1067497879266738,mriqc,gsr_y
24579,mriqc,0.0478696152567863,mriqc,gsr_y
24580,mriqc,0.0183216892182827,mriqc,gsr_y
24581,mriqc,0.0617084503173828,mriqc,gsr_y
24582,mriqc,0.016715433448553,mriqc,gsr_y
24583,mriqc,0.0591748133301734,mriqc,gsr_y
24584,mriqc,0.0784443616867065,mriqc,gsr_y
24585,mriqc,0.0257363896816968,mriqc,gsr_y
24586,mriqc,0.0321845896542072,mriqc,gsr_y
24587,mriqc,0.030866801738739,mriqc,gsr_y
24588,mriqc,0.0507774762809276,mriqc,gsr_y
24589,mriqc,0.0349874980747699,mriqc,gsr_y
24590,mriqc,0.0320834927260875,mriqc,gsr_y
24591,mriqc,0.0219003483653068,mriqc,gsr_y
24592,mriqc,0.0563657619059085,mriqc,gsr_y
24593,mriqc,0.0397682003676891,mriqc,gsr_y
24594,mriqc,0.0227570552378892,mriqc,gsr_y
24595,mriqc,0.0464063100516796,mriqc,gsr_y
24596,mriqc,0.0545968674123287,mriqc,gsr_y
24597,mriqc,0.0804706662893295,mriqc,gsr_y
24598,mriqc,0.0639287158846855,mriqc,gsr_y
24599,mriqc,0.0445032157003879,mriqc,gsr_y
24600,mriqc,0.0648328512907028,mriqc,gsr_y
24601,mriqc,0.0524988584220409,mriqc,gsr_y
24602,mriqc,0.1357960104942321,mriqc,gsr_y
24603,mriqc,0.0291335768997669,mriqc,gsr_y
24604,mriqc,0.0365846566855907,mriqc,gsr_y
24605,mriqc,0.0588116720318794,mriqc,gsr_y
24606,mriqc,0.0438390634953975,mriqc,gsr_y
24607,mriqc,0.0475745163857936,mriqc,gsr_y
24608,mriqc,0.0542195998132228,mriqc,gsr_y
24609,mriqc,0.0514065660536289,mriqc,gsr_y
24610,mriqc,0.0697673857212066,mriqc,gsr_y
24611,mriqc,0.0145905436947941,mriqc,gsr_y
24612,mriqc,0.0408096387982368,mriqc,gsr_y
24613,mriqc,0.0303823463618755,mriqc,gsr_y
24614,mriqc,0.0350877530872821,mriqc,gsr_y
24615,mriqc,0.014487606473267,mriqc,gsr_y
24616,mriqc,0.0698626190423965,mriqc,gsr_y
24617,mriqc,0.0709697976708412,mriqc,gsr_y
24618,mriqc,0.0701214298605918,mriqc,gsr_y
24619,mriqc,0.0358194261789321,mriqc,gsr_y
24620,mriqc,0.0626368224620819,mriqc,gsr_y
24621,mriqc,0.0487023293972015,mriqc,gsr_y
24622,mriqc,0.0356690064072608,mriqc,gsr_y
24623,mriqc,0.0559864193201065,mriqc,gsr_y
24624,mriqc,0.0445470586419105,mriqc,gsr_y
24625,mriqc,0.0593745447695255,mriqc,gsr_y
24626,mriqc,0.0263109691441059,mriqc,gsr_y
24627,mriqc,0.0612583421170711,mriqc,gsr_y
24628,mriqc,0.0565383434295654,mriqc,gsr_y
24629,mriqc,0.0712620243430137,mriqc,gsr_y
24630,mriqc,0.036222867667675,mriqc,gsr_y
24631,mriqc,0.0368373952805995,mriqc,gsr_y
24632,mriqc,0.042400237172842,mriqc,gsr_y
24633,mriqc,0.0541800186038017,mriqc,gsr_y
24634,mriqc,0.0695481598377227,mriqc,gsr_y
24635,mriqc,0.0323690436780452,mriqc,gsr_y
24636,mriqc,0.0705222114920616,mriqc,gsr_y
24637,mriqc,0.0467249043285846,mriqc,gsr_y
24638,mriqc,0.01892651617527,mriqc,gsr_y
24639,mriqc,0.048712745308876,mriqc,gsr_y
24640,mriqc,0.0425544157624244,mriqc,gsr_y
24641,mriqc,0.0294312145560979,mriqc,gsr_y
24642,mriqc,0.0670830756425857,mriqc,gsr_y
24643,mriqc,0.0236714165657758,mriqc,gsr_y
24644,mriqc,0.0736066475510597,mriqc,gsr_y
24645,mriqc,0.0779675543308258,mriqc,gsr_y
24646,mriqc,0.0351514890789985,mriqc,gsr_y
24647,mriqc,0.0849146097898483,mriqc,gsr_y
24648,mriqc,0.0475259684026241,mriqc,gsr_y
24649,mriqc,0.0231558624655008,mriqc,gsr_y
24650,mriqc,0.0431236252188682,mriqc,gsr_y
24651,mriqc,0.1153183504939079,mriqc,gsr_y
24652,mriqc,0.0295052621513605,mriqc,gsr_y
24653,mriqc,0.0590642131865024,mriqc,gsr_y
24654,mriqc,0.0311738830059766,mriqc,gsr_y
24655,mriqc,0.0543244145810604,mriqc,gsr_y
24656,mriqc,0.0455956608057022,mriqc,gsr_y
24657,mriqc,0.0447020046412944,mriqc,gsr_y
24658,mriqc,0.0237901099026203,mriqc,gsr_y
24659,mriqc,0.0266368389129638,mriqc,gsr_y
24660,mriqc,0.0711209997534751,mriqc,gsr_y
24661,mriqc,0.1056399792432785,mriqc,gsr_y
24662,mriqc,0.0823058560490608,mriqc,gsr_y
24663,mriqc,0.0820827782154083,mriqc,gsr_y
24664,mriqc,0.0459139011800289,mriqc,gsr_y
24665,mriqc,0.0700445026159286,mriqc,gsr_y
24666,mriqc,0.0302582457661628,mriqc,gsr_y
24667,mriqc,0.0520361140370368,mriqc,gsr_y
24668,mriqc,0.0212579779326915,mriqc,gsr_y
24669,mriqc,0.028873786330223,mriqc,gsr_y
24670,mriqc,0.0254054758697748,mriqc,gsr_y
24671,mriqc,0.0290474519133567,mriqc,gsr_y
24672,mriqc,0.0453769341111183,mriqc,gsr_y
24673,mriqc,0.0273362603038549,mriqc,gsr_y
24674,mriqc,0.0673647597432136,mriqc,gsr_y
24675,mriqc,0.0298510268330574,mriqc,gsr_y
24676,mriqc,0.0401852279901504,mriqc,gsr_y
24677,mriqc,0.0314309448003768,mriqc,gsr_y
24678,mriqc,0.0735240206122398,mriqc,gsr_y
24679,mriqc,0.0428798347711563,mriqc,gsr_y
24680,mriqc,0.0178027879446744,mriqc,gsr_y
24681,mriqc,0.0195521507412195,mriqc,gsr_y
24682,mriqc,0.0452722646296024,mriqc,gsr_y
24683,mriqc,0.0742800310254097,mriqc,gsr_y
24684,mriqc,0.0817819461226463,mriqc,gsr_y
24685,mriqc,0.0532023198902606,mriqc,gsr_y
24686,mriqc,0.0503490157425403,mriqc,gsr_y
24687,mriqc,0.0459392480552196,mriqc,gsr_y
24688,mriqc,0.0238526724278926,mriqc,gsr_y
24689,mriqc,0.0551840141415596,mriqc,gsr_y
24690,mriqc,0.0364506244659423,mriqc,gsr_y
24691,mriqc,0.0360441692173481,mriqc,gsr_y
24692,mriqc,0.1055226549506187,mriqc,gsr_y
24693,mriqc,0.0654158219695091,mriqc,gsr_y
24694,mriqc,0.049773059785366,mriqc,gsr_y
24695,mriqc,0.071344256401062,mriqc,gsr_y
24696,mriqc,0.0555731393396854,mriqc,gsr_y
24697,mriqc,0.0315411202609539,mriqc,gsr_y
24698,mriqc,0.0545132271945476,mriqc,gsr_y
24699,mriqc,0.025958577170968,mriqc,gsr_y
24700,mriqc,0.0364745445549488,mriqc,gsr_y
24701,mriqc,0.0423686392605304,mriqc,gsr_y
24702,mriqc,0.0134855043143033,mriqc,gsr_y
24703,mriqc,0.0563826411962509,mriqc,gsr_y
24704,mriqc,0.0283880550414323,mriqc,gsr_y
24705,mriqc,0.0448060482740402,mriqc,gsr_y
24706,mriqc,0.073487676680088,mriqc,gsr_y
24707,mriqc,0.0701581016182899,mriqc,gsr_y
24708,mriqc,0.0452205762267112,mriqc,gsr_y
24709,mriqc,0.0366695150732994,mriqc,gsr_y
24710,mriqc,0.0702823176980018,mriqc,gsr_y
24711,mriqc,0.0478363931179046,mriqc,gsr_y
24712,mriqc,0.0388620980083942,mriqc,gsr_y
24713,mriqc,0.0595914050936698,mriqc,gsr_y
24714,mriqc,0.0533660463988781,mriqc,gsr_y
24715,mriqc,0.0511313155293464,mriqc,gsr_y
24716,mriqc,0.0392109230160713,mriqc,gsr_y
24717,mriqc,0.0394918285310268,mriqc,gsr_y
24718,mriqc,0.0367650464177131,mriqc,gsr_y
24719,mriqc,0.0518831945955753,mriqc,gsr_y
24720,mriqc,0.0743473544716835,mriqc,gsr_y
24721,mriqc,0.0345768630504608,mriqc,gsr_y
24722,mriqc,0.0369607284665107,mriqc,gsr_y
24723,mriqc,0.0892859473824501,mriqc,gsr_y
24724,mriqc,0.0559629835188388,mriqc,gsr_y
24725,mriqc,0.0430154725909233,mriqc,gsr_y
24726,mriqc,0.0599126107990741,mriqc,gsr_y
24727,mriqc,0.0863066017627716,mriqc,gsr_y
24728,mriqc,0.0649834871292114,mriqc,gsr_y
24729,mriqc,0.0546353049576282,mriqc,gsr_y
24730,mriqc,0.0516766607761383,mriqc,gsr_y
24731,mriqc,0.0348677262663841,mriqc,gsr_y
24732,mriqc,0.0605136714875698,mriqc,gsr_y
24733,mriqc,0.0821836665272712,mriqc,gsr_y
24734,mriqc,0.0529652647674083,mriqc,gsr_y
24735,mriqc,0.0243739560246467,mriqc,gsr_y
24736,mriqc,0.0391136147081851,mriqc,gsr_y
24737,mriqc,0.0347666330635547,mriqc,gsr_y
24738,mriqc,0.0277900211513042,mriqc,gsr_y
24739,mriqc,0.0579825863242149,mriqc,gsr_y
24740,mriqc,0.0295956879854202,mriqc,gsr_y
24741,mriqc,0.0652786642313003,mriqc,gsr_y
24742,mriqc,0.0271262656897306,mriqc,gsr_y
24743,mriqc,0.0481415838003158,mriqc,gsr_y
24744,mriqc,0.0594068430364131,mriqc,gsr_y
24745,mriqc,0.0338490828871727,mriqc,gsr_y
24746,mriqc,0.0340288504958152,mriqc,gsr_y
24747,mriqc,0.0453862622380256,mriqc,gsr_y
24748,mriqc,0.0425650030374527,mriqc,gsr_y
24749,mriqc,0.0241129212081432,mriqc,gsr_y
24750,mriqc,0.0485297553241252,mriqc,gsr_y
24751,mriqc,0.0544033236801624,mriqc,gsr_y
24752,mriqc,0.0544729083776474,mriqc,gsr_y
24753,mriqc,0.0372817069292068,mriqc,gsr_y
24754,mriqc,0.0482451878488063,mriqc,gsr_y
24755,mriqc,0.0453157238662242,mriqc,gsr_y
24756,mriqc,0.0291743632405996,mriqc,gsr_y
24757,mriqc,0.0484563931822776,mriqc,gsr_y
24758,mriqc,0.045968797057867,mriqc,gsr_y
24759,mriqc,0.037052072584629,mriqc,gsr_y
24760,mriqc,0.0632426589727401,mriqc,gsr_y
24761,mriqc,0.0531033165752887,mriqc,gsr_y
24762,mriqc,0.0716343447566032,mriqc,gsr_y
24763,mriqc,0.0577422268688678,mriqc,gsr_y
24764,mriqc,0.0301660764962434,mriqc,gsr_y
24765,mriqc,0.0420515425503253,mriqc,gsr_y
24766,mriqc,0.029732596129179,mriqc,gsr_y
24767,mriqc,0.0518066398799419,mriqc,gsr_y
24768,mriqc,0.0577443614602088,mriqc,gsr_y
24769,mriqc,0.0458230264484882,mriqc,gsr_y
24770,mriqc,0.0291873440146446,mriqc,gsr_y
24771,mriqc,0.0226329024881124,mriqc,gsr_y
24772,mriqc,0.0173908323049545,mriqc,gsr_y
24773,mriqc,0.0395634658634662,mriqc,gsr_y
24774,mriqc,0.0863193571567535,mriqc,gsr_y
24775,mriqc,0.0554289072751998,mriqc,gsr_y
24776,mriqc,0.0273988954722881,mriqc,gsr_y
24777,mriqc,0.024372125044465,mriqc,gsr_y
24778,mriqc,0.0503901690244674,mriqc,gsr_y
24779,mriqc,0.0405855327844619,mriqc,gsr_y
24780,mriqc,0.0775131955742836,mriqc,gsr_y
24781,mriqc,0.0874643251299858,mriqc,gsr_y
