,compare,aor,task,data type
16524,mriqc,0.00087005,mriqc,aor
16525,mriqc,0.001199375,mriqc,aor
16526,mriqc,0.0007051388888888,mriqc,aor
16527,mriqc,0.0010330894308943,mriqc,aor
16528,mriqc,0.0007116260162601,mriqc,aor
16529,mriqc,0.0002905416666666,mriqc,aor
16530,mriqc,0.0008994444444444,mriqc,aor
16531,mriqc,0.0008486111111111,mriqc,aor
16532,mriqc,0.0006456944444444,mriqc,aor
16533,mriqc,0.0004939,mriqc,aor
16534,mriqc,0.0025259887005649,mriqc,aor
16535,mriqc,0.0006910569105691,mriqc,aor
16536,mriqc,0.0005078861788617,mriqc,aor
16537,mriqc,0.000615,mriqc,aor
16538,mriqc,0.0012383333333333,mriqc,aor
16539,mriqc,0.0006880555555555,mriqc,aor
16540,mriqc,0.0007538194444444,mriqc,aor
16541,mriqc,0.0008055555555555,mriqc,aor
16542,mriqc,0.0010079861111111,mriqc,aor
16543,mriqc,0.0006133,mriqc,aor
16544,mriqc,0.0008605084745762,mriqc,aor
16545,mriqc,0.0009245833333333,mriqc,aor
16546,mriqc,0.0008984722222222,mriqc,aor
16547,mriqc,0.0007094308943089,mriqc,aor
16548,mriqc,0.0009009349593495,mriqc,aor
16549,mriqc,0.00133875,mriqc,aor
16550,mriqc,0.0008288194444444,mriqc,aor
16551,mriqc,0.0005305416666666,mriqc,aor
16552,mriqc,0.0010871527777777,mriqc,aor
16553,mriqc,0.0007265536723163,mriqc,aor
16554,mriqc,0.0015437999999999,mriqc,aor
16555,mriqc,0.0007365853658536,mriqc,aor
16556,mriqc,0.0005679674796747,mriqc,aor
16557,mriqc,0.00066625,mriqc,aor
16558,mriqc,0.0003565416666666,mriqc,aor
16559,mriqc,0.0008111111111111,mriqc,aor
16560,mriqc,0.0009107638888888,mriqc,aor
16561,mriqc,0.000811875,mriqc,aor
16562,mriqc,0.0006927083333333,mriqc,aor
16563,mriqc,0.00095695,mriqc,aor
16564,mriqc,0.0027616949152542,mriqc,aor
16565,mriqc,0.0014707638888888,mriqc,aor
16566,mriqc,0.0012163888888888,mriqc,aor
16567,mriqc,0.0010272916666666,mriqc,aor
16568,mriqc,0.0018730894308943,mriqc,aor
16569,mriqc,0.0006991463414634,mriqc,aor
16570,mriqc,0.0011491463414634,mriqc,aor
16571,mriqc,0.0005314583333333,mriqc,aor
16572,mriqc,0.0021298611111111,mriqc,aor
16573,mriqc,0.0011696527777777,mriqc,aor
16574,mriqc,0.0007496610169491,mriqc,aor
16575,mriqc,0.00183535,mriqc,aor
16576,mriqc,0.0020824999999999,mriqc,aor
16577,mriqc,0.0009549305555555,mriqc,aor
16578,mriqc,0.0006521527777777,mriqc,aor
16579,mriqc,0.0007791666666666,mriqc,aor
16580,mriqc,0.001205162601626,mriqc,aor
16581,mriqc,0.0016633333333333,mriqc,aor
16582,mriqc,0.0006531944444444,mriqc,aor
16583,mriqc,0.000430875,mriqc,aor
16584,mriqc,0.0020819209039548,mriqc,aor
16585,mriqc,0.00197735,mriqc,aor
16586,mriqc,0.0039908333333333,mriqc,aor
16587,mriqc,0.0021304471544715,mriqc,aor
16588,mriqc,0.00249581300813,mriqc,aor
16589,mriqc,0.0013150416666666,mriqc,aor
16590,mriqc,0.0019043055555555,mriqc,aor
16591,mriqc,0.001066875,mriqc,aor
16592,mriqc,0.0035795833333333,mriqc,aor
16593,mriqc,0.002445,mriqc,aor
16594,mriqc,0.0007384745762711,mriqc,aor
16595,mriqc,0.0008172,mriqc,aor
16596,mriqc,0.0018082638888888,mriqc,aor
16597,mriqc,0.00043581300813,mriqc,aor
16598,mriqc,0.0004374390243902,mriqc,aor
16599,mriqc,0.0004393333333333,mriqc,aor
16600,mriqc,0.0016725,mriqc,aor
16601,mriqc,0.0007975694444444,mriqc,aor
16602,mriqc,0.0008435416666666,mriqc,aor
16603,mriqc,0.0007125694444444,mriqc,aor
16604,mriqc,0.0012614689265536,mriqc,aor
16605,mriqc,0.00083005,mriqc,aor
16606,mriqc,0.0010552845528455,mriqc,aor
16607,mriqc,0.0010971544715447,mriqc,aor
16608,mriqc,0.0010417916666666,mriqc,aor
16609,mriqc,0.0008461111111111,mriqc,aor
16610,mriqc,0.0014149305555555,mriqc,aor
16611,mriqc,0.00087125,mriqc,aor
16612,mriqc,0.001031875,mriqc,aor
16613,mriqc,0.00104375,mriqc,aor
16614,mriqc,0.00058775,mriqc,aor
16615,mriqc,0.0018107344632768,mriqc,aor
16616,mriqc,0.0005428048780487,mriqc,aor
16617,mriqc,0.0005671544715447,mriqc,aor
16618,mriqc,0.0018466666666666,mriqc,aor
16619,mriqc,0.0008057499999999,mriqc,aor
16620,mriqc,0.0015990972222222,mriqc,aor
16621,mriqc,0.0008991666666666,mriqc,aor
16622,mriqc,0.0006120833333333,mriqc,aor
16623,mriqc,0.0010914583333333,mriqc,aor
16624,mriqc,0.00562805,mriqc,aor
16625,mriqc,0.0004459887005649,mriqc,aor
16626,mriqc,0.0013421138211382,mriqc,aor
16627,mriqc,0.0016175203252032,mriqc,aor
16628,mriqc,0.0006970833333333,mriqc,aor
16629,mriqc,0.0013730555555555,mriqc,aor
16630,mriqc,0.0007845833333333,mriqc,aor
16631,mriqc,0.0020546527777777,mriqc,aor
16632,mriqc,0.0011600694444444,mriqc,aor
16633,mriqc,0.0015116666666666,mriqc,aor
16634,mriqc,0.0013857062146892,mriqc,aor
16635,mriqc,0.0025529,mriqc,aor
16636,mriqc,0.0081461805555555,mriqc,aor
16637,mriqc,0.0101291869918699,mriqc,aor
16638,mriqc,0.0084409349593495,mriqc,aor
16639,mriqc,0.0024188333333333,mriqc,aor
16640,mriqc,0.0019829861111111,mriqc,aor
16641,mriqc,0.0030289583333333,mriqc,aor
16642,mriqc,0.0056497222222222,mriqc,aor
16643,mriqc,0.0031361333333333,mriqc,aor
16644,mriqc,0.0110678531073446,mriqc,aor
16645,mriqc,0.0088170731707317,mriqc,aor
16646,mriqc,0.0127803658536585,mriqc,aor
16647,mriqc,0.0008441249999999,mriqc,aor
16648,mriqc,0.0054639583333333,mriqc,aor
16649,mriqc,0.0017711111111111,mriqc,aor
16650,mriqc,0.0088018749999999,mriqc,aor
16651,mriqc,0.0072588,mriqc,aor
16652,mriqc,0.0018809604519774,mriqc,aor
16653,mriqc,0.0009696527777777,mriqc,aor
16654,mriqc,0.0010189837398373,mriqc,aor
16655,mriqc,0.0011238194444444,mriqc,aor
16656,mriqc,0.0014172916666666,mriqc,aor
16657,mriqc,0.0008175694444444,mriqc,aor
16658,mriqc,0.0008450694444444,mriqc,aor
16659,mriqc,0.0022886,mriqc,aor
16660,mriqc,0.0006531073446327,mriqc,aor
16661,mriqc,0.0018261382113821,mriqc,aor
16662,mriqc,0.0008271666666666,mriqc,aor
16663,mriqc,0.0012770138888888,mriqc,aor
16664,mriqc,0.0035989430894308,mriqc,aor
16665,mriqc,0.0009955555555555,mriqc,aor
16666,mriqc,0.0008272222222222,mriqc,aor
16667,mriqc,0.0009285416666666,mriqc,aor
16668,mriqc,0.001444375,mriqc,aor
16669,mriqc,0.0039803472222222,mriqc,aor
16670,mriqc,0.0008575416666666,mriqc,aor
16671,mriqc,0.0012065040650406,mriqc,aor
16672,mriqc,0.00071825,mriqc,aor
16673,mriqc,0.0013528333333333,mriqc,aor
16674,mriqc,0.0008987005649717,mriqc,aor
16675,mriqc,0.0024796527777777,mriqc,aor
16676,mriqc,0.0037931944444444,mriqc,aor
16677,mriqc,0.00121875,mriqc,aor
16678,mriqc,0.0093302845528455,mriqc,aor
16679,mriqc,0.0008627777777777,mriqc,aor
16680,mriqc,0.0021869918699186,mriqc,aor
16681,mriqc,0.0012954861111111,mriqc,aor
16682,mriqc,0.00506955,mriqc,aor
16683,mriqc,0.0026570416666666,mriqc,aor
16684,mriqc,0.0052736723163841,mriqc,aor
16685,mriqc,0.0008695934959349,mriqc,aor
16686,mriqc,0.0005093902439024,mriqc,aor
16687,mriqc,0.0007947916666666,mriqc,aor
16688,mriqc,0.0008183333333333,mriqc,aor
16689,mriqc,0.0008716666666666,mriqc,aor
16690,mriqc,0.0008152083333333,mriqc,aor
16691,mriqc,0.0008110416666666,mriqc,aor
16692,mriqc,0.0007304999999999,mriqc,aor
16693,mriqc,0.0039761581920903,mriqc,aor
16694,mriqc,0.0004238333333333,mriqc,aor
16695,mriqc,0.0030960975609756,mriqc,aor
16696,mriqc,0.0039000694444444,mriqc,aor
16697,mriqc,0.0029429268292682,mriqc,aor
16698,mriqc,0.002986875,mriqc,aor
16699,mriqc,0.0019945138888888,mriqc,aor
16700,mriqc,0.0043829166666666,mriqc,aor
16701,mriqc,0.0015109722222222,mriqc,aor
16702,mriqc,0.0010375,mriqc,aor
16703,mriqc,0.0030417,mriqc,aor
16704,mriqc,0.0032549717514124,mriqc,aor
16705,mriqc,0.0011036805555555,mriqc,aor
16706,mriqc,0.0009729999999999,mriqc,aor
16707,mriqc,0.003232625,mriqc,aor
16708,mriqc,0.0024751666666666,mriqc,aor
16709,mriqc,0.0023240277777777,mriqc,aor
16710,mriqc,0.0011654166666666,mriqc,aor
16711,mriqc,0.0014409027777777,mriqc,aor
16712,mriqc,0.0020020138888888,mriqc,aor
16713,mriqc,0.00478125,mriqc,aor
16714,mriqc,0.0056453107344632,mriqc,aor
16715,mriqc,0.0023081944444444,mriqc,aor
16716,mriqc,0.0033708333333333,mriqc,aor
16717,mriqc,0.0013614583333333,mriqc,aor
16718,mriqc,0.0031245528455284,mriqc,aor
16719,mriqc,0.0055225694444444,mriqc,aor
16720,mriqc,0.003320487804878,mriqc,aor
16721,mriqc,0.0040352777777777,mriqc,aor
16722,mriqc,0.0045029166666666,mriqc,aor
16723,mriqc,0.0091956944444444,mriqc,aor
16724,mriqc,0.0017612994350282,mriqc,aor
16725,mriqc,0.0019812,mriqc,aor
16726,mriqc,0.0086170138888888,mriqc,aor
16727,mriqc,0.0071145833333333,mriqc,aor
16728,mriqc,0.0020974583333333,mriqc,aor
16729,mriqc,0.003975487804878,mriqc,aor
16730,mriqc,0.0044404166666666,mriqc,aor
16731,mriqc,0.0065007723577235,mriqc,aor
16732,mriqc,0.0016709027777777,mriqc,aor
16733,mriqc,0.0024838,mriqc,aor
16734,mriqc,0.0009197175141242,mriqc,aor
16735,mriqc,0.0006040650406504,mriqc,aor
16736,mriqc,0.0010711111111111,mriqc,aor
16737,mriqc,0.0014142361111111,mriqc,aor
16738,mriqc,0.0019295833333333,mriqc,aor
16739,mriqc,0.0011550694444444,mriqc,aor
16740,mriqc,0.002541875,mriqc,aor
16741,mriqc,0.0008877083333333,mriqc,aor
16742,mriqc,0.0005588211382113,mriqc,aor
16743,mriqc,0.0013859999999999,mriqc,aor
16744,mriqc,0.0009663333333333,mriqc,aor
16745,mriqc,0.0007081944444444,mriqc,aor
16746,mriqc,0.0007259027777777,mriqc,aor
16747,mriqc,0.0008376999999999,mriqc,aor
16748,mriqc,0.0009473446327683,mriqc,aor
16749,mriqc,0.0011328472222222,mriqc,aor
16750,mriqc,0.0009413888888888,mriqc,aor
16751,mriqc,0.0024416666666666,mriqc,aor
16752,mriqc,0.0009027642276422,mriqc,aor
16753,mriqc,0.0010836111111111,mriqc,aor
16754,mriqc,0.0007001666666666,mriqc,aor
16755,mriqc,0.0013159027777777,mriqc,aor
16756,mriqc,0.00108,mriqc,aor
16757,mriqc,0.0008762601626016,mriqc,aor
16758,mriqc,0.0023306779661016,mriqc,aor
16759,mriqc,0.0015133333333333,mriqc,aor
16760,mriqc,0.0032703472222222,mriqc,aor
16761,mriqc,0.0010434,mriqc,aor
16762,mriqc,0.0019155555555555,mriqc,aor
16763,mriqc,0.0023228472222222,mriqc,aor
16764,mriqc,0.00103081300813,mriqc,aor
16765,mriqc,0.0010824796747967,mriqc,aor
16766,mriqc,0.0019536111111111,mriqc,aor
16767,mriqc,0.0018192916666666,mriqc,aor
16768,mriqc,0.00051815,mriqc,aor
16769,mriqc,0.0012986440677966,mriqc,aor
16770,mriqc,0.0010491666666666,mriqc,aor
16771,mriqc,0.0005527083333333,mriqc,aor
16772,mriqc,0.0144018055555555,mriqc,aor
16773,mriqc,0.0006195833333333,mriqc,aor
16774,mriqc,0.0007843749999999,mriqc,aor
16775,mriqc,0.0008082638888888,mriqc,aor
16776,mriqc,0.00131775,mriqc,aor
16777,mriqc,0.0012367083333333,mriqc,aor
16778,mriqc,0.0095323684210526,mriqc,aor
16779,mriqc,0.0139656302521008,mriqc,aor
16780,mriqc,0.007514188034188,mriqc,aor
16781,mriqc,0.0088907017543859,mriqc,aor
16782,mriqc,0.0087646428571428,mriqc,aor
16783,mriqc,0.0048757407407407,mriqc,aor
16784,mriqc,0.0028253061224489,mriqc,aor
16785,mriqc,0.0017353448275862,mriqc,aor
16786,mriqc,0.0022484821428571,mriqc,aor
16787,mriqc,0.0024725862068965,mriqc,aor
16788,mriqc,0.0037469158878504,mriqc,aor
16789,mriqc,0.0055694642857142,mriqc,aor
16790,mriqc,0.0036036697247706,mriqc,aor
16791,mriqc,0.0081594392523364,mriqc,aor
16792,mriqc,0.0017036363636363,mriqc,aor
16793,mriqc,0.0018353703703703,mriqc,aor
16794,mriqc,0.0098264601769911,mriqc,aor
16795,mriqc,0.0039877064220183,mriqc,aor
16796,mriqc,0.0040425641025641,mriqc,aor
16797,mriqc,0.0049444339622641,mriqc,aor
16798,mriqc,0.004618125,mriqc,aor
16799,mriqc,0.002146814159292,mriqc,aor
16800,mriqc,0.00645375,mriqc,aor
16801,mriqc,0.0044910169491525,mriqc,aor
16802,mriqc,0.0056460344827586,mriqc,aor
16803,mriqc,0.0064462037037037,mriqc,aor
16804,mriqc,0.0030722222222222,mriqc,aor
16805,mriqc,0.0102009009009009,mriqc,aor
16806,mriqc,0.0026945714285714,mriqc,aor
16807,mriqc,0.0031126666666666,mriqc,aor
16808,mriqc,0.0027572727272727,mriqc,aor
16809,mriqc,0.0088589719626168,mriqc,aor
16810,mriqc,0.00985496,mriqc,aor
16811,mriqc,0.0084618918918918,mriqc,aor
16812,mriqc,0.0122177391304347,mriqc,aor
16813,mriqc,0.0084641071428571,mriqc,aor
16814,mriqc,0.0033375229357798,mriqc,aor
16815,mriqc,0.002834224137931,mriqc,aor
16816,mriqc,0.0139656896551724,mriqc,aor
16817,mriqc,0.0061286363636363,mriqc,aor
16818,mriqc,0.0033375229357798,mriqc,aor
16819,mriqc,0.002834224137931,mriqc,aor
16820,mriqc,0.0024758407079646,mriqc,aor
16821,mriqc,0.0024402727272727,mriqc,aor
16822,mriqc,0.0022461061946902,mriqc,aor
16823,mriqc,0.0042656880733944,mriqc,aor
16824,mriqc,0.0021005607476635,mriqc,aor
16825,mriqc,0.0088589719626168,mriqc,aor
16826,mriqc,0.00985496,mriqc,aor
16827,mriqc,0.0084618918918918,mriqc,aor
16828,mriqc,0.0122177391304347,mriqc,aor
16829,mriqc,0.0084641071428571,mriqc,aor
16830,mriqc,0.0052793865030674,mriqc,aor
16831,mriqc,0.002000490797546,mriqc,aor
16832,mriqc,0.0015757055214723,mriqc,aor
16833,mriqc,0.0015582822085889,mriqc,aor
16834,mriqc,0.0025695092024539,mriqc,aor
16835,mriqc,0.0016294478527607,mriqc,aor
16836,mriqc,0.0017908588957055,mriqc,aor
16837,mriqc,0.0027367484662576,mriqc,aor
16838,mriqc,0.0024288957055214,mriqc,aor
16839,mriqc,0.0012277914110429,mriqc,aor
16840,mriqc,0.0014038650306748,mriqc,aor
16841,mriqc,0.0005310429447852,mriqc,aor
16842,mriqc,0.0006658282208588,mriqc,aor
16843,mriqc,0.0024885889570552,mriqc,aor
16844,mriqc,0.0012445398773006,mriqc,aor
16845,mriqc,0.0020747239263803,mriqc,aor
16846,mriqc,0.0008793251533742,mriqc,aor
16847,mriqc,0.0013263803680981,mriqc,aor
16848,mriqc,0.0017969325153374,mriqc,aor
16849,mriqc,0.0039149079754601,mriqc,aor
16850,mriqc,0.0011206134969325,mriqc,aor
16851,mriqc,0.0011494478527607,mriqc,aor
16852,mriqc,0.0012430674846625,mriqc,aor
16853,mriqc,0.0008843558282208,mriqc,aor
16854,mriqc,0.0008091411042944,mriqc,aor
16855,mriqc,0.0006032515337423,mriqc,aor
16856,mriqc,0.000610981595092,mriqc,aor
16857,mriqc,0.0011376073619631,mriqc,aor
16858,mriqc,0.0006509202453987,mriqc,aor
16859,mriqc,0.0005700613496932,mriqc,aor
16860,mriqc,0.0007835582822085,mriqc,aor
16861,mriqc,0.0008057055214723,mriqc,aor
16862,mriqc,0.000673190184049,mriqc,aor
16863,mriqc,0.0008340490797546,mriqc,aor
16864,mriqc,0.0011158282208588,mriqc,aor
16865,mriqc,0.0012035582822085,mriqc,aor
16866,mriqc,0.0006731288343558,mriqc,aor
16867,mriqc,0.0007765030674846,mriqc,aor
16868,mriqc,0.0006934969325153,mriqc,aor
16869,mriqc,0.0011044785276073,mriqc,aor
16870,mriqc,0.0004885276073619,mriqc,aor
16871,mriqc,0.0029168711656441,mriqc,aor
16872,mriqc,0.0006171165644171,mriqc,aor
16873,mriqc,0.002382208588957,mriqc,aor
16874,mriqc,0.0013844785276073,mriqc,aor
16875,mriqc,0.0021951533742331,mriqc,aor
16876,mriqc,0.0011425766871165,mriqc,aor
16877,mriqc,0.001053926380368,mriqc,aor
16878,mriqc,0.0006296319018404,mriqc,aor
16879,mriqc,0.0007045398773006,mriqc,aor
16880,mriqc,0.0006993251533742,mriqc,aor
16881,mriqc,0.0009990797546012,mriqc,aor
16882,mriqc,0.0009998773006134,mriqc,aor
16883,mriqc,0.0047554744525547,mriqc,aor
16884,mriqc,0.0006754601226993,mriqc,aor
16885,mriqc,0.0013691411042944,mriqc,aor
16886,mriqc,0.0009668098159509,mriqc,aor
16887,mriqc,0.0103075182481751,mriqc,aor
16888,mriqc,0.0011712883435582,mriqc,aor
16889,mriqc,0.0007688343558282,mriqc,aor
16890,mriqc,0.0010521472392638,mriqc,aor
16891,mriqc,0.0008423312883435,mriqc,aor
16892,mriqc,0.000732208588957,mriqc,aor
16893,mriqc,0.0005046012269938,mriqc,aor
16894,mriqc,0.000633926380368,mriqc,aor
16895,mriqc,0.0008903680981595,mriqc,aor
16896,mriqc,0.0010032515337423,mriqc,aor
16897,mriqc,0.0006208588957055,mriqc,aor
16898,mriqc,0.0005373006134969,mriqc,aor
16899,mriqc,0.0005497546012269,mriqc,aor
16900,mriqc,0.0006233128834355,mriqc,aor
16901,mriqc,0.0016468098159509,mriqc,aor
16902,mriqc,0.0012847239263803,mriqc,aor
16903,mriqc,0.0010952147239263,mriqc,aor
16904,mriqc,0.0012476073619631,mriqc,aor
16905,mriqc,0.0015906134969325,mriqc,aor
16906,mriqc,0.0018190797546012,mriqc,aor
16907,mriqc,0.0011942331288343,mriqc,aor
16908,mriqc,0.0010357668711656,mriqc,aor
16909,mriqc,0.0015060122699386,mriqc,aor
16910,mriqc,0.0095323684210526,mriqc,aor
16911,mriqc,0.0139656302521008,mriqc,aor
16912,mriqc,0.0011541104294478,mriqc,aor
16913,mriqc,0.0019863803680981,mriqc,aor
16914,mriqc,0.0005928834355828,mriqc,aor
16915,mriqc,0.007514188034188,mriqc,aor
16916,mriqc,0.0088907017543859,mriqc,aor
16917,mriqc,0.0087646428571428,mriqc,aor
16918,mriqc,0.0005271165644171,mriqc,aor
16919,mriqc,0.0014975460122699,mriqc,aor
16920,mriqc,0.0013946625766871,mriqc,aor
16921,mriqc,0.000743435582822,mriqc,aor
16922,mriqc,0.0011101840490797,mriqc,aor
16923,mriqc,0.0011599386503067,mriqc,aor
16924,mriqc,0.0015976073619631,mriqc,aor
16925,mriqc,0.0005364417177914,mriqc,aor
16926,mriqc,0.0018763190184049,mriqc,aor
16927,mriqc,0.0015391411042944,mriqc,aor
16928,mriqc,0.0010112883435582,mriqc,aor
16929,mriqc,0.0012384662576687,mriqc,aor
16930,mriqc,0.0012168098159509,mriqc,aor
16931,mriqc,0.0021248466257668,mriqc,aor
16932,mriqc,0.0012753374233128,mriqc,aor
16933,mriqc,0.0019921472392638,mriqc,aor
16934,mriqc,0.0018806134969325,mriqc,aor
16935,mriqc,0.0020187116564417,mriqc,aor
16936,mriqc,0.0026808588957055,mriqc,aor
16937,mriqc,0.0012810429447852,mriqc,aor
16938,mriqc,0.0016989570552147,mriqc,aor
16939,mriqc,0.0022034969325153,mriqc,aor
16940,mriqc,0.0014120245398773,mriqc,aor
16941,mriqc,0.001332699386503,mriqc,aor
16942,mriqc,0.0048757407407407,mriqc,aor
16943,mriqc,0.0011964417177914,mriqc,aor
16944,mriqc,0.0043165644171779,mriqc,aor
16945,mriqc,0.0028253061224489,mriqc,aor
16946,mriqc,0.0017353448275862,mriqc,aor
16947,mriqc,0.0022484821428571,mriqc,aor
16948,mriqc,0.0024725862068965,mriqc,aor
16949,mriqc,0.00056,mriqc,aor
16950,mriqc,0.0005341104294478,mriqc,aor
16951,mriqc,0.0037469158878504,mriqc,aor
16952,mriqc,0.0006768098159509,mriqc,aor
16953,mriqc,0.0028574846625766,mriqc,aor
16954,mriqc,0.0013926380368098,mriqc,aor
16955,mriqc,0.0033471779141104,mriqc,aor
16956,mriqc,0.0031596319018404,mriqc,aor
16957,mriqc,0.0011797546012269,mriqc,aor
16958,mriqc,0.0007107975460122,mriqc,aor
16959,mriqc,0.0030214110429447,mriqc,aor
16960,mriqc,0.0034761963190184,mriqc,aor
16961,mriqc,0.0016492638036809,mriqc,aor
16962,mriqc,0.0014746625766871,mriqc,aor
16963,mriqc,0.0055694642857142,mriqc,aor
16964,mriqc,0.0020383435582822,mriqc,aor
16965,mriqc,0.0047070552147239,mriqc,aor
16966,mriqc,0.0031310429447852,mriqc,aor
16967,mriqc,0.003741963190184,mriqc,aor
16968,mriqc,0.0062093865030674,mriqc,aor
16969,mriqc,0.0030163803680981,mriqc,aor
16970,mriqc,0.0005163803680981,mriqc,aor
16971,mriqc,0.0027535582822085,mriqc,aor
16972,mriqc,0.0014227607361963,mriqc,aor
16973,mriqc,0.0007464417177914,mriqc,aor
16974,mriqc,0.002972699386503,mriqc,aor
16975,mriqc,0.0027970552147239,mriqc,aor
16976,mriqc,0.0029085889570552,mriqc,aor
16977,mriqc,0.0008295092024539,mriqc,aor
16978,mriqc,0.0042368711656441,mriqc,aor
16979,mriqc,0.0013481595092024,mriqc,aor
16980,mriqc,0.0016793251533742,mriqc,aor
16981,mriqc,0.0036036697247706,mriqc,aor
16982,mriqc,0.0081594392523364,mriqc,aor
16983,mriqc,0.0017036363636363,mriqc,aor
16984,mriqc,0.0018353703703703,mriqc,aor
16985,mriqc,0.0008198159509202,mriqc,aor
16986,mriqc,0.0006384049079754,mriqc,aor
16987,mriqc,0.0074634905660377,mriqc,aor
16988,mriqc,0.0005837423312883,mriqc,aor
16989,mriqc,0.0098264601769911,mriqc,aor
16990,mriqc,0.0039877064220183,mriqc,aor
16991,mriqc,0.0020867484662576,mriqc,aor
16992,mriqc,0.0040425641025641,mriqc,aor
16993,mriqc,0.0032480368098159,mriqc,aor
16994,mriqc,0.001713680981595,mriqc,aor
16995,mriqc,0.0049444339622641,mriqc,aor
16996,mriqc,0.004618125,mriqc,aor
16997,mriqc,0.002146814159292,mriqc,aor
16998,mriqc,0.0018807975460122,mriqc,aor
16999,mriqc,0.0023874846625766,mriqc,aor
17000,mriqc,0.0014844785276073,mriqc,aor
17001,mriqc,0.0017509202453987,mriqc,aor
17002,mriqc,0.0016550920245398,mriqc,aor
17003,mriqc,0.001130981595092,mriqc,aor
17004,mriqc,0.0008964417177914,mriqc,aor
17005,mriqc,0.0006471779141104,mriqc,aor
17006,mriqc,0.0007469938650306,mriqc,aor
17007,mriqc,0.0009262576687116,mriqc,aor
17008,mriqc,0.000633435582822,mriqc,aor
17009,mriqc,0.0005962576687116,mriqc,aor
17010,mriqc,0.0005274846625766,mriqc,aor
17011,mriqc,0.000483680981595,mriqc,aor
17012,mriqc,0.000460736196319,mriqc,aor
17013,mriqc,0.0004370552147239,mriqc,aor
17014,mriqc,0.0006743558282208,mriqc,aor
17015,mriqc,0.0004442944785276,mriqc,aor
17016,mriqc,0.00645375,mriqc,aor
17017,mriqc,0.0005909202453987,mriqc,aor
17018,mriqc,0.0007333742331288,mriqc,aor
17019,mriqc,0.0003943558282208,mriqc,aor
17020,mriqc,0.0006996319018404,mriqc,aor
17021,mriqc,0.0005596319018404,mriqc,aor
17022,mriqc,0.0005838650306748,mriqc,aor
17023,mriqc,0.0044910169491525,mriqc,aor
17024,mriqc,0.0056460344827586,mriqc,aor
17025,mriqc,0.0064462037037037,mriqc,aor
17026,mriqc,0.0030722222222222,mriqc,aor
17027,mriqc,0.0007049693251533,mriqc,aor
17028,mriqc,0.0102009009009009,mriqc,aor
17029,mriqc,0.0004747239263803,mriqc,aor
17030,mriqc,0.0026945714285714,mriqc,aor
17031,mriqc,0.0031126666666666,mriqc,aor
17032,mriqc,0.0014232515337423,mriqc,aor
17033,mriqc,0.0027572727272727,mriqc,aor
17034,mriqc,0.0004949079754601,mriqc,aor
17035,mriqc,0.0006496932515337,mriqc,aor
17036,mriqc,0.0017992024539877,mriqc,aor
17037,mriqc,0.0006498159509202,mriqc,aor
17038,mriqc,0.0010993865030674,mriqc,aor
17039,mriqc,0.0007269325153374,mriqc,aor
17040,mriqc,0.0005368098159509,mriqc,aor
17041,mriqc,0.0006006134969325,mriqc,aor
17042,mriqc,0.0006037423312883,mriqc,aor
17043,mriqc,0.0004747239263803,mriqc,aor
17044,mriqc,0.0007955214723926,mriqc,aor
17045,mriqc,0.0023415950920245,mriqc,aor
17046,mriqc,0.0021715337423312,mriqc,aor
17047,mriqc,0.001321472392638,mriqc,aor
17048,mriqc,0.0007295705521472,mriqc,aor
17049,mriqc,0.0043573006134969,mriqc,aor
17050,mriqc,0.000811226993865,mriqc,aor
17051,mriqc,0.0007670552147239,mriqc,aor
17052,mriqc,0.0005491411042944,mriqc,aor
17053,mriqc,0.009794854368932,mriqc,aor
17054,mriqc,0.011245922330097,mriqc,aor
17055,mriqc,0.0060128846153846,mriqc,aor
17056,mriqc,0.005671914893617,mriqc,aor
17057,mriqc,0.0061521782178217,mriqc,aor
17058,mriqc,0.0060622047244094,mriqc,aor
17059,mriqc,0.0020162937062937,mriqc,aor
17060,mriqc,0.0055783333333333,mriqc,aor
17061,mriqc,0.0019706818181818,mriqc,aor
17062,mriqc,0.0040655072463768,mriqc,aor
17063,mriqc,0.0022111029411764,mriqc,aor
17064,mriqc,0.0056763120567375,mriqc,aor
17065,mriqc,0.0066233793103448,mriqc,aor
17066,mriqc,0.0030421774193548,mriqc,aor
17067,mriqc,0.0045895283018867,mriqc,aor
17068,mriqc,0.0052793865030674,mriqc,aor
17069,mriqc,0.002000490797546,mriqc,aor
17070,mriqc,0.0015757055214723,mriqc,aor
17071,mriqc,0.0015582822085889,mriqc,aor
17072,mriqc,0.0025695092024539,mriqc,aor
17073,mriqc,0.0016294478527607,mriqc,aor
17074,mriqc,0.0017908588957055,mriqc,aor
17075,mriqc,0.0027367484662576,mriqc,aor
17076,mriqc,0.0024288957055214,mriqc,aor
17077,mriqc,0.0012277914110429,mriqc,aor
17078,mriqc,0.0014038650306748,mriqc,aor
17079,mriqc,0.0005310429447852,mriqc,aor
17080,mriqc,0.0006658282208588,mriqc,aor
17081,mriqc,0.0024885889570552,mriqc,aor
17082,mriqc,0.0012445398773006,mriqc,aor
17083,mriqc,0.0020747239263803,mriqc,aor
17084,mriqc,0.0008793251533742,mriqc,aor
17085,mriqc,0.0013263803680981,mriqc,aor
17086,mriqc,0.0017969325153374,mriqc,aor
17087,mriqc,0.0039149079754601,mriqc,aor
17088,mriqc,0.0032676041666666,mriqc,aor
17089,mriqc,0.0011206134969325,mriqc,aor
