,compare,gcor,task,data type
1570,mriqc,0.109219,mriqc,gcor
1571,mriqc,0.0280463,mriqc,gcor
1572,mriqc,0.0185325,mriqc,gcor
1573,mriqc,0.0565541,mriqc,gcor
1574,mriqc,0.0255212,mriqc,gcor
1575,mriqc,0.0111998,mriqc,gcor
1576,mriqc,0.0739125,mriqc,gcor
1577,mriqc,0.0337321,mriqc,gcor
1578,mriqc,0.0166179,mriqc,gcor
1579,mriqc,0.0113205,mriqc,gcor
1580,mriqc,0.0406074,mriqc,gcor
1581,mriqc,0.0124791,mriqc,gcor
1582,mriqc,0.0211679,mriqc,gcor
1583,mriqc,0.0294893,mriqc,gcor
1584,mriqc,0.0297672,mriqc,gcor
1585,mriqc,0.0381544,mriqc,gcor
1586,mriqc,0.0241217,mriqc,gcor
1587,mriqc,0.015965,mriqc,gcor
1588,mriqc,0.028456,mriqc,gcor
1589,mriqc,0.0752417,mriqc,gcor
1590,mriqc,0.0205501,mriqc,gcor
1591,mriqc,0.0344687,mriqc,gcor
1592,mriqc,0.0264648,mriqc,gcor
1593,mriqc,0.0325575,mriqc,gcor
1594,mriqc,0.0191619,mriqc,gcor
1595,mriqc,0.018935,mriqc,gcor
1596,mriqc,0.00654003,mriqc,gcor
1597,mriqc,0.0128916,mriqc,gcor
1598,mriqc,0.0423603,mriqc,gcor
1599,mriqc,0.0184863,mriqc,gcor
1600,mriqc,0.0103748,mriqc,gcor
1601,mriqc,0.0135003,mriqc,gcor
1602,mriqc,0.0141245,mriqc,gcor
1603,mriqc,0.0111214,mriqc,gcor
1604,mriqc,0.0149902,mriqc,gcor
1605,mriqc,0.0383251,mriqc,gcor
1606,mriqc,0.0134081,mriqc,gcor
1607,mriqc,0.0203658,mriqc,gcor
1608,mriqc,0.0142833,mriqc,gcor
1609,mriqc,0.0128271,mriqc,gcor
1610,mriqc,0.0114176,mriqc,gcor
1611,mriqc,0.024378,mriqc,gcor
1612,mriqc,0.0109244,mriqc,gcor
1613,mriqc,0.0210294,mriqc,gcor
1614,mriqc,0.0111815,mriqc,gcor
1615,mriqc,0.0247122,mriqc,gcor
1616,mriqc,0.0184346,mriqc,gcor
1617,mriqc,0.0104785,mriqc,gcor
1618,mriqc,0.0182617,mriqc,gcor
1619,mriqc,0.0116855,mriqc,gcor
1620,mriqc,0.0136517,mriqc,gcor
1621,mriqc,0.089161,mriqc,gcor
1622,mriqc,0.0122051,mriqc,gcor
1623,mriqc,0.0129519,mriqc,gcor
1624,mriqc,0.0115862,mriqc,gcor
1625,mriqc,0.00855608,mriqc,gcor
1626,mriqc,0.0205646,mriqc,gcor
1627,mriqc,0.00734028,mriqc,gcor
1628,mriqc,0.0362627,mriqc,gcor
1629,mriqc,0.0170218,mriqc,gcor
1630,mriqc,0.010671,mriqc,gcor
1631,mriqc,0.0266096,mriqc,gcor
1632,mriqc,0.0103579,mriqc,gcor
1633,mriqc,0.0128263,mriqc,gcor
1634,mriqc,0.0087612,mriqc,gcor
1635,mriqc,0.0217553,mriqc,gcor
1636,mriqc,0.022662,mriqc,gcor
1637,mriqc,0.014768,mriqc,gcor
1638,mriqc,0.0288074,mriqc,gcor
1639,mriqc,0.012369,mriqc,gcor
1640,mriqc,0.0313415,mriqc,gcor
1641,mriqc,0.0648287,mriqc,gcor
1642,mriqc,0.00987624,mriqc,gcor
1643,mriqc,0.0137271,mriqc,gcor
1644,mriqc,0.0135524,mriqc,gcor
1645,mriqc,0.0330812,mriqc,gcor
1646,mriqc,0.0600852,mriqc,gcor
1647,mriqc,0.0160497,mriqc,gcor
1648,mriqc,0.0182631,mriqc,gcor
1649,mriqc,0.0259125,mriqc,gcor
1650,mriqc,0.0104892,mriqc,gcor
1651,mriqc,0.0194777,mriqc,gcor
1652,mriqc,0.0849521,mriqc,gcor
1653,mriqc,0.0270496,mriqc,gcor
1654,mriqc,0.0107693,mriqc,gcor
1655,mriqc,0.00886902,mriqc,gcor
1656,mriqc,0.0378325,mriqc,gcor
1657,mriqc,0.0104043,mriqc,gcor
1658,mriqc,0.0592735,mriqc,gcor
1659,mriqc,0.0359308,mriqc,gcor
1660,mriqc,0.083287,mriqc,gcor
1661,mriqc,0.0219883,mriqc,gcor
1662,mriqc,0.056094,mriqc,gcor
1663,mriqc,0.0850617,mriqc,gcor
1664,mriqc,0.0528292,mriqc,gcor
1665,mriqc,0.0198645,mriqc,gcor
1666,mriqc,0.0123456,mriqc,gcor
1667,mriqc,0.0326618,mriqc,gcor
1668,mriqc,0.00993301,mriqc,gcor
1669,mriqc,0.0119538,mriqc,gcor
1670,mriqc,0.0152042,mriqc,gcor
1671,mriqc,0.0176842,mriqc,gcor
1672,mriqc,0.0215294,mriqc,gcor
1673,mriqc,0.0115481,mriqc,gcor
1674,mriqc,0.0271989,mriqc,gcor
1675,mriqc,0.0472391,mriqc,gcor
1676,mriqc,0.0122903,mriqc,gcor
1677,mriqc,0.0240214,mriqc,gcor
1678,mriqc,0.018005,mriqc,gcor
1679,mriqc,0.0349202,mriqc,gcor
1680,mriqc,0.0352299,mriqc,gcor
1681,mriqc,0.0151573,mriqc,gcor
1682,mriqc,0.045941,mriqc,gcor
1683,mriqc,0.0171938,mriqc,gcor
1684,mriqc,0.0400759,mriqc,gcor
1685,mriqc,0.00785597,mriqc,gcor
1686,mriqc,0.0161204,mriqc,gcor
1687,mriqc,0.0480708,mriqc,gcor
1688,mriqc,0.0357004,mriqc,gcor
1689,mriqc,0.0110962,mriqc,gcor
1690,mriqc,0.0379395,mriqc,gcor
1691,mriqc,0.0308889,mriqc,gcor
1692,mriqc,0.038297,mriqc,gcor
1693,mriqc,0.0211151,mriqc,gcor
1694,mriqc,0.0473078,mriqc,gcor
1695,mriqc,0.0338598,mriqc,gcor
1696,mriqc,0.0143746,mriqc,gcor
1697,mriqc,0.0230355,mriqc,gcor
1698,mriqc,0.0149366,mriqc,gcor
1699,mriqc,0.0122911,mriqc,gcor
1700,mriqc,0.0285769,mriqc,gcor
1701,mriqc,0.0327153,mriqc,gcor
1702,mriqc,0.0174296,mriqc,gcor
1703,mriqc,0.0121114,mriqc,gcor
1704,mriqc,0.067698,mriqc,gcor
1705,mriqc,0.0176013,mriqc,gcor
1706,mriqc,0.0179827,mriqc,gcor
1707,mriqc,0.0201794,mriqc,gcor
1708,mriqc,0.0253025,mriqc,gcor
1709,mriqc,0.0268938,mriqc,gcor
1710,mriqc,0.00741642,mriqc,gcor
1711,mriqc,0.0291884,mriqc,gcor
1712,mriqc,0.00705121,mriqc,gcor
1713,mriqc,0.0260382,mriqc,gcor
1714,mriqc,0.0165834,mriqc,gcor
1715,mriqc,0.0387164,mriqc,gcor
1716,mriqc,0.0133143,mriqc,gcor
1717,mriqc,0.0526442,mriqc,gcor
1718,mriqc,0.0161373,mriqc,gcor
1719,mriqc,0.0273222,mriqc,gcor
1720,mriqc,0.0283809,mriqc,gcor
1721,mriqc,0.0512652,mriqc,gcor
1722,mriqc,0.00820937,mriqc,gcor
1723,mriqc,0.0424709,mriqc,gcor
1724,mriqc,0.0749282,mriqc,gcor
1725,mriqc,0.0733334,mriqc,gcor
1726,mriqc,0.053228,mriqc,gcor
1727,mriqc,0.017887,mriqc,gcor
1728,mriqc,0.0197405,mriqc,gcor
1729,mriqc,0.0194965,mriqc,gcor
1730,mriqc,0.0487287,mriqc,gcor
1731,mriqc,0.0248362,mriqc,gcor
1732,mriqc,0.018102,mriqc,gcor
1733,mriqc,0.0193544,mriqc,gcor
1734,mriqc,0.0257912,mriqc,gcor
1735,mriqc,0.0690338,mriqc,gcor
1736,mriqc,0.0443542,mriqc,gcor
1737,mriqc,0.0971443,mriqc,gcor
1738,mriqc,0.0110686,mriqc,gcor
1739,mriqc,0.0425307,mriqc,gcor
1740,mriqc,0.016926,mriqc,gcor
1741,mriqc,0.0242805,mriqc,gcor
1742,mriqc,0.0240265,mriqc,gcor
1743,mriqc,0.0306795,mriqc,gcor
1744,mriqc,0.0710207,mriqc,gcor
1745,mriqc,0.0173277,mriqc,gcor
1746,mriqc,0.0204824,mriqc,gcor
1747,mriqc,0.0187619,mriqc,gcor
1748,mriqc,0.0179518,mriqc,gcor
1749,mriqc,0.0215416,mriqc,gcor
1750,mriqc,0.0396624,mriqc,gcor
1751,mriqc,0.042235,mriqc,gcor
1752,mriqc,0.0333545,mriqc,gcor
1753,mriqc,0.0362304,mriqc,gcor
1754,mriqc,0.0202,mriqc,gcor
1755,mriqc,0.0343938,mriqc,gcor
1756,mriqc,0.02976,mriqc,gcor
1757,mriqc,0.034068,mriqc,gcor
1758,mriqc,0.031383,mriqc,gcor
1759,mriqc,0.0483896,mriqc,gcor
1760,mriqc,0.0122433,mriqc,gcor
1761,mriqc,0.0215055,mriqc,gcor
1762,mriqc,0.0160356,mriqc,gcor
1763,mriqc,0.0327502,mriqc,gcor
1764,mriqc,0.0182752,mriqc,gcor
1765,mriqc,0.0218041,mriqc,gcor
1766,mriqc,0.0105182,mriqc,gcor
1767,mriqc,0.0409594,mriqc,gcor
1768,mriqc,0.0125579,mriqc,gcor
1769,mriqc,0.028475,mriqc,gcor
1770,mriqc,0.0485993,mriqc,gcor
1771,mriqc,0.0177987,mriqc,gcor
1772,mriqc,0.00938491,mriqc,gcor
1773,mriqc,0.0601088,mriqc,gcor
1774,mriqc,0.0228009,mriqc,gcor
1775,mriqc,0.066875,mriqc,gcor
1776,mriqc,0.0250047,mriqc,gcor
1777,mriqc,0.0676013,mriqc,gcor
1778,mriqc,0.0321912,mriqc,gcor
1779,mriqc,0.0354264,mriqc,gcor
1780,mriqc,0.0538651,mriqc,gcor
1781,mriqc,0.0694394,mriqc,gcor
1782,mriqc,0.0348899,mriqc,gcor
1783,mriqc,0.0164507,mriqc,gcor
1784,mriqc,0.00877959,mriqc,gcor
1785,mriqc,0.0353017,mriqc,gcor
1786,mriqc,0.0353118,mriqc,gcor
1787,mriqc,0.0325346,mriqc,gcor
1788,mriqc,0.0256653,mriqc,gcor
1789,mriqc,0.00874487,mriqc,gcor
1790,mriqc,0.0365192,mriqc,gcor
1791,mriqc,0.0152384,mriqc,gcor
1792,mriqc,0.0980154,mriqc,gcor
1793,mriqc,0.0618715,mriqc,gcor
1794,mriqc,0.0233782,mriqc,gcor
1795,mriqc,0.0370035,mriqc,gcor
1796,mriqc,0.0267405,mriqc,gcor
1797,mriqc,0.0165882,mriqc,gcor
1798,mriqc,0.00692131,mriqc,gcor
1799,mriqc,0.0081874,mriqc,gcor
1800,mriqc,0.0133243,mriqc,gcor
1801,mriqc,0.0242679,mriqc,gcor
1802,mriqc,0.0130735,mriqc,gcor
1803,mriqc,0.0570428,mriqc,gcor
1804,mriqc,0.0292284,mriqc,gcor
1805,mriqc,0.0232959,mriqc,gcor
1806,mriqc,0.0139202,mriqc,gcor
1807,mriqc,0.0393936,mriqc,gcor
1808,mriqc,0.0200056,mriqc,gcor
1809,mriqc,0.00963439,mriqc,gcor
1810,mriqc,0.0237771,mriqc,gcor
1811,mriqc,0.0196679,mriqc,gcor
1812,mriqc,0.0154914,mriqc,gcor
1813,mriqc,0.012298,mriqc,gcor
1814,mriqc,0.0196748,mriqc,gcor
1815,mriqc,0.0593134,mriqc,gcor
1816,mriqc,0.0141101,mriqc,gcor
1817,mriqc,0.0234599,mriqc,gcor
1818,mriqc,0.0255028,mriqc,gcor
1819,mriqc,0.0222767,mriqc,gcor
1820,mriqc,0.0205193,mriqc,gcor
1821,mriqc,0.0327869,mriqc,gcor
1822,mriqc,0.0262855,mriqc,gcor
1823,mriqc,0.00531592,mriqc,gcor
1824,mriqc,0.0339926,mriqc,gcor
1825,mriqc,0.0290281,mriqc,gcor
1826,mriqc,0.039291,mriqc,gcor
1827,mriqc,0.0199559,mriqc,gcor
1828,mriqc,0.015828,mriqc,gcor
1829,mriqc,0.0163729,mriqc,gcor
1830,mriqc,0.0146354,mriqc,gcor
1831,mriqc,0.0443851,mriqc,gcor
1832,mriqc,0.025056,mriqc,gcor
1833,mriqc,0.0135793,mriqc,gcor
1834,mriqc,0.0174407,mriqc,gcor
1835,mriqc,0.0345378,mriqc,gcor
1836,mriqc,0.0508154,mriqc,gcor
1837,mriqc,0.0236232,mriqc,gcor
1838,mriqc,0.0316452,mriqc,gcor
1839,mriqc,0.0375506,mriqc,gcor
1840,mriqc,0.0152149,mriqc,gcor
1841,mriqc,0.0450291,mriqc,gcor
1842,mriqc,0.0118784,mriqc,gcor
1843,mriqc,0.075791,mriqc,gcor
1844,mriqc,0.0421855,mriqc,gcor
1845,mriqc,0.0271295,mriqc,gcor
1846,mriqc,0.0128859,mriqc,gcor
1847,mriqc,0.0139688,mriqc,gcor
1848,mriqc,0.0264519,mriqc,gcor
1849,mriqc,0.0129313,mriqc,gcor
1850,mriqc,0.0279735,mriqc,gcor
1851,mriqc,0.045379,mriqc,gcor
1852,mriqc,0.0292421,mriqc,gcor
1853,mriqc,0.0220295,mriqc,gcor
1854,mriqc,0.0537081,mriqc,gcor
1855,mriqc,0.0252956,mriqc,gcor
1856,mriqc,0.0125429,mriqc,gcor
1857,mriqc,0.0249343,mriqc,gcor
1858,mriqc,0.0175856,mriqc,gcor
1859,mriqc,0.034529,mriqc,gcor
1860,mriqc,0.00780303,mriqc,gcor
1861,mriqc,0.0372933,mriqc,gcor
1862,mriqc,0.0250738,mriqc,gcor
1863,mriqc,0.0823192,mriqc,gcor
1864,mriqc,0.0114886,mriqc,gcor
1865,mriqc,0.0400031,mriqc,gcor
1866,mriqc,0.0277123,mriqc,gcor
1867,mriqc,0.0157356,mriqc,gcor
1868,mriqc,0.0339598,mriqc,gcor
1869,mriqc,0.0111102,mriqc,gcor
1870,mriqc,0.021619,mriqc,gcor
1871,mriqc,0.0696392,mriqc,gcor
1872,mriqc,0.00555914,mriqc,gcor
1873,mriqc,0.0400502,mriqc,gcor
1874,mriqc,0.0402856,mriqc,gcor
1875,mriqc,0.0215434,mriqc,gcor
1876,mriqc,0.0627743,mriqc,gcor
1877,mriqc,0.00499535,mriqc,gcor
1878,mriqc,0.0421636,mriqc,gcor
1879,mriqc,0.00987827,mriqc,gcor
1880,mriqc,0.024797,mriqc,gcor
1881,mriqc,0.019573,mriqc,gcor
1882,mriqc,0.0950386,mriqc,gcor
1883,mriqc,0.0364625,mriqc,gcor
1884,mriqc,0.0274593,mriqc,gcor
1885,mriqc,0.0400357,mriqc,gcor
1886,mriqc,0.0257967,mriqc,gcor
1887,mriqc,0.021748,mriqc,gcor
1888,mriqc,0.0364734,mriqc,gcor
1889,mriqc,0.0194204,mriqc,gcor
1890,mriqc,0.0414582,mriqc,gcor
1891,mriqc,0.0109026,mriqc,gcor
1892,mriqc,0.0364833,mriqc,gcor
1893,mriqc,0.0348403,mriqc,gcor
1894,mriqc,0.0496067,mriqc,gcor
1895,mriqc,0.0325121,mriqc,gcor
1896,mriqc,0.00851981,mriqc,gcor
1897,mriqc,0.0555521,mriqc,gcor
1898,mriqc,0.0420714,mriqc,gcor
1899,mriqc,0.0359272,mriqc,gcor
1900,mriqc,0.0111817,mriqc,gcor
1901,mriqc,0.0351433,mriqc,gcor
1902,mriqc,0.0118775,mriqc,gcor
1903,mriqc,0.0270425,mriqc,gcor
1904,mriqc,0.0328433,mriqc,gcor
1905,mriqc,0.108454,mriqc,gcor
1906,mriqc,0.00321798,mriqc,gcor
1907,mriqc,0.113922,mriqc,gcor
1908,mriqc,0.0404218,mriqc,gcor
1909,mriqc,0.0437528,mriqc,gcor
1910,mriqc,0.0786191,mriqc,gcor
1911,mriqc,0.0485856,mriqc,gcor
1912,mriqc,0.0143304,mriqc,gcor
1913,mriqc,0.0100573,mriqc,gcor
1914,mriqc,0.0177881,mriqc,gcor
1915,mriqc,0.00935807,mriqc,gcor
1916,mriqc,0.0164778,mriqc,gcor
1917,mriqc,0.0405775,mriqc,gcor
1918,mriqc,0.0176518,mriqc,gcor
1919,mriqc,0.0110977,mriqc,gcor
1920,mriqc,0.0200853,mriqc,gcor
1921,mriqc,0.0174248,mriqc,gcor
1922,mriqc,0.0150545,mriqc,gcor
1923,mriqc,0.0171262,mriqc,gcor
1924,mriqc,0.055216,mriqc,gcor
1925,mriqc,0.0253591,mriqc,gcor
1926,mriqc,0.0197229,mriqc,gcor
1927,mriqc,0.0215719,mriqc,gcor
1928,mriqc,0.017958,mriqc,gcor
1929,mriqc,0.0867836,mriqc,gcor
1930,mriqc,0.015971,mriqc,gcor
1931,mriqc,0.00563462,mriqc,gcor
1932,mriqc,0.0610545,mriqc,gcor
1933,mriqc,0.0531829,mriqc,gcor
1934,mriqc,0.013702,mriqc,gcor
1935,mriqc,0.0121003,mriqc,gcor
1936,mriqc,0.0199137,mriqc,gcor
1937,mriqc,0.0519923,mriqc,gcor
1938,mriqc,0.0151638,mriqc,gcor
1939,mriqc,0.0146208,mriqc,gcor
1940,mriqc,0.0138726,mriqc,gcor
1941,mriqc,0.0173371,mriqc,gcor
1942,mriqc,0.019041,mriqc,gcor
1943,mriqc,0.029572,mriqc,gcor
1944,mriqc,0.0131257,mriqc,gcor
1945,mriqc,0.0151787,mriqc,gcor
1946,mriqc,0.0329752,mriqc,gcor
1947,mriqc,0.0188052,mriqc,gcor
1948,mriqc,0.00431752,mriqc,gcor
1949,mriqc,0.0365764,mriqc,gcor
1950,mriqc,0.0168632,mriqc,gcor
1951,mriqc,0.0222253,mriqc,gcor
1952,mriqc,0.0101753,mriqc,gcor
1953,mriqc,0.00687439,mriqc,gcor
1954,mriqc,0.0190828,mriqc,gcor
1955,mriqc,0.0192362,mriqc,gcor
1956,mriqc,0.0547519,mriqc,gcor
1957,mriqc,0.00805205,mriqc,gcor
1958,mriqc,0.0382816,mriqc,gcor
1959,mriqc,0.0218495,mriqc,gcor
1960,mriqc,0.0220177,mriqc,gcor
1961,mriqc,0.0385169,mriqc,gcor
1962,mriqc,0.0493785,mriqc,gcor
1963,mriqc,0.049143,mriqc,gcor
1964,mriqc,0.029144,mriqc,gcor
1965,mriqc,0.0215587,mriqc,gcor
1966,mriqc,0.0150145,mriqc,gcor
1967,mriqc,0.082321,mriqc,gcor
1968,mriqc,0.0150563,mriqc,gcor
1969,mriqc,0.0227318,mriqc,gcor
1970,mriqc,0.0368979,mriqc,gcor
1971,mriqc,0.00957697,mriqc,gcor
1972,mriqc,0.0188289,mriqc,gcor
1973,mriqc,0.0413817,mriqc,gcor
1974,mriqc,0.0194709,mriqc,gcor
1975,mriqc,0.0113145,mriqc,gcor
1976,mriqc,0.0126801,mriqc,gcor
1977,mriqc,0.0186733,mriqc,gcor
1978,mriqc,0.0250012,mriqc,gcor
1979,mriqc,0.0184388,mriqc,gcor
1980,mriqc,0.022547,mriqc,gcor
1981,mriqc,0.0104256,mriqc,gcor
1982,mriqc,0.0165545,mriqc,gcor
1983,mriqc,0.0411861,mriqc,gcor
1984,mriqc,0.0277619,mriqc,gcor
1985,mriqc,0.0121164,mriqc,gcor
1986,mriqc,0.00440769,mriqc,gcor
1987,mriqc,0.0414925,mriqc,gcor
1988,mriqc,0.0224048,mriqc,gcor
1989,mriqc,0.0049697,mriqc,gcor
1990,mriqc,0.0269281,mriqc,gcor
1991,mriqc,0.016002,mriqc,gcor
1992,mriqc,0.0151043,mriqc,gcor
1993,mriqc,0.0247297,mriqc,gcor
1994,mriqc,0.0296422,mriqc,gcor
1995,mriqc,0.0163594,mriqc,gcor
1996,mriqc,0.0192181,mriqc,gcor
1997,mriqc,0.0129632,mriqc,gcor
1998,mriqc,0.014772,mriqc,gcor
1999,mriqc,0.0125592,mriqc,gcor
2000,mriqc,0.0247806,mriqc,gcor
2001,mriqc,0.0199426,mriqc,gcor
2002,mriqc,0.0118629,mriqc,gcor
2003,mriqc,0.0241602,mriqc,gcor
2004,mriqc,0.0228062,mriqc,gcor
2005,mriqc,0.0165142,mriqc,gcor
2006,mriqc,0.0205644,mriqc,gcor
2007,mriqc,0.0510153,mriqc,gcor
2008,mriqc,0.012996,mriqc,gcor
2009,mriqc,0.0198635,mriqc,gcor
2010,mriqc,0.050517,mriqc,gcor
2011,mriqc,0.0152128,mriqc,gcor
2012,mriqc,0.0101252,mriqc,gcor
2013,mriqc,0.014327,mriqc,gcor
2014,mriqc,0.0120846,mriqc,gcor
2015,mriqc,0.0216091,mriqc,gcor
2016,mriqc,0.0199156,mriqc,gcor
2017,mriqc,0.029618,mriqc,gcor
2018,mriqc,0.0373169,mriqc,gcor
2019,mriqc,0.0105349,mriqc,gcor
2020,mriqc,0.0968011,mriqc,gcor
2021,mriqc,0.0129566,mriqc,gcor
2022,mriqc,0.010668,mriqc,gcor
2023,mriqc,0.0555603,mriqc,gcor
2024,mriqc,0.0713849,mriqc,gcor
2025,mriqc,0.0133427,mriqc,gcor
2026,mriqc,0.0233543,mriqc,gcor
2027,mriqc,0.0295328,mriqc,gcor
2028,mriqc,0.0282548,mriqc,gcor
2029,mriqc,0.0188227,mriqc,gcor
2030,mriqc,0.0163466,mriqc,gcor
2031,mriqc,0.0571306,mriqc,gcor
2032,mriqc,0.0106712,mriqc,gcor
2033,mriqc,0.0300821,mriqc,gcor
2034,mriqc,0.0489012,mriqc,gcor
2035,mriqc,0.0288681,mriqc,gcor
2036,mriqc,0.0446041,mriqc,gcor
2037,mriqc,0.00685347,mriqc,gcor
2038,mriqc,0.0299194,mriqc,gcor
2039,mriqc,0.00692641,mriqc,gcor
2040,mriqc,0.0526496,mriqc,gcor
2041,mriqc,0.0455827,mriqc,gcor
2042,mriqc,0.0106683,mriqc,gcor
2043,mriqc,0.0210899,mriqc,gcor
2044,mriqc,0.0243067,mriqc,gcor
2045,mriqc,0.0278089,mriqc,gcor
2046,mriqc,0.0648771,mriqc,gcor
2047,mriqc,0.083076,mriqc,gcor
2048,mriqc,0.0825287,mriqc,gcor
2049,mriqc,0.0719771,mriqc,gcor
2050,mriqc,0.0838771,mriqc,gcor
2051,mriqc,0.0161075,mriqc,gcor
2052,mriqc,0.0533474,mriqc,gcor
2053,mriqc,0.0489016,mriqc,gcor
2054,mriqc,0.0164096,mriqc,gcor
2055,mriqc,0.0139792,mriqc,gcor
2056,mriqc,0.0205442,mriqc,gcor
2057,mriqc,0.0115736,mriqc,gcor
2058,mriqc,0.0892949,mriqc,gcor
2059,mriqc,0.0501691,mriqc,gcor
2060,mriqc,0.0505406,mriqc,gcor
2061,mriqc,0.0761812,mriqc,gcor
2062,mriqc,0.0274052,mriqc,gcor
2063,mriqc,0.0840884,mriqc,gcor
2064,mriqc,0.0158504,mriqc,gcor
2065,mriqc,0.0584802,mriqc,gcor
2066,mriqc,0.0135105,mriqc,gcor
2067,mriqc,0.0550356,mriqc,gcor
2068,mriqc,0.0169037,mriqc,gcor
2069,mriqc,0.0478802,mriqc,gcor
2070,mriqc,0.0160048,mriqc,gcor
2071,mriqc,0.0584256,mriqc,gcor
2072,mriqc,0.0359233,mriqc,gcor
2073,mriqc,0.019251,mriqc,gcor
2074,mriqc,0.0286715,mriqc,gcor
2075,mriqc,0.0880066,mriqc,gcor
2076,mriqc,0.0254967,mriqc,gcor
2077,mriqc,0.0142684,mriqc,gcor
2078,mriqc,0.00856617,mriqc,gcor
2079,mriqc,0.023178,mriqc,gcor
2080,mriqc,0.0592866,mriqc,gcor
2081,mriqc,0.0441135,mriqc,gcor
2082,mriqc,0.0517592,mriqc,gcor
2083,mriqc,0.0155137,mriqc,gcor
2084,mriqc,0.0228797,mriqc,gcor
2085,mriqc,0.0483695,mriqc,gcor
2086,mriqc,0.0226391,mriqc,gcor
2087,mriqc,0.0364997,mriqc,gcor
2088,mriqc,0.00950261,mriqc,gcor
2089,mriqc,0.0275626,mriqc,gcor
2090,mriqc,0.0287428,mriqc,gcor
2091,mriqc,0.0289036,mriqc,gcor
2092,mriqc,0.0503726,mriqc,gcor
2093,mriqc,0.014361,mriqc,gcor
2094,mriqc,0.0158344,mriqc,gcor
2095,mriqc,0.0215502,mriqc,gcor
2096,mriqc,0.0150992,mriqc,gcor
2097,mriqc,0.0655316,mriqc,gcor
2098,mriqc,0.0219639,mriqc,gcor
2099,mriqc,0.0118905,mriqc,gcor
2100,mriqc,0.0211253,mriqc,gcor
2101,mriqc,0.051778,mriqc,gcor
2102,mriqc,0.0218696,mriqc,gcor
2103,mriqc,0.0327714,mriqc,gcor
2104,mriqc,0.0790277,mriqc,gcor
2105,mriqc,0.017016,mriqc,gcor
2106,mriqc,0.05756,mriqc,gcor
2107,mriqc,0.0859129,mriqc,gcor
2108,mriqc,0.0266152,mriqc,gcor
2109,mriqc,0.0222754,mriqc,gcor
2110,mriqc,0.00593133,mriqc,gcor
2111,mriqc,0.0253548,mriqc,gcor
2112,mriqc,0.0222471,mriqc,gcor
2113,mriqc,0.0309781,mriqc,gcor
2114,mriqc,0.0186991,mriqc,gcor
2115,mriqc,0.0229543,mriqc,gcor
2116,mriqc,0.0216113,mriqc,gcor
2117,mriqc,0.00996704,mriqc,gcor
2118,mriqc,0.0627767,mriqc,gcor
2119,mriqc,0.0383781,mriqc,gcor
2120,mriqc,0.0112454,mriqc,gcor
2121,mriqc,0.0427364,mriqc,gcor
2122,mriqc,0.0242874,mriqc,gcor
2123,mriqc,0.022884,mriqc,gcor
2124,mriqc,0.0151943,mriqc,gcor
2125,mriqc,0.00870586,mriqc,gcor
2126,mriqc,0.0205357,mriqc,gcor
2127,mriqc,0.013029,mriqc,gcor
2128,mriqc,0.0161211,mriqc,gcor
2129,mriqc,0.0233492,mriqc,gcor
2130,mriqc,0.0152526,mriqc,gcor
2131,mriqc,0.00964123,mriqc,gcor
2132,mriqc,0.0128573,mriqc,gcor
2133,mriqc,0.0337025,mriqc,gcor
2134,mriqc,0.0153635,mriqc,gcor
2135,mriqc,0.030087,mriqc,gcor
2136,mriqc,0.0193666,mriqc,gcor
2137,mriqc,0.0361153,mriqc,gcor
2138,mriqc,0.00769449,mriqc,gcor
2139,mriqc,0.0246343,mriqc,gcor
2140,mriqc,0.0427488,mriqc,gcor
2141,mriqc,0.0435068,mriqc,gcor
2142,mriqc,0.0123065,mriqc,gcor
2143,mriqc,0.0113184,mriqc,gcor
2144,mriqc,0.0239635,mriqc,gcor
2145,mriqc,0.0138755,mriqc,gcor
2146,mriqc,0.0214959,mriqc,gcor
2147,mriqc,0.028922,mriqc,gcor
2148,mriqc,0.0362202,mriqc,gcor
2149,mriqc,0.0106139,mriqc,gcor
2150,mriqc,0.0659743,mriqc,gcor
2151,mriqc,0.0544783,mriqc,gcor
2152,mriqc,0.0191218,mriqc,gcor
2153,mriqc,0.0202448,mriqc,gcor
2154,mriqc,0.107784,mriqc,gcor
2155,mriqc,0.0116068,mriqc,gcor
2156,mriqc,0.0266668,mriqc,gcor
2157,mriqc,0.00359085,mriqc,gcor
2158,mriqc,0.0151996,mriqc,gcor
2159,mriqc,0.01036,mriqc,gcor
2160,mriqc,0.0106804,mriqc,gcor
2161,mriqc,0.0173472,mriqc,gcor
2162,mriqc,0.0368416,mriqc,gcor
2163,mriqc,0.02498,mriqc,gcor
2164,mriqc,0.0293485,mriqc,gcor
2165,mriqc,0.0100824,mriqc,gcor
2166,mriqc,0.00885904,mriqc,gcor
2167,mriqc,0.0157544,mriqc,gcor
2168,mriqc,0.0313792,mriqc,gcor
2169,mriqc,0.00825491,mriqc,gcor
2170,mriqc,0.00865902,mriqc,gcor
2171,mriqc,0.0290979,mriqc,gcor
2172,mriqc,0.0321373,mriqc,gcor
2173,mriqc,0.0297242,mriqc,gcor
2174,mriqc,0.0637588,mriqc,gcor
2175,mriqc,0.040003,mriqc,gcor
2176,mriqc,0.0108461,mriqc,gcor
2177,mriqc,0.0470402,mriqc,gcor
2178,mriqc,0.0338281,mriqc,gcor
2179,mriqc,0.0240219,mriqc,gcor
2180,mriqc,0.0268578,mriqc,gcor
