,compare,gcor,task,data type
34607,mriqc,0.00922253,mriqc,gcor
34608,mriqc,0.0241943,mriqc,gcor
34609,mriqc,0.0267528,mriqc,gcor
34610,mriqc,0.022391,mriqc,gcor
34611,mriqc,0.0322128,mriqc,gcor
34612,mriqc,0.0389494,mriqc,gcor
34613,mriqc,0.0241448,mriqc,gcor
34614,mriqc,0.0284759,mriqc,gcor
34615,mriqc,0.0101261,mriqc,gcor
34616,mriqc,0.0134324,mriqc,gcor
34617,mriqc,0.0243112,mriqc,gcor
34618,mriqc,0.0265105,mriqc,gcor
34619,mriqc,0.0221034,mriqc,gcor
34620,mriqc,0.0317279,mriqc,gcor
34621,mriqc,0.0381599,mriqc,gcor
34622,mriqc,0.0238265,mriqc,gcor
34623,mriqc,0.0284826,mriqc,gcor
34624,mriqc,0.00988218,mriqc,gcor
34625,mriqc,0.0130691,mriqc,gcor
34626,mriqc,0.0229039,mriqc,gcor
34627,mriqc,0.0137174,mriqc,gcor
34628,mriqc,0.0149416,mriqc,gcor
34629,mriqc,0.0098498,mriqc,gcor
34630,mriqc,0.00920772,mriqc,gcor
34631,mriqc,0.0223256,mriqc,gcor
34632,mriqc,0.0132119,mriqc,gcor
34633,mriqc,0.0150506,mriqc,gcor
34634,mriqc,0.0107922,mriqc,gcor
34635,mriqc,0.0099238,mriqc,gcor
34636,mriqc,0.0092045,mriqc,gcor
34637,mriqc,0.0160748,mriqc,gcor
34638,mriqc,0.0135987,mriqc,gcor
34639,mriqc,0.0157944,mriqc,gcor
34640,mriqc,0.0133184,mriqc,gcor
34641,mriqc,0.01711,mriqc,gcor
34642,mriqc,0.0233428,mriqc,gcor
34643,mriqc,0.0213659,mriqc,gcor
34644,mriqc,0.01711,mriqc,gcor
34645,mriqc,0.0233428,mriqc,gcor
34646,mriqc,0.0213659,mriqc,gcor
34647,mriqc,0.0126216,mriqc,gcor
34648,mriqc,0.0205288,mriqc,gcor
34649,mriqc,0.0126216,mriqc,gcor
34650,mriqc,0.0205288,mriqc,gcor
34651,mriqc,0.0151143,mriqc,gcor
34652,mriqc,0.0148476,mriqc,gcor
34653,mriqc,0.0148476,mriqc,gcor
34654,mriqc,0.0151143,mriqc,gcor
34655,mriqc,0.0277662,mriqc,gcor
34656,mriqc,0.0282279,mriqc,gcor
34657,mriqc,0.0201217,mriqc,gcor
34658,mriqc,0.0103938,mriqc,gcor
34659,mriqc,0.0103573,mriqc,gcor
34660,mriqc,0.0282279,mriqc,gcor
34661,mriqc,0.0277662,mriqc,gcor
34662,mriqc,0.0201217,mriqc,gcor
34663,mriqc,0.0103573,mriqc,gcor
34664,mriqc,0.0103938,mriqc,gcor
34665,mriqc,0.00929161,mriqc,gcor
34666,mriqc,0.00929161,mriqc,gcor
34667,mriqc,0.0164183,mriqc,gcor
34668,mriqc,0.0164183,mriqc,gcor
34669,mriqc,0.00964745,mriqc,gcor
34670,mriqc,0.00964745,mriqc,gcor
34671,mriqc,0.0243502,mriqc,gcor
34672,mriqc,0.0116352,mriqc,gcor
34673,mriqc,0.0157847,mriqc,gcor
34674,mriqc,0.00834092,mriqc,gcor
34675,mriqc,0.0243502,mriqc,gcor
34676,mriqc,0.0116352,mriqc,gcor
34677,mriqc,0.0114389,mriqc,gcor
34678,mriqc,0.0147766,mriqc,gcor
34679,mriqc,0.0049824,mriqc,gcor
34680,mriqc,0.0152518,mriqc,gcor
34681,mriqc,0.00566052,mriqc,gcor
34682,mriqc,0.0116321,mriqc,gcor
34683,mriqc,0.0190132,mriqc,gcor
34684,mriqc,0.0109755,mriqc,gcor
34685,mriqc,0.0125791,mriqc,gcor
34686,mriqc,0.0064396,mriqc,gcor
34687,mriqc,0.0266582,mriqc,gcor
34688,mriqc,0.0136364,mriqc,gcor
34689,mriqc,0.0106724,mriqc,gcor
34690,mriqc,0.0175513,mriqc,gcor
34691,mriqc,0.0161974,mriqc,gcor
34692,mriqc,0.0110528,mriqc,gcor
34693,mriqc,0.00679085,mriqc,gcor
34694,mriqc,0.0147342,mriqc,gcor
34695,mriqc,0.00837935,mriqc,gcor
34696,mriqc,0.00821108,mriqc,gcor
34697,mriqc,0.00866095,mriqc,gcor
34698,mriqc,0.0137088,mriqc,gcor
34699,mriqc,0.0105605,mriqc,gcor
34700,mriqc,0.0172083,mriqc,gcor
34701,mriqc,0.0105566,mriqc,gcor
34702,mriqc,0.0115213,mriqc,gcor
34703,mriqc,0.0445233,mriqc,gcor
34704,mriqc,0.0240518,mriqc,gcor
34705,mriqc,0.00451962,mriqc,gcor
34706,mriqc,0.0385251,mriqc,gcor
34707,mriqc,0.00477936,mriqc,gcor
34708,mriqc,0.015454,mriqc,gcor
34709,mriqc,0.0101535,mriqc,gcor
34710,mriqc,0.0117907,mriqc,gcor
34711,mriqc,0.0088763,mriqc,gcor
34712,mriqc,0.0144971,mriqc,gcor
34713,mriqc,0.0125301,mriqc,gcor
34714,mriqc,0.00677899,mriqc,gcor
34715,mriqc,0.00784298,mriqc,gcor
34716,mriqc,0.00286485,mriqc,gcor
34717,mriqc,0.0120951,mriqc,gcor
34718,mriqc,0.0123761,mriqc,gcor
34719,mriqc,0.0106572,mriqc,gcor
34720,mriqc,0.0292049,mriqc,gcor
34721,mriqc,0.0266644,mriqc,gcor
34722,mriqc,0.0131184,mriqc,gcor
34723,mriqc,0.0101713,mriqc,gcor
34724,mriqc,0.0106364,mriqc,gcor
34725,mriqc,0.0117815,mriqc,gcor
34726,mriqc,0.010726,mriqc,gcor
34727,mriqc,0.00795159,mriqc,gcor
34728,mriqc,0.0375059,mriqc,gcor
34729,mriqc,0.0227703,mriqc,gcor
34730,mriqc,0.0359281,mriqc,gcor
34731,mriqc,0.0185378,mriqc,gcor
34732,mriqc,0.0173799,mriqc,gcor
34733,mriqc,0.017934,mriqc,gcor
34734,mriqc,0.0755052,mriqc,gcor
34735,mriqc,0.0708238,mriqc,gcor
34736,mriqc,0.0461259,mriqc,gcor
34737,mriqc,0.0550449,mriqc,gcor
34738,mriqc,0.0976115,mriqc,gcor
34739,mriqc,0.0346569,mriqc,gcor
34740,mriqc,0.0395277,mriqc,gcor
34741,mriqc,0.0609004,mriqc,gcor
34742,mriqc,0.0529042,mriqc,gcor
34743,mriqc,0.0364574,mriqc,gcor
34744,mriqc,0.0359491,mriqc,gcor
34745,mriqc,0.0454715,mriqc,gcor
34746,mriqc,0.0822923,mriqc,gcor
34747,mriqc,0.0367014,mriqc,gcor
34748,mriqc,0.0298699,mriqc,gcor
34749,mriqc,0.0583959,mriqc,gcor
34750,mriqc,0.0359491,mriqc,gcor
34751,mriqc,0.0138622,mriqc,gcor
34752,mriqc,0.0686231,mriqc,gcor
34753,mriqc,0.0357681,mriqc,gcor
34754,mriqc,0.0500244,mriqc,gcor
34755,mriqc,0.0513377,mriqc,gcor
34756,mriqc,0.0520696,mriqc,gcor
34757,mriqc,0.0454715,mriqc,gcor
34758,mriqc,0.0822923,mriqc,gcor
34759,mriqc,0.029388,mriqc,gcor
34760,mriqc,0.0367014,mriqc,gcor
34761,mriqc,0.0416901,mriqc,gcor
34762,mriqc,0.0386772,mriqc,gcor
34763,mriqc,0.0490062,mriqc,gcor
34764,mriqc,0.035653,mriqc,gcor
34765,mriqc,0.0180999,mriqc,gcor
34766,mriqc,0.0253185,mriqc,gcor
34767,mriqc,0.0298699,mriqc,gcor
34768,mriqc,0.0357681,mriqc,gcor
34769,mriqc,0.0180999,mriqc,gcor
34770,mriqc,0.0180999,mriqc,gcor
34771,mriqc,0.0284913,mriqc,gcor
34772,mriqc,0.015444,mriqc,gcor
34773,mriqc,0.0156938,mriqc,gcor
34774,mriqc,0.0333694,mriqc,gcor
34775,mriqc,0.0583959,mriqc,gcor
34776,mriqc,0.0686231,mriqc,gcor
34777,mriqc,0.0513377,mriqc,gcor
34778,mriqc,0.0284913,mriqc,gcor
34779,mriqc,0.0333694,mriqc,gcor
34780,mriqc,0.0284913,mriqc,gcor
34781,mriqc,0.0333694,mriqc,gcor
34782,mriqc,0.0138622,mriqc,gcor
34783,mriqc,0.0500244,mriqc,gcor
34784,mriqc,0.0520696,mriqc,gcor
34785,mriqc,0.0150416,mriqc,gcor
34786,mriqc,0.00591196,mriqc,gcor
34787,mriqc,0.0106679,mriqc,gcor
34788,mriqc,0.0159658,mriqc,gcor
34789,mriqc,0.0183698,mriqc,gcor
34790,mriqc,0.0112477,mriqc,gcor
34791,mriqc,0.0102516,mriqc,gcor
34792,mriqc,0.0177688,mriqc,gcor
34793,mriqc,0.0242708,mriqc,gcor
34794,mriqc,0.020864,mriqc,gcor
34795,mriqc,0.0251121,mriqc,gcor
34796,mriqc,0.00877547,mriqc,gcor
34797,mriqc,0.0129392,mriqc,gcor
34798,mriqc,0.0117982,mriqc,gcor
34799,mriqc,0.00964948,mriqc,gcor
34800,mriqc,0.0161121,mriqc,gcor
34801,mriqc,0.0126521,mriqc,gcor
34802,mriqc,0.0126521,mriqc,gcor
34803,mriqc,0.0289134,mriqc,gcor
34804,mriqc,0.0342894,mriqc,gcor
34805,mriqc,0.0319521,mriqc,gcor
34806,mriqc,0.027614,mriqc,gcor
34807,mriqc,0.0160678,mriqc,gcor
34808,mriqc,0.0448075,mriqc,gcor
34809,mriqc,0.0147371,mriqc,gcor
34810,mriqc,0.0177641,mriqc,gcor
34811,mriqc,0.00644003,mriqc,gcor
34812,mriqc,0.0249803,mriqc,gcor
34813,mriqc,0.097352,mriqc,gcor
34814,mriqc,0.0219185,mriqc,gcor
34815,mriqc,0.0381386,mriqc,gcor
34816,mriqc,0.0133941,mriqc,gcor
34817,mriqc,0.0153587,mriqc,gcor
34818,mriqc,0.0203244,mriqc,gcor
34819,mriqc,0.0302293,mriqc,gcor
34820,mriqc,0.0138749,mriqc,gcor
34821,mriqc,0.0374518,mriqc,gcor
34822,mriqc,0.0225431,mriqc,gcor
34823,mriqc,0.013555,mriqc,gcor
34824,mriqc,0.0380915,mriqc,gcor
34825,mriqc,0.00721547,mriqc,gcor
34826,mriqc,0.0279841,mriqc,gcor
34827,mriqc,0.0202353,mriqc,gcor
34828,mriqc,0.0308246,mriqc,gcor
34829,mriqc,0.0199866,mriqc,gcor
34830,mriqc,0.0411863,mriqc,gcor
34831,mriqc,0.0148962,mriqc,gcor
34832,mriqc,0.0205234,mriqc,gcor
34833,mriqc,0.0224901,mriqc,gcor
34834,mriqc,0.0138694,mriqc,gcor
34835,mriqc,0.0165845,mriqc,gcor
34836,mriqc,0.0574454,mriqc,gcor
34837,mriqc,0.00881944,mriqc,gcor
34838,mriqc,0.0196804,mriqc,gcor
34839,mriqc,0.00489295,mriqc,gcor
34840,mriqc,0.0166457,mriqc,gcor
34841,mriqc,0.0382609,mriqc,gcor
34842,mriqc,0.0153312,mriqc,gcor
34843,mriqc,0.0571269,mriqc,gcor
34844,mriqc,0.0211382,mriqc,gcor
34845,mriqc,0.0241993,mriqc,gcor
34846,mriqc,0.0254486,mriqc,gcor
34847,mriqc,0.0154938,mriqc,gcor
34848,mriqc,0.016031,mriqc,gcor
34849,mriqc,0.0124446,mriqc,gcor
34850,mriqc,0.0197907,mriqc,gcor
34851,mriqc,0.01986,mriqc,gcor
34852,mriqc,0.00894659,mriqc,gcor
34853,mriqc,0.00450391,mriqc,gcor
34854,mriqc,0.0374396,mriqc,gcor
34855,mriqc,0.0113001,mriqc,gcor
34856,mriqc,0.0124245,mriqc,gcor
34857,mriqc,0.0582798,mriqc,gcor
34858,mriqc,0.0202566,mriqc,gcor
34859,mriqc,0.0380214,mriqc,gcor
34860,mriqc,0.0112638,mriqc,gcor
34861,mriqc,0.0184791,mriqc,gcor
34862,mriqc,0.0102786,mriqc,gcor
34863,mriqc,0.0346605,mriqc,gcor
34864,mriqc,0.0285282,mriqc,gcor
34865,mriqc,0.0138735,mriqc,gcor
34866,mriqc,0.0128934,mriqc,gcor
34867,mriqc,0.0199179,mriqc,gcor
34868,mriqc,0.0061629,mriqc,gcor
34869,mriqc,0.0295601,mriqc,gcor
34870,mriqc,0.0434449,mriqc,gcor
34871,mriqc,0.00988341,mriqc,gcor
34872,mriqc,0.0200693,mriqc,gcor
34873,mriqc,0.00758615,mriqc,gcor
34874,mriqc,0.0420281,mriqc,gcor
34875,mriqc,0.0293326,mriqc,gcor
34876,mriqc,0.0351485,mriqc,gcor
34877,mriqc,0.00924857,mriqc,gcor
34878,mriqc,0.0445997,mriqc,gcor
34879,mriqc,0.0185928,mriqc,gcor
34880,mriqc,0.0493713,mriqc,gcor
34881,mriqc,0.013726,mriqc,gcor
34882,mriqc,0.034449,mriqc,gcor
34883,mriqc,0.0153262,mriqc,gcor
34884,mriqc,0.0239072,mriqc,gcor
34885,mriqc,0.00828685,mriqc,gcor
34886,mriqc,0.0155683,mriqc,gcor
34887,mriqc,0.0152069,mriqc,gcor
34888,mriqc,0.00562692,mriqc,gcor
34889,mriqc,0.0155637,mriqc,gcor
34890,mriqc,0.0220109,mriqc,gcor
34891,mriqc,0.0189589,mriqc,gcor
34892,mriqc,0.00853772,mriqc,gcor
34893,mriqc,0.0104785,mriqc,gcor
34894,mriqc,0.0134409,mriqc,gcor
34895,mriqc,0.0200435,mriqc,gcor
34896,mriqc,0.0237977,mriqc,gcor
34897,mriqc,0.026343,mriqc,gcor
34898,mriqc,0.017002,mriqc,gcor
34899,mriqc,0.022418,mriqc,gcor
34900,mriqc,0.028299,mriqc,gcor
34901,mriqc,0.01987,mriqc,gcor
34902,mriqc,0.00743763,mriqc,gcor
34903,mriqc,0.0226366,mriqc,gcor
34904,mriqc,0.02562,mriqc,gcor
34905,mriqc,0.00974771,mriqc,gcor
34906,mriqc,0.00804774,mriqc,gcor
34907,mriqc,0.0291676,mriqc,gcor
34908,mriqc,0.0449031,mriqc,gcor
34909,mriqc,0.0488006,mriqc,gcor
34910,mriqc,0.0506636,mriqc,gcor
34911,mriqc,0.0126111,mriqc,gcor
34912,mriqc,0.0102239,mriqc,gcor
34913,mriqc,0.0125572,mriqc,gcor
34914,mriqc,0.00822488,mriqc,gcor
34915,mriqc,0.03324,mriqc,gcor
34916,mriqc,0.00927847,mriqc,gcor
34917,mriqc,0.0269461,mriqc,gcor
34918,mriqc,0.00547756,mriqc,gcor
34919,mriqc,0.0165845,mriqc,gcor
34920,mriqc,0.0438205,mriqc,gcor
34921,mriqc,0.0161978,mriqc,gcor
34922,mriqc,0.0137687,mriqc,gcor
34923,mriqc,0.0146837,mriqc,gcor
34924,mriqc,0.0109631,mriqc,gcor
34925,mriqc,0.0174146,mriqc,gcor
34926,mriqc,0.0085394,mriqc,gcor
34927,mriqc,0.00885956,mriqc,gcor
34928,mriqc,0.017327,mriqc,gcor
34929,mriqc,0.0213135,mriqc,gcor
34930,mriqc,0.0320406,mriqc,gcor
34931,mriqc,0.016956,mriqc,gcor
34932,mriqc,0.0310173,mriqc,gcor
34933,mriqc,0.0145811,mriqc,gcor
34934,mriqc,0.0260807,mriqc,gcor
34935,mriqc,0.0172619,mriqc,gcor
34936,mriqc,0.0445704,mriqc,gcor
34937,mriqc,0.0245309,mriqc,gcor
34938,mriqc,0.013242,mriqc,gcor
34939,mriqc,0.0342962,mriqc,gcor
34940,mriqc,0.0214387,mriqc,gcor
34941,mriqc,0.0285211,mriqc,gcor
34942,mriqc,0.013549,mriqc,gcor
34943,mriqc,0.0456367,mriqc,gcor
34944,mriqc,0.0319768,mriqc,gcor
34945,mriqc,0.0114115,mriqc,gcor
34946,mriqc,0.0266459,mriqc,gcor
34947,mriqc,0.0331844,mriqc,gcor
34948,mriqc,0.012616,mriqc,gcor
34949,mriqc,0.0117737,mriqc,gcor
34950,mriqc,0.0314151,mriqc,gcor
34951,mriqc,0.021266,mriqc,gcor
34952,mriqc,0.0119581,mriqc,gcor
34953,mriqc,0.015113,mriqc,gcor
34954,mriqc,0.0409072,mriqc,gcor
34955,mriqc,0.0132354,mriqc,gcor
34956,mriqc,0.0452832,mriqc,gcor
34957,mriqc,0.0351161,mriqc,gcor
34958,mriqc,0.0401928,mriqc,gcor
34959,mriqc,0.0120886,mriqc,gcor
34960,mriqc,0.0109515,mriqc,gcor
34961,mriqc,0.0174027,mriqc,gcor
34962,mriqc,0.00588683,mriqc,gcor
34963,mriqc,0.0145009,mriqc,gcor
34964,mriqc,0.0295194,mriqc,gcor
34965,mriqc,0.00993896,mriqc,gcor
34966,mriqc,0.00601862,mriqc,gcor
34967,mriqc,0.0304841,mriqc,gcor
34968,mriqc,0.0255028,mriqc,gcor
34969,mriqc,0.0177565,mriqc,gcor
34970,mriqc,0.0220976,mriqc,gcor
34971,mriqc,0.00787843,mriqc,gcor
34972,mriqc,0.0259908,mriqc,gcor
34973,mriqc,0.0581785,mriqc,gcor
34974,mriqc,0.0237953,mriqc,gcor
34975,mriqc,0.0264703,mriqc,gcor
34976,mriqc,0.0137592,mriqc,gcor
34977,mriqc,0.0176724,mriqc,gcor
34978,mriqc,0.024535,mriqc,gcor
34979,mriqc,0.0128523,mriqc,gcor
34980,mriqc,0.0205196,mriqc,gcor
34981,mriqc,0.0221444,mriqc,gcor
34982,mriqc,0.0279498,mriqc,gcor
34983,mriqc,0.0320438,mriqc,gcor
34984,mriqc,0.011623,mriqc,gcor
34985,mriqc,0.0211489,mriqc,gcor
34986,mriqc,0.0239308,mriqc,gcor
34987,mriqc,0.0214725,mriqc,gcor
34988,mriqc,0.0217902,mriqc,gcor
34989,mriqc,0.0402068,mriqc,gcor
34990,mriqc,0.0115151,mriqc,gcor
34991,mriqc,0.0290808,mriqc,gcor
34992,mriqc,0.0460657,mriqc,gcor
34993,mriqc,0.0269326,mriqc,gcor
34994,mriqc,0.0112244,mriqc,gcor
34995,mriqc,0.0543491,mriqc,gcor
34996,mriqc,0.0388213,mriqc,gcor
34997,mriqc,0.0485614,mriqc,gcor
34998,mriqc,0.0359293,mriqc,gcor
34999,mriqc,0.0124373,mriqc,gcor
35000,mriqc,0.0319999,mriqc,gcor
35001,mriqc,0.0264855,mriqc,gcor
35002,mriqc,0.017805,mriqc,gcor
35003,mriqc,0.025998,mriqc,gcor
35004,mriqc,0.00643838,mriqc,gcor
35005,mriqc,0.0111174,mriqc,gcor
35006,mriqc,0.0468343,mriqc,gcor
35007,mriqc,0.0483082,mriqc,gcor
35008,mriqc,0.0164427,mriqc,gcor
35009,mriqc,0.022262,mriqc,gcor
35010,mriqc,0.0462848,mriqc,gcor
35011,mriqc,0.0189601,mriqc,gcor
35012,mriqc,0.0646348,mriqc,gcor
35013,mriqc,0.032343,mriqc,gcor
35014,mriqc,0.0366174,mriqc,gcor
35015,mriqc,0.0248529,mriqc,gcor
35016,mriqc,0.00694119,mriqc,gcor
35017,mriqc,0.0852308,mriqc,gcor
35018,mriqc,0.0719138,mriqc,gcor
35019,mriqc,0.0567551,mriqc,gcor
35020,mriqc,0.0105882,mriqc,gcor
35021,mriqc,0.0251325,mriqc,gcor
35022,mriqc,0.009547,mriqc,gcor
35023,mriqc,0.0231477,mriqc,gcor
35024,mriqc,0.0246483,mriqc,gcor
35025,mriqc,0.0128747,mriqc,gcor
35026,mriqc,0.0182071,mriqc,gcor
35027,mriqc,0.0215878,mriqc,gcor
35028,mriqc,0.0451529,mriqc,gcor
35029,mriqc,0.0325124,mriqc,gcor
35030,mriqc,0.00774926,mriqc,gcor
35031,mriqc,0.0142245,mriqc,gcor
35032,mriqc,0.029758,mriqc,gcor
35033,mriqc,0.017141,mriqc,gcor
35034,mriqc,0.0652496,mriqc,gcor
35035,mriqc,0.0187591,mriqc,gcor
35036,mriqc,0.0197129,mriqc,gcor
35037,mriqc,0.0388745,mriqc,gcor
35038,mriqc,0.0423807,mriqc,gcor
35039,mriqc,0.036556,mriqc,gcor
35040,mriqc,0.00777587,mriqc,gcor
35041,mriqc,0.0243681,mriqc,gcor
35042,mriqc,0.0279214,mriqc,gcor
35043,mriqc,0.00815963,mriqc,gcor
35044,mriqc,0.0164523,mriqc,gcor
35045,mriqc,0.0477615,mriqc,gcor
35046,mriqc,0.0653454,mriqc,gcor
35047,mriqc,0.0256835,mriqc,gcor
35048,mriqc,0.0175499,mriqc,gcor
35049,mriqc,0.0245788,mriqc,gcor
35050,mriqc,0.0285697,mriqc,gcor
35051,mriqc,0.0179996,mriqc,gcor
35052,mriqc,0.0329171,mriqc,gcor
35053,mriqc,0.0201585,mriqc,gcor
35054,mriqc,0.0461651,mriqc,gcor
35055,mriqc,0.0233203,mriqc,gcor
35056,mriqc,0.0330578,mriqc,gcor
35057,mriqc,0.0447889,mriqc,gcor
35058,mriqc,0.0310003,mriqc,gcor
35059,mriqc,0.0190271,mriqc,gcor
35060,mriqc,0.0197083,mriqc,gcor
35061,mriqc,0.0187087,mriqc,gcor
35062,mriqc,0.0707865,mriqc,gcor
35063,mriqc,0.0394032,mriqc,gcor
35064,mriqc,0.0290214,mriqc,gcor
35065,mriqc,0.0234607,mriqc,gcor
35066,mriqc,0.0268048,mriqc,gcor
35067,mriqc,0.020484,mriqc,gcor
35068,mriqc,0.0314187,mriqc,gcor
35069,mriqc,0.0265959,mriqc,gcor
35070,mriqc,0.0297095,mriqc,gcor
35071,mriqc,0.0251072,mriqc,gcor
35072,mriqc,0.0176391,mriqc,gcor
35073,mriqc,0.0127799,mriqc,gcor
35074,mriqc,0.0117873,mriqc,gcor
35075,mriqc,0.0384991,mriqc,gcor
35076,mriqc,0.0198404,mriqc,gcor
35077,mriqc,0.0312368,mriqc,gcor
35078,mriqc,0.0153131,mriqc,gcor
35079,mriqc,0.0311495,mriqc,gcor
35080,mriqc,0.0422973,mriqc,gcor
35081,mriqc,0.0304388,mriqc,gcor
35082,mriqc,0.0503306,mriqc,gcor
35083,mriqc,0.0232156,mriqc,gcor
35084,mriqc,0.0257835,mriqc,gcor
35085,mriqc,0.0246702,mriqc,gcor
35086,mriqc,0.0682679,mriqc,gcor
35087,mriqc,0.0333496,mriqc,gcor
35088,mriqc,0.0146033,mriqc,gcor
35089,mriqc,0.0228817,mriqc,gcor
35090,mriqc,0.0365311,mriqc,gcor
35091,mriqc,0.0175251,mriqc,gcor
35092,mriqc,0.0263424,mriqc,gcor
35093,mriqc,0.024428,mriqc,gcor
35094,mriqc,0.014357,mriqc,gcor
35095,mriqc,0.0182535,mriqc,gcor
35096,mriqc,0.0628658,mriqc,gcor
35097,mriqc,0.02453,mriqc,gcor
35098,mriqc,0.0164321,mriqc,gcor
35099,mriqc,0.0170247,mriqc,gcor
35100,mriqc,0.0296146,mriqc,gcor
35101,mriqc,0.0144865,mriqc,gcor
35102,mriqc,0.0217678,mriqc,gcor
35103,mriqc,0.0354446,mriqc,gcor
35104,mriqc,0.0214176,mriqc,gcor
35105,mriqc,0.0190772,mriqc,gcor
35106,mriqc,0.00727845,mriqc,gcor
35107,mriqc,0.053335,mriqc,gcor
35108,mriqc,0.0170212,mriqc,gcor
35109,mriqc,0.00959002,mriqc,gcor
35110,mriqc,0.0157707,mriqc,gcor
35111,mriqc,0.0114737,mriqc,gcor
35112,mriqc,0.0152788,mriqc,gcor
35113,mriqc,0.0118809,mriqc,gcor
35114,mriqc,0.0138298,mriqc,gcor
35115,mriqc,0.0424378,mriqc,gcor
35116,mriqc,0.00945591,mriqc,gcor
35117,mriqc,0.0147332,mriqc,gcor
35118,mriqc,0.0260691,mriqc,gcor
35119,mriqc,0.0241083,mriqc,gcor
35120,mriqc,0.0148044,mriqc,gcor
35121,mriqc,0.018762,mriqc,gcor
35122,mriqc,0.0131065,mriqc,gcor
35123,mriqc,0.0197317,mriqc,gcor
35124,mriqc,0.0120486,mriqc,gcor
35125,mriqc,0.0169802,mriqc,gcor
35126,mriqc,0.0324039,mriqc,gcor
35127,mriqc,0.015417,mriqc,gcor
35128,mriqc,0.0190912,mriqc,gcor
35129,mriqc,0.0266545,mriqc,gcor
35130,mriqc,0.0273732,mriqc,gcor
35131,mriqc,0.0143772,mriqc,gcor
35132,mriqc,0.0081572,mriqc,gcor
35133,mriqc,0.0188377,mriqc,gcor
35134,mriqc,0.0484,mriqc,gcor
35135,mriqc,0.0254007,mriqc,gcor
35136,mriqc,0.0252411,mriqc,gcor
35137,mriqc,0.00667908,mriqc,gcor
35138,mriqc,0.0205922,mriqc,gcor
35139,mriqc,0.0195948,mriqc,gcor
35140,mriqc,0.0324548,mriqc,gcor
35141,mriqc,0.0468345,mriqc,gcor
35142,mriqc,0.030771,mriqc,gcor
35143,mriqc,0.0236479,mriqc,gcor
35144,mriqc,0.0153965,mriqc,gcor
35145,mriqc,0.027526,mriqc,gcor
35146,mriqc,0.0245193,mriqc,gcor
35147,mriqc,0.0122533,mriqc,gcor
35148,mriqc,0.0147048,mriqc,gcor
35149,mriqc,0.0493467,mriqc,gcor
35150,mriqc,0.0216027,mriqc,gcor
35151,mriqc,0.0120818,mriqc,gcor
35152,mriqc,0.0242613,mriqc,gcor
35153,mriqc,0.0111343,mriqc,gcor
35154,mriqc,0.0172834,mriqc,gcor
35155,mriqc,0.0397067,mriqc,gcor
35156,mriqc,0.0488333,mriqc,gcor
35157,mriqc,0.0146081,mriqc,gcor
35158,mriqc,0.0284482,mriqc,gcor
35159,mriqc,0.0318157,mriqc,gcor
35160,mriqc,0.0356459,mriqc,gcor
35161,mriqc,0.038091,mriqc,gcor
35162,mriqc,0.0165181,mriqc,gcor
35163,mriqc,0.035316,mriqc,gcor
35164,mriqc,0.0104521,mriqc,gcor
35165,mriqc,0.0525737,mriqc,gcor
35166,mriqc,0.028865,mriqc,gcor
35167,mriqc,0.0360344,mriqc,gcor
35168,mriqc,0.0179488,mriqc,gcor
35169,mriqc,0.037725,mriqc,gcor
35170,mriqc,0.0242727,mriqc,gcor
35171,mriqc,0.0434955,mriqc,gcor
35172,mriqc,0.0455377,mriqc,gcor
35173,mriqc,0.0202926,mriqc,gcor
35174,mriqc,0.00993904,mriqc,gcor
35175,mriqc,0.00891042,mriqc,gcor
35176,mriqc,0.0177535,mriqc,gcor
35177,mriqc,0.00991223,mriqc,gcor
35178,mriqc,0.023817,mriqc,gcor
35179,mriqc,0.0035581,mriqc,gcor
35180,mriqc,0.0380838,mriqc,gcor
35181,mriqc,0.0334409,mriqc,gcor
35182,mriqc,0.0165045,mriqc,gcor
35183,mriqc,0.0214828,mriqc,gcor
35184,mriqc,0.0463204,mriqc,gcor
35185,mriqc,0.0276053,mriqc,gcor
35186,mriqc,0.0247366,mriqc,gcor
35187,mriqc,0.0434095,mriqc,gcor
35188,mriqc,0.0208637,mriqc,gcor
35189,mriqc,0.0151099,mriqc,gcor
35190,mriqc,0.0773027,mriqc,gcor
35191,mriqc,0.00677764,mriqc,gcor
35192,mriqc,0.0187092,mriqc,gcor
35193,mriqc,0.0166561,mriqc,gcor
35194,mriqc,0.0131012,mriqc,gcor
35195,mriqc,0.0202287,mriqc,gcor
35196,mriqc,0.0203057,mriqc,gcor
35197,mriqc,0.0275353,mriqc,gcor
35198,mriqc,0.0173576,mriqc,gcor
35199,mriqc,0.0229146,mriqc,gcor
35200,mriqc,0.0243795,mriqc,gcor
35201,mriqc,0.0112804,mriqc,gcor
35202,mriqc,0.0071025,mriqc,gcor
35203,mriqc,0.0370423,mriqc,gcor
35204,mriqc,0.0391201,mriqc,gcor
35205,mriqc,0.0236779,mriqc,gcor
35206,mriqc,0.019018,mriqc,gcor
35207,mriqc,0.0435262,mriqc,gcor
35208,mriqc,0.0180552,mriqc,gcor
35209,mriqc,0.017087,mriqc,gcor
35210,mriqc,0.0114528,mriqc,gcor
35211,mriqc,0.00599739,mriqc,gcor
35212,mriqc,0.0178454,mriqc,gcor
35213,mriqc,0.0268854,mriqc,gcor
35214,mriqc,0.033561,mriqc,gcor
35215,mriqc,0.0128745,mriqc,gcor
35216,mriqc,0.0183213,mriqc,gcor
